,Dataset,Model,Layer,Iteration,Accuracy,Plot
1400,EventsRev,roberta-large,16,1,0.75,RoBERTa EventsRev
1401,EventsRev,roberta-large,16,2,0.3333333333333333,RoBERTa EventsRev
1402,EventsRev,roberta-large,16,3,0.75,RoBERTa EventsRev
1403,EventsRev,roberta-large,16,4,0.8333333333333334,RoBERTa EventsRev
1404,EventsRev,roberta-large,16,5,0.6666666666666666,RoBERTa EventsRev
1405,EventsRev,roberta-large,16,6,0.5833333333333334,RoBERTa EventsRev
1406,EventsRev,roberta-large,16,7,0.5833333333333334,RoBERTa EventsRev
1407,EventsRev,roberta-large,16,8,0.6666666666666666,RoBERTa EventsRev
1408,EventsRev,roberta-large,16,9,0.8333333333333334,RoBERTa EventsRev
1409,EventsRev,roberta-large,16,10,0.8333333333333334,RoBERTa EventsRev
1410,EventsRev,roberta-large,17,1,0.4166666666666667,RoBERTa EventsRev
1411,EventsRev,roberta-large,17,2,0.5833333333333334,RoBERTa EventsRev
1412,EventsRev,roberta-large,17,3,0.4166666666666667,RoBERTa EventsRev
1413,EventsRev,roberta-large,17,4,0.5833333333333334,RoBERTa EventsRev
1414,EventsRev,roberta-large,17,5,0.75,RoBERTa EventsRev
1415,EventsRev,roberta-large,17,6,0.5,RoBERTa EventsRev
1416,EventsRev,roberta-large,17,7,0.5,RoBERTa EventsRev
1417,EventsRev,roberta-large,17,8,0.75,RoBERTa EventsRev
1418,EventsRev,roberta-large,17,9,0.8333333333333334,RoBERTa EventsRev
1419,EventsRev,roberta-large,17,10,0.75,RoBERTa EventsRev
1420,EventsRev,roberta-large,18,1,0.5,RoBERTa EventsRev
1421,EventsRev,roberta-large,18,2,0.6666666666666666,RoBERTa EventsRev
1422,EventsRev,roberta-large,18,3,0.75,RoBERTa EventsRev
1423,EventsRev,roberta-large,18,4,0.6666666666666666,RoBERTa EventsRev
1424,EventsRev,roberta-large,18,5,0.8333333333333334,RoBERTa EventsRev
1425,EventsRev,roberta-large,18,6,0.9166666666666666,RoBERTa EventsRev
1426,EventsRev,roberta-large,18,7,0.5833333333333334,RoBERTa EventsRev
1427,EventsRev,roberta-large,18,8,0.5,RoBERTa EventsRev
1428,EventsRev,roberta-large,18,9,0.5,RoBERTa EventsRev
1429,EventsRev,roberta-large,18,10,0.8333333333333334,RoBERTa EventsRev
1430,EventsRev,roberta-large,19,1,0.75,RoBERTa EventsRev
1431,EventsRev,roberta-large,19,2,0.5833333333333334,RoBERTa EventsRev
1432,EventsRev,roberta-large,19,3,0.75,RoBERTa EventsRev
1433,EventsRev,roberta-large,19,4,0.8333333333333334,RoBERTa EventsRev
1434,EventsRev,roberta-large,19,5,0.5833333333333334,RoBERTa EventsRev
1435,EventsRev,roberta-large,19,6,0.5833333333333334,RoBERTa EventsRev
1436,EventsRev,roberta-large,19,7,0.6666666666666666,RoBERTa EventsRev
1437,EventsRev,roberta-large,19,8,0.5,RoBERTa EventsRev
1438,EventsRev,roberta-large,19,9,0.75,RoBERTa EventsRev
1439,EventsRev,roberta-large,19,10,0.75,RoBERTa EventsRev
1440,EventsRev,roberta-large,20,1,0.5833333333333334,RoBERTa EventsRev
1441,EventsRev,roberta-large,20,2,0.6666666666666666,RoBERTa EventsRev
1442,EventsRev,roberta-large,20,3,0.75,RoBERTa EventsRev
1443,EventsRev,roberta-large,20,4,0.75,RoBERTa EventsRev
1444,EventsRev,roberta-large,20,5,0.5,RoBERTa EventsRev
1445,EventsRev,roberta-large,20,6,0.75,RoBERTa EventsRev
1446,EventsRev,roberta-large,20,7,0.6666666666666666,RoBERTa EventsRev
1447,EventsRev,roberta-large,20,8,0.5833333333333334,RoBERTa EventsRev
1448,EventsRev,roberta-large,20,9,0.6666666666666666,RoBERTa EventsRev
1449,EventsRev,roberta-large,20,10,0.75,RoBERTa EventsRev
1450,EventsRev,roberta-large,21,1,0.8333333333333334,RoBERTa EventsRev
1451,EventsRev,roberta-large,21,2,0.4166666666666667,RoBERTa EventsRev
1452,EventsRev,roberta-large,21,3,0.75,RoBERTa EventsRev
1453,EventsRev,roberta-large,21,4,0.75,RoBERTa EventsRev
1454,EventsRev,roberta-large,21,5,0.5833333333333334,RoBERTa EventsRev
1455,EventsRev,roberta-large,21,6,0.6666666666666666,RoBERTa EventsRev
1456,EventsRev,roberta-large,21,7,0.6666666666666666,RoBERTa EventsRev
1457,EventsRev,roberta-large,21,8,0.5833333333333334,RoBERTa EventsRev
1458,EventsRev,roberta-large,21,9,0.6666666666666666,RoBERTa EventsRev
1459,EventsRev,roberta-large,21,10,0.5,RoBERTa EventsRev
1460,EventsRev,roberta-large,22,1,0.5,RoBERTa EventsRev
1461,EventsRev,roberta-large,22,2,0.6666666666666666,RoBERTa EventsRev
1462,EventsRev,roberta-large,22,3,0.8333333333333334,RoBERTa EventsRev
1463,EventsRev,roberta-large,22,4,0.75,RoBERTa EventsRev
1464,EventsRev,roberta-large,22,5,0.6666666666666666,RoBERTa EventsRev
1465,EventsRev,roberta-large,22,6,0.75,RoBERTa EventsRev
1466,EventsRev,roberta-large,22,7,0.75,RoBERTa EventsRev
1467,EventsRev,roberta-large,22,8,0.5833333333333334,RoBERTa EventsRev
1468,EventsRev,roberta-large,22,9,0.5833333333333334,RoBERTa EventsRev
1469,EventsRev,roberta-large,22,10,0.8333333333333334,RoBERTa EventsRev
1470,EventsRev,roberta-large,23,1,0.5833333333333334,RoBERTa EventsRev
1471,EventsRev,roberta-large,23,2,0.6666666666666666,RoBERTa EventsRev
1472,EventsRev,roberta-large,23,3,0.6666666666666666,RoBERTa EventsRev
1473,EventsRev,roberta-large,23,4,0.3333333333333333,RoBERTa EventsRev
1474,EventsRev,roberta-large,23,5,0.75,RoBERTa EventsRev
1475,EventsRev,roberta-large,23,6,0.8333333333333334,RoBERTa EventsRev
1476,EventsRev,roberta-large,23,7,0.9166666666666666,RoBERTa EventsRev
1477,EventsRev,roberta-large,23,8,0.6666666666666666,RoBERTa EventsRev
1478,EventsRev,roberta-large,23,9,0.5833333333333334,RoBERTa EventsRev
1479,EventsRev,roberta-large,23,10,0.75,RoBERTa EventsRev
1480,EventsRev,roberta-large,24,1,0.75,RoBERTa EventsRev
1481,EventsRev,roberta-large,24,2,0.5833333333333334,RoBERTa EventsRev
1482,EventsRev,roberta-large,24,3,0.75,RoBERTa EventsRev
1483,EventsRev,roberta-large,24,4,0.5,RoBERTa EventsRev
1484,EventsRev,roberta-large,24,5,0.6666666666666666,RoBERTa EventsRev
1485,EventsRev,roberta-large,24,6,0.5,RoBERTa EventsRev
1486,EventsRev,roberta-large,24,7,0.6666666666666666,RoBERTa EventsRev
1487,EventsRev,roberta-large,24,8,0.6666666666666666,RoBERTa EventsRev
1488,EventsRev,roberta-large,24,9,0.4166666666666667,RoBERTa EventsRev
1489,EventsRev,roberta-large,24,10,0.5833333333333334,RoBERTa EventsRev
1490,EventsRev,roberta-large,25,1,0.5,RoBERTa EventsRev
1491,EventsRev,roberta-large,25,2,0.6666666666666666,RoBERTa EventsRev
1492,EventsRev,roberta-large,25,3,0.8333333333333334,RoBERTa EventsRev
1493,EventsRev,roberta-large,25,4,0.5833333333333334,RoBERTa EventsRev
1494,EventsRev,roberta-large,25,5,0.6666666666666666,RoBERTa EventsRev
1495,EventsRev,roberta-large,25,6,0.6666666666666666,RoBERTa EventsRev
1496,EventsRev,roberta-large,25,7,0.8333333333333334,RoBERTa EventsRev
1497,EventsRev,roberta-large,25,8,0.6666666666666666,RoBERTa EventsRev
1498,EventsRev,roberta-large,25,9,0.4166666666666667,RoBERTa EventsRev
1499,EventsRev,roberta-large,25,10,0.5,RoBERTa EventsRev
1500,DTFit,gpt2-xl,1,1,0.525,gpt2 DTFit
1501,DTFit,gpt2-xl,1,2,0.5166666666666667,gpt2 DTFit
1502,DTFit,gpt2-xl,1,3,0.5083333333333333,gpt2 DTFit
1503,DTFit,gpt2-xl,1,4,0.475,gpt2 DTFit
1504,DTFit,gpt2-xl,1,5,0.525,gpt2 DTFit
1505,DTFit,gpt2-xl,1,6,0.5083333333333333,gpt2 DTFit
1506,DTFit,gpt2-xl,1,7,0.55,gpt2 DTFit
1507,DTFit,gpt2-xl,1,8,0.5,gpt2 DTFit
1508,DTFit,gpt2-xl,1,9,0.4916666666666666,gpt2 DTFit
1509,DTFit,gpt2-xl,1,10,0.5,gpt2 DTFit
1510,DTFit,gpt2-xl,2,1,0.6333333333333333,gpt2 DTFit
1511,DTFit,gpt2-xl,2,2,0.6833333333333333,gpt2 DTFit
1512,DTFit,gpt2-xl,2,3,0.6583333333333333,gpt2 DTFit
1513,DTFit,gpt2-xl,2,4,0.6333333333333333,gpt2 DTFit
1514,DTFit,gpt2-xl,2,5,0.675,gpt2 DTFit
1515,DTFit,gpt2-xl,2,6,0.675,gpt2 DTFit
1516,DTFit,gpt2-xl,2,7,0.6,gpt2 DTFit
1517,DTFit,gpt2-xl,2,8,0.6083333333333333,gpt2 DTFit
1518,DTFit,gpt2-xl,2,9,0.625,gpt2 DTFit
1519,DTFit,gpt2-xl,2,10,0.6416666666666667,gpt2 DTFit
1520,DTFit,gpt2-xl,3,1,0.65,gpt2 DTFit
1521,DTFit,gpt2-xl,3,2,0.7083333333333334,gpt2 DTFit
1522,DTFit,gpt2-xl,3,3,0.6916666666666667,gpt2 DTFit
1523,DTFit,gpt2-xl,3,4,0.6833333333333333,gpt2 DTFit
1524,DTFit,gpt2-xl,3,5,0.6666666666666666,gpt2 DTFit
1525,DTFit,gpt2-xl,3,6,0.6916666666666667,gpt2 DTFit
1526,DTFit,gpt2-xl,3,7,0.7166666666666667,gpt2 DTFit
1527,DTFit,gpt2-xl,3,8,0.725,gpt2 DTFit
1528,DTFit,gpt2-xl,3,9,0.6416666666666667,gpt2 DTFit
1529,DTFit,gpt2-xl,3,10,0.7,gpt2 DTFit
1530,DTFit,gpt2-xl,4,1,0.75,gpt2 DTFit
1531,DTFit,gpt2-xl,4,2,0.6333333333333333,gpt2 DTFit
1532,DTFit,gpt2-xl,4,3,0.625,gpt2 DTFit
1533,DTFit,gpt2-xl,4,4,0.6333333333333333,gpt2 DTFit
1534,DTFit,gpt2-xl,4,5,0.65,gpt2 DTFit
1535,DTFit,gpt2-xl,4,6,0.6666666666666666,gpt2 DTFit
1536,DTFit,gpt2-xl,4,7,0.75,gpt2 DTFit
1537,DTFit,gpt2-xl,4,8,0.6833333333333333,gpt2 DTFit
1538,DTFit,gpt2-xl,4,9,0.7,gpt2 DTFit
1539,DTFit,gpt2-xl,4,10,0.7916666666666666,gpt2 DTFit
1540,DTFit,gpt2-xl,5,1,0.6833333333333333,gpt2 DTFit
1541,DTFit,gpt2-xl,5,2,0.6916666666666667,gpt2 DTFit
1542,DTFit,gpt2-xl,5,3,0.675,gpt2 DTFit
1543,DTFit,gpt2-xl,5,4,0.6833333333333333,gpt2 DTFit
1544,DTFit,gpt2-xl,5,5,0.7333333333333333,gpt2 DTFit
1545,DTFit,gpt2-xl,5,6,0.7083333333333334,gpt2 DTFit
1546,DTFit,gpt2-xl,5,7,0.6833333333333333,gpt2 DTFit
1547,DTFit,gpt2-xl,5,8,0.6583333333333333,gpt2 DTFit
1548,DTFit,gpt2-xl,5,9,0.675,gpt2 DTFit
1549,DTFit,gpt2-xl,5,10,0.7416666666666667,gpt2 DTFit
1550,DTFit,gpt2-xl,6,1,0.7083333333333334,gpt2 DTFit
1551,DTFit,gpt2-xl,6,2,0.7916666666666666,gpt2 DTFit
1552,DTFit,gpt2-xl,6,3,0.7,gpt2 DTFit
1553,DTFit,gpt2-xl,6,4,0.7333333333333333,gpt2 DTFit
1554,DTFit,gpt2-xl,6,5,0.6666666666666666,gpt2 DTFit
1555,DTFit,gpt2-xl,6,6,0.7583333333333333,gpt2 DTFit
1556,DTFit,gpt2-xl,6,7,0.7083333333333334,gpt2 DTFit
1557,DTFit,gpt2-xl,6,8,0.7583333333333333,gpt2 DTFit
1558,DTFit,gpt2-xl,6,9,0.625,gpt2 DTFit
1559,DTFit,gpt2-xl,6,10,0.7,gpt2 DTFit
1560,DTFit,gpt2-xl,7,1,0.7,gpt2 DTFit
1561,DTFit,gpt2-xl,7,2,0.8,gpt2 DTFit
1562,DTFit,gpt2-xl,7,3,0.7166666666666667,gpt2 DTFit
1563,DTFit,gpt2-xl,7,4,0.6833333333333333,gpt2 DTFit
1564,DTFit,gpt2-xl,7,5,0.7416666666666667,gpt2 DTFit
1565,DTFit,gpt2-xl,7,6,0.6583333333333333,gpt2 DTFit
1566,DTFit,gpt2-xl,7,7,0.6666666666666666,gpt2 DTFit
1567,DTFit,gpt2-xl,7,8,0.7083333333333334,gpt2 DTFit
1568,DTFit,gpt2-xl,7,9,0.7083333333333334,gpt2 DTFit
1569,DTFit,gpt2-xl,7,10,0.7083333333333334,gpt2 DTFit
1570,DTFit,gpt2-xl,8,1,0.7833333333333333,gpt2 DTFit
1571,DTFit,gpt2-xl,8,2,0.7166666666666667,gpt2 DTFit
1572,DTFit,gpt2-xl,8,3,0.7916666666666666,gpt2 DTFit
1573,DTFit,gpt2-xl,8,4,0.7166666666666667,gpt2 DTFit
1574,DTFit,gpt2-xl,8,5,0.75,gpt2 DTFit
1575,DTFit,gpt2-xl,8,6,0.7,gpt2 DTFit
1576,DTFit,gpt2-xl,8,7,0.7083333333333334,gpt2 DTFit
1577,DTFit,gpt2-xl,8,8,0.7416666666666667,gpt2 DTFit
1578,DTFit,gpt2-xl,8,9,0.7416666666666667,gpt2 DTFit
1579,DTFit,gpt2-xl,8,10,0.7583333333333333,gpt2 DTFit
1580,DTFit,gpt2-xl,9,1,0.7166666666666667,gpt2 DTFit
1581,DTFit,gpt2-xl,9,2,0.7,gpt2 DTFit
1582,DTFit,gpt2-xl,9,3,0.7333333333333333,gpt2 DTFit
1583,DTFit,gpt2-xl,9,4,0.7333333333333333,gpt2 DTFit
1584,DTFit,gpt2-xl,9,5,0.775,gpt2 DTFit
1585,DTFit,gpt2-xl,9,6,0.7416666666666667,gpt2 DTFit
1586,DTFit,gpt2-xl,9,7,0.7083333333333334,gpt2 DTFit
1587,DTFit,gpt2-xl,9,8,0.7083333333333334,gpt2 DTFit
1588,DTFit,gpt2-xl,9,9,0.8,gpt2 DTFit
1589,DTFit,gpt2-xl,9,10,0.6833333333333333,gpt2 DTFit
1590,DTFit,gpt2-xl,10,1,0.7833333333333333,gpt2 DTFit
1591,DTFit,gpt2-xl,10,2,0.7166666666666667,gpt2 DTFit
1592,DTFit,gpt2-xl,10,3,0.775,gpt2 DTFit
1593,DTFit,gpt2-xl,10,4,0.7166666666666667,gpt2 DTFit
1594,DTFit,gpt2-xl,10,5,0.7166666666666667,gpt2 DTFit
1595,DTFit,gpt2-xl,10,6,0.7166666666666667,gpt2 DTFit
1596,DTFit,gpt2-xl,10,7,0.775,gpt2 DTFit
1597,DTFit,gpt2-xl,10,8,0.7333333333333333,gpt2 DTFit
1598,DTFit,gpt2-xl,10,9,0.7666666666666667,gpt2 DTFit
1599,DTFit,gpt2-xl,10,10,0.7666666666666667,gpt2 DTFit
1600,DTFit,gpt2-xl,11,1,0.725,gpt2 DTFit
1601,DTFit,gpt2-xl,11,2,0.7333333333333333,gpt2 DTFit
1602,DTFit,gpt2-xl,11,3,0.7833333333333333,gpt2 DTFit
1603,DTFit,gpt2-xl,11,4,0.7333333333333333,gpt2 DTFit
1604,DTFit,gpt2-xl,11,5,0.775,gpt2 DTFit
1605,DTFit,gpt2-xl,11,6,0.7583333333333333,gpt2 DTFit
1606,DTFit,gpt2-xl,11,7,0.7916666666666666,gpt2 DTFit
1607,DTFit,gpt2-xl,11,8,0.7333333333333333,gpt2 DTFit
1608,DTFit,gpt2-xl,11,9,0.6916666666666667,gpt2 DTFit
1609,DTFit,gpt2-xl,11,10,0.6416666666666667,gpt2 DTFit
1610,DTFit,gpt2-xl,12,1,0.775,gpt2 DTFit
1611,DTFit,gpt2-xl,12,2,0.8083333333333333,gpt2 DTFit
1612,DTFit,gpt2-xl,12,3,0.7333333333333333,gpt2 DTFit
1613,DTFit,gpt2-xl,12,4,0.6916666666666667,gpt2 DTFit
1614,DTFit,gpt2-xl,12,5,0.6916666666666667,gpt2 DTFit
1615,DTFit,gpt2-xl,12,6,0.7583333333333333,gpt2 DTFit
1616,DTFit,gpt2-xl,12,7,0.7416666666666667,gpt2 DTFit
1617,DTFit,gpt2-xl,12,8,0.825,gpt2 DTFit
1618,DTFit,gpt2-xl,12,9,0.75,gpt2 DTFit
1619,DTFit,gpt2-xl,12,10,0.7416666666666667,gpt2 DTFit
1620,DTFit,gpt2-xl,13,1,0.7083333333333334,gpt2 DTFit
1621,DTFit,gpt2-xl,13,2,0.7333333333333333,gpt2 DTFit
1622,DTFit,gpt2-xl,13,3,0.6833333333333333,gpt2 DTFit
1623,DTFit,gpt2-xl,13,4,0.725,gpt2 DTFit
1624,DTFit,gpt2-xl,13,5,0.7416666666666667,gpt2 DTFit
1625,DTFit,gpt2-xl,13,6,0.6416666666666667,gpt2 DTFit
1626,DTFit,gpt2-xl,13,7,0.7833333333333333,gpt2 DTFit
1627,DTFit,gpt2-xl,13,8,0.7333333333333333,gpt2 DTFit
1628,DTFit,gpt2-xl,13,9,0.7583333333333333,gpt2 DTFit
1629,DTFit,gpt2-xl,13,10,0.7333333333333333,gpt2 DTFit
1630,DTFit,gpt2-xl,14,1,0.7833333333333333,gpt2 DTFit
1631,DTFit,gpt2-xl,14,2,0.7916666666666666,gpt2 DTFit
1632,DTFit,gpt2-xl,14,3,0.8166666666666667,gpt2 DTFit
1633,DTFit,gpt2-xl,14,4,0.7916666666666666,gpt2 DTFit
1634,DTFit,gpt2-xl,14,5,0.75,gpt2 DTFit
1635,DTFit,gpt2-xl,14,6,0.725,gpt2 DTFit
1636,DTFit,gpt2-xl,14,7,0.7666666666666667,gpt2 DTFit
1637,DTFit,gpt2-xl,14,8,0.775,gpt2 DTFit
1638,DTFit,gpt2-xl,14,9,0.7583333333333333,gpt2 DTFit
1639,DTFit,gpt2-xl,14,10,0.725,gpt2 DTFit
1640,DTFit,gpt2-xl,15,1,0.75,gpt2 DTFit
1641,DTFit,gpt2-xl,15,2,0.775,gpt2 DTFit
1642,DTFit,gpt2-xl,15,3,0.775,gpt2 DTFit
1643,DTFit,gpt2-xl,15,4,0.7916666666666666,gpt2 DTFit
1644,DTFit,gpt2-xl,15,5,0.775,gpt2 DTFit
1645,DTFit,gpt2-xl,15,6,0.7166666666666667,gpt2 DTFit
1646,DTFit,gpt2-xl,15,7,0.7666666666666667,gpt2 DTFit
1647,DTFit,gpt2-xl,15,8,0.7833333333333333,gpt2 DTFit
1648,DTFit,gpt2-xl,15,9,0.7833333333333333,gpt2 DTFit
1649,DTFit,gpt2-xl,15,10,0.7833333333333333,gpt2 DTFit
1650,DTFit,gpt2-xl,16,1,0.7666666666666667,gpt2 DTFit
1651,DTFit,gpt2-xl,16,2,0.8583333333333333,gpt2 DTFit
1652,DTFit,gpt2-xl,16,3,0.7833333333333333,gpt2 DTFit
1653,DTFit,gpt2-xl,16,4,0.8,gpt2 DTFit
1654,DTFit,gpt2-xl,16,5,0.8083333333333333,gpt2 DTFit
1655,DTFit,gpt2-xl,16,6,0.825,gpt2 DTFit
1656,DTFit,gpt2-xl,16,7,0.725,gpt2 DTFit
1657,DTFit,gpt2-xl,16,8,0.8166666666666667,gpt2 DTFit
1658,DTFit,gpt2-xl,16,9,0.75,gpt2 DTFit
1659,DTFit,gpt2-xl,16,10,0.725,gpt2 DTFit
1660,DTFit,gpt2-xl,17,1,0.8,gpt2 DTFit
1661,DTFit,gpt2-xl,17,2,0.7333333333333333,gpt2 DTFit
1662,DTFit,gpt2-xl,17,3,0.825,gpt2 DTFit
1663,DTFit,gpt2-xl,17,4,0.7666666666666667,gpt2 DTFit
1664,DTFit,gpt2-xl,17,5,0.725,gpt2 DTFit
1665,DTFit,gpt2-xl,17,6,0.7833333333333333,gpt2 DTFit
1666,DTFit,gpt2-xl,17,7,0.7833333333333333,gpt2 DTFit
1667,DTFit,gpt2-xl,17,8,0.7916666666666666,gpt2 DTFit
1668,DTFit,gpt2-xl,17,9,0.725,gpt2 DTFit
1669,DTFit,gpt2-xl,17,10,0.7666666666666667,gpt2 DTFit
1670,DTFit,gpt2-xl,18,1,0.8,gpt2 DTFit
1671,DTFit,gpt2-xl,18,2,0.7833333333333333,gpt2 DTFit
1672,DTFit,gpt2-xl,18,3,0.775,gpt2 DTFit
1673,DTFit,gpt2-xl,18,4,0.7583333333333333,gpt2 DTFit
1674,DTFit,gpt2-xl,18,5,0.7,gpt2 DTFit
1675,DTFit,gpt2-xl,18,6,0.8166666666666667,gpt2 DTFit
1676,DTFit,gpt2-xl,18,7,0.8,gpt2 DTFit
1677,DTFit,gpt2-xl,18,8,0.7833333333333333,gpt2 DTFit
1678,DTFit,gpt2-xl,18,9,0.8166666666666667,gpt2 DTFit
1679,DTFit,gpt2-xl,18,10,0.7666666666666667,gpt2 DTFit
1680,DTFit,gpt2-xl,19,1,0.725,gpt2 DTFit
1681,DTFit,gpt2-xl,19,2,0.7916666666666666,gpt2 DTFit
1682,DTFit,gpt2-xl,19,3,0.7833333333333333,gpt2 DTFit
1683,DTFit,gpt2-xl,19,4,0.7333333333333333,gpt2 DTFit
1684,DTFit,gpt2-xl,19,5,0.75,gpt2 DTFit
1685,DTFit,gpt2-xl,19,6,0.775,gpt2 DTFit
1686,DTFit,gpt2-xl,19,7,0.775,gpt2 DTFit
1687,DTFit,gpt2-xl,19,8,0.8416666666666667,gpt2 DTFit
1688,DTFit,gpt2-xl,19,9,0.775,gpt2 DTFit
1689,DTFit,gpt2-xl,19,10,0.7833333333333333,gpt2 DTFit
1690,DTFit,gpt2-xl,20,1,0.7666666666666667,gpt2 DTFit
1691,DTFit,gpt2-xl,20,2,0.7166666666666667,gpt2 DTFit
1692,DTFit,gpt2-xl,20,3,0.7833333333333333,gpt2 DTFit
1693,DTFit,gpt2-xl,20,4,0.75,gpt2 DTFit
1694,DTFit,gpt2-xl,20,5,0.8,gpt2 DTFit
1695,DTFit,gpt2-xl,20,6,0.75,gpt2 DTFit
1696,DTFit,gpt2-xl,20,7,0.7916666666666666,gpt2 DTFit
1697,DTFit,gpt2-xl,20,8,0.75,gpt2 DTFit
1698,DTFit,gpt2-xl,20,9,0.85,gpt2 DTFit
1699,DTFit,gpt2-xl,20,10,0.7583333333333333,gpt2 DTFit
1700,DTFit,gpt2-xl,21,1,0.7916666666666666,gpt2 DTFit
1701,DTFit,gpt2-xl,21,2,0.8166666666666667,gpt2 DTFit
1702,DTFit,gpt2-xl,21,3,0.8166666666666667,gpt2 DTFit
1703,DTFit,gpt2-xl,21,4,0.8333333333333334,gpt2 DTFit
1704,DTFit,gpt2-xl,21,5,0.7916666666666666,gpt2 DTFit
1705,DTFit,gpt2-xl,21,6,0.7833333333333333,gpt2 DTFit
1706,DTFit,gpt2-xl,21,7,0.8416666666666667,gpt2 DTFit
1707,DTFit,gpt2-xl,21,8,0.775,gpt2 DTFit
1708,DTFit,gpt2-xl,21,9,0.775,gpt2 DTFit
1709,DTFit,gpt2-xl,21,10,0.7916666666666666,gpt2 DTFit
1710,DTFit,gpt2-xl,22,1,0.8083333333333333,gpt2 DTFit
1711,DTFit,gpt2-xl,22,2,0.7416666666666667,gpt2 DTFit
1712,DTFit,gpt2-xl,22,3,0.8166666666666667,gpt2 DTFit
1713,DTFit,gpt2-xl,22,4,0.775,gpt2 DTFit
1714,DTFit,gpt2-xl,22,5,0.775,gpt2 DTFit
1715,DTFit,gpt2-xl,22,6,0.7833333333333333,gpt2 DTFit
1716,DTFit,gpt2-xl,22,7,0.8416666666666667,gpt2 DTFit
1717,DTFit,gpt2-xl,22,8,0.8,gpt2 DTFit
1718,DTFit,gpt2-xl,22,9,0.775,gpt2 DTFit
1719,DTFit,gpt2-xl,22,10,0.825,gpt2 DTFit
1720,DTFit,gpt2-xl,23,1,0.8083333333333333,gpt2 DTFit
1721,DTFit,gpt2-xl,23,2,0.8166666666666667,gpt2 DTFit
1722,DTFit,gpt2-xl,23,3,0.8666666666666667,gpt2 DTFit
1723,DTFit,gpt2-xl,23,4,0.8166666666666667,gpt2 DTFit
1724,DTFit,gpt2-xl,23,5,0.7833333333333333,gpt2 DTFit
1725,DTFit,gpt2-xl,23,6,0.7833333333333333,gpt2 DTFit
1726,DTFit,gpt2-xl,23,7,0.7666666666666667,gpt2 DTFit
1727,DTFit,gpt2-xl,23,8,0.8333333333333334,gpt2 DTFit
1728,DTFit,gpt2-xl,23,9,0.7916666666666666,gpt2 DTFit
1729,DTFit,gpt2-xl,23,10,0.8,gpt2 DTFit
1730,DTFit,gpt2-xl,24,1,0.7666666666666667,gpt2 DTFit
1731,DTFit,gpt2-xl,24,2,0.8083333333333333,gpt2 DTFit
1732,DTFit,gpt2-xl,24,3,0.8416666666666667,gpt2 DTFit
1733,DTFit,gpt2-xl,24,4,0.8,gpt2 DTFit
1734,DTFit,gpt2-xl,24,5,0.7583333333333333,gpt2 DTFit
1735,DTFit,gpt2-xl,24,6,0.7666666666666667,gpt2 DTFit
1736,DTFit,gpt2-xl,24,7,0.7666666666666667,gpt2 DTFit
1737,DTFit,gpt2-xl,24,8,0.8583333333333333,gpt2 DTFit
1738,DTFit,gpt2-xl,24,9,0.8083333333333333,gpt2 DTFit
1739,DTFit,gpt2-xl,24,10,0.7916666666666666,gpt2 DTFit
1740,DTFit,gpt2-xl,25,1,0.7833333333333333,gpt2 DTFit
1741,DTFit,gpt2-xl,25,2,0.8583333333333333,gpt2 DTFit
1742,DTFit,gpt2-xl,25,3,0.7583333333333333,gpt2 DTFit
1743,DTFit,gpt2-xl,25,4,0.7833333333333333,gpt2 DTFit
1744,DTFit,gpt2-xl,25,5,0.7916666666666666,gpt2 DTFit
1745,DTFit,gpt2-xl,25,6,0.825,gpt2 DTFit
1746,DTFit,gpt2-xl,25,7,0.85,gpt2 DTFit
1747,DTFit,gpt2-xl,25,8,0.775,gpt2 DTFit
1748,DTFit,gpt2-xl,25,9,0.775,gpt2 DTFit
1749,DTFit,gpt2-xl,25,10,0.8333333333333334,gpt2 DTFit
1750,DTFit,gpt2-xl,26,1,0.8083333333333333,gpt2 DTFit
1751,DTFit,gpt2-xl,26,2,0.7583333333333333,gpt2 DTFit
1752,DTFit,gpt2-xl,26,3,0.7416666666666667,gpt2 DTFit
1753,DTFit,gpt2-xl,26,4,0.7833333333333333,gpt2 DTFit
1754,DTFit,gpt2-xl,26,5,0.7833333333333333,gpt2 DTFit
1755,DTFit,gpt2-xl,26,6,0.8083333333333333,gpt2 DTFit
1756,DTFit,gpt2-xl,26,7,0.8166666666666667,gpt2 DTFit
1757,DTFit,gpt2-xl,26,8,0.8166666666666667,gpt2 DTFit
1758,DTFit,gpt2-xl,26,9,0.825,gpt2 DTFit
1759,DTFit,gpt2-xl,26,10,0.7916666666666666,gpt2 DTFit
1760,DTFit,gpt2-xl,27,1,0.7666666666666667,gpt2 DTFit
1761,DTFit,gpt2-xl,27,2,0.8,gpt2 DTFit
1762,DTFit,gpt2-xl,27,3,0.7833333333333333,gpt2 DTFit
1763,DTFit,gpt2-xl,27,4,0.7916666666666666,gpt2 DTFit
1764,DTFit,gpt2-xl,27,5,0.7833333333333333,gpt2 DTFit
1765,DTFit,gpt2-xl,27,6,0.7833333333333333,gpt2 DTFit
1766,DTFit,gpt2-xl,27,7,0.85,gpt2 DTFit
1767,DTFit,gpt2-xl,27,8,0.725,gpt2 DTFit
1768,DTFit,gpt2-xl,27,9,0.8416666666666667,gpt2 DTFit
1769,DTFit,gpt2-xl,27,10,0.7666666666666667,gpt2 DTFit
1770,DTFit,gpt2-xl,28,1,0.8,gpt2 DTFit
