,Dataset,Model,Layer,Iteration,Accuracy
1040,EventsAdapt,robert-large,5,1,0.5833333333333334
1041,EventsAdapt,robert-large,5,2,0.5256410256410257
1042,EventsAdapt,robert-large,5,3,0.5833333333333334
1043,EventsAdapt,robert-large,5,4,0.5641025641025641
1044,EventsAdapt,robert-large,5,5,0.5705128205128205
1045,EventsAdapt,robert-large,5,6,0.6410256410256411
1046,EventsAdapt,robert-large,5,7,0.6153846153846154
1047,EventsAdapt,robert-large,5,8,0.5448717948717948
1048,EventsAdapt,robert-large,5,9,0.532051282051282
1049,EventsAdapt,robert-large,5,10,0.5512820512820513
1050,EventsAdapt,robert-large,6,1,0.7115384615384616
1051,EventsAdapt,robert-large,6,2,0.6346153846153846
1052,EventsAdapt,robert-large,6,3,0.6602564102564102
1053,EventsAdapt,robert-large,6,4,0.6282051282051282
1054,EventsAdapt,robert-large,6,5,0.6410256410256411
1055,EventsAdapt,robert-large,6,6,0.6089743589743589
1056,EventsAdapt,robert-large,6,7,0.6153846153846154
1057,EventsAdapt,robert-large,6,8,0.6666666666666666
1058,EventsAdapt,robert-large,6,9,0.6217948717948718
1059,EventsAdapt,robert-large,6,10,0.6346153846153846
1060,EventsAdapt,robert-large,7,1,0.5769230769230769
1061,EventsAdapt,robert-large,7,2,0.6538461538461539
1062,EventsAdapt,robert-large,7,3,0.6602564102564102
1063,EventsAdapt,robert-large,7,4,0.6089743589743589
1064,EventsAdapt,robert-large,7,5,0.6474358974358975
1065,EventsAdapt,robert-large,7,6,0.6858974358974359
1066,EventsAdapt,robert-large,7,7,0.6346153846153846
1067,EventsAdapt,robert-large,7,8,0.6474358974358975
1068,EventsAdapt,robert-large,7,9,0.6474358974358975
1069,EventsAdapt,robert-large,7,10,0.6025641025641025
1070,EventsAdapt,robert-large,8,1,0.6602564102564102
1071,EventsAdapt,robert-large,8,2,0.6923076923076923
1072,EventsAdapt,robert-large,8,3,0.6858974358974359
1073,EventsAdapt,robert-large,8,4,0.6730769230769231
1074,EventsAdapt,robert-large,8,5,0.6282051282051282
1075,EventsAdapt,robert-large,8,6,0.6025641025641025
1076,EventsAdapt,robert-large,8,7,0.6858974358974359
1077,EventsAdapt,robert-large,8,8,0.6602564102564102
1078,EventsAdapt,robert-large,8,9,0.6666666666666666
1079,EventsAdapt,robert-large,8,10,0.7051282051282052
1080,EventsAdapt,robert-large,9,1,0.6089743589743589
1081,EventsAdapt,robert-large,9,2,0.6538461538461539
1082,EventsAdapt,robert-large,9,3,0.7243589743589743
1083,EventsAdapt,robert-large,9,4,0.7243589743589743
1084,EventsAdapt,robert-large,9,5,0.6923076923076923
1085,EventsAdapt,robert-large,9,6,0.6794871794871795
1086,EventsAdapt,robert-large,9,7,0.6858974358974359
1087,EventsAdapt,robert-large,9,8,0.7051282051282052
1088,EventsAdapt,robert-large,9,9,0.6602564102564102
1089,EventsAdapt,robert-large,9,10,0.6923076923076923
1090,EventsAdapt,robert-large,10,1,0.7884615384615384
1091,EventsAdapt,robert-large,10,2,0.6410256410256411
1092,EventsAdapt,robert-large,10,3,0.7051282051282052
1093,EventsAdapt,robert-large,10,4,0.7051282051282052
1094,EventsAdapt,robert-large,10,5,0.717948717948718
1095,EventsAdapt,robert-large,10,6,0.75
1096,EventsAdapt,robert-large,10,7,0.6538461538461539
1097,EventsAdapt,robert-large,10,8,0.7371794871794872
1098,EventsAdapt,robert-large,10,9,0.6923076923076923
1099,EventsAdapt,robert-large,10,10,0.6987179487179487
1100,EventsAdapt,robert-large,11,1,0.7628205128205128
1101,EventsAdapt,robert-large,11,2,0.6153846153846154
1102,EventsAdapt,robert-large,11,3,0.7115384615384616
1103,EventsAdapt,robert-large,11,4,0.7371794871794872
1104,EventsAdapt,robert-large,11,5,0.7371794871794872
1105,EventsAdapt,robert-large,11,6,0.6666666666666666
1106,EventsAdapt,robert-large,11,7,0.717948717948718
1107,EventsAdapt,robert-large,11,8,0.75
1108,EventsAdapt,robert-large,11,9,0.7692307692307693
1109,EventsAdapt,robert-large,11,10,0.6666666666666666
1110,EventsAdapt,robert-large,12,1,0.6923076923076923
1111,EventsAdapt,robert-large,12,2,0.6987179487179487
1112,EventsAdapt,robert-large,12,3,0.7692307692307693
1113,EventsAdapt,robert-large,12,4,0.7692307692307693
1114,EventsAdapt,robert-large,12,5,0.6858974358974359
1115,EventsAdapt,robert-large,12,6,0.7243589743589743
1116,EventsAdapt,robert-large,12,7,0.7307692307692307
1117,EventsAdapt,robert-large,12,8,0.7371794871794872
1118,EventsAdapt,robert-large,12,9,0.7628205128205128
1119,EventsAdapt,robert-large,12,10,0.6987179487179487
1120,EventsAdapt,robert-large,13,1,0.75
1121,EventsAdapt,robert-large,13,2,0.6923076923076923
1122,EventsAdapt,robert-large,13,3,0.7435897435897436
1123,EventsAdapt,robert-large,13,4,0.7307692307692307
1124,EventsAdapt,robert-large,13,5,0.7628205128205128
1125,EventsAdapt,robert-large,13,6,0.7564102564102564
1126,EventsAdapt,robert-large,13,7,0.75
1127,EventsAdapt,robert-large,13,8,0.7564102564102564
1128,EventsAdapt,robert-large,13,9,0.75
1129,EventsAdapt,robert-large,13,10,0.7435897435897436
1130,EventsAdapt,robert-large,14,1,0.7692307692307693
1131,EventsAdapt,robert-large,14,2,0.7243589743589743
1132,EventsAdapt,robert-large,14,3,0.7243589743589743
1133,EventsAdapt,robert-large,14,4,0.7564102564102564
1134,EventsAdapt,robert-large,14,5,0.7564102564102564
1135,EventsAdapt,robert-large,14,6,0.7692307692307693
1136,EventsAdapt,robert-large,14,7,0.75
1137,EventsAdapt,robert-large,14,8,0.8269230769230769
1138,EventsAdapt,robert-large,14,9,0.7756410256410257
1139,EventsAdapt,robert-large,14,10,0.7628205128205128
1140,EventsAdapt,robert-large,15,1,0.7948717948717948
1141,EventsAdapt,robert-large,15,2,0.782051282051282
1142,EventsAdapt,robert-large,15,3,0.8205128205128205
1143,EventsAdapt,robert-large,15,4,0.7564102564102564
1144,EventsAdapt,robert-large,15,5,0.8141025641025641
1145,EventsAdapt,robert-large,15,6,0.8205128205128205
1146,EventsAdapt,robert-large,15,7,0.782051282051282
1147,EventsAdapt,robert-large,15,8,0.8012820512820513
1148,EventsAdapt,robert-large,15,9,0.8333333333333334
1149,EventsAdapt,robert-large,15,10,0.7243589743589743
1150,EventsAdapt,robert-large,16,1,0.8653846153846154
1151,EventsAdapt,robert-large,16,2,0.8269230769230769
1152,EventsAdapt,robert-large,16,3,0.7884615384615384
1153,EventsAdapt,robert-large,16,4,0.8333333333333334
1154,EventsAdapt,robert-large,16,5,0.7756410256410257
1155,EventsAdapt,robert-large,16,6,0.7948717948717948
1156,EventsAdapt,robert-large,16,7,0.8397435897435898
1157,EventsAdapt,robert-large,16,8,0.8333333333333334
1158,EventsAdapt,robert-large,16,9,0.8076923076923077
1159,EventsAdapt,robert-large,16,10,0.8141025641025641
1160,EventsAdapt,robert-large,17,1,0.7692307692307693
1161,EventsAdapt,robert-large,17,2,0.8076923076923077
1162,EventsAdapt,robert-large,17,3,0.7948717948717948
1163,EventsAdapt,robert-large,17,4,0.7692307692307693
1164,EventsAdapt,robert-large,17,5,0.7948717948717948
1165,EventsAdapt,robert-large,17,6,0.8653846153846154
1166,EventsAdapt,robert-large,17,7,0.7435897435897436
1167,EventsAdapt,robert-large,17,8,0.8333333333333334
1168,EventsAdapt,robert-large,17,9,0.8076923076923077
1169,EventsAdapt,robert-large,17,10,0.7692307692307693
1170,EventsAdapt,robert-large,18,1,0.8012820512820513
1171,EventsAdapt,robert-large,18,2,0.7884615384615384
1172,EventsAdapt,robert-large,18,3,0.8012820512820513
1173,EventsAdapt,robert-large,18,4,0.8076923076923077
1174,EventsAdapt,robert-large,18,5,0.8269230769230769
1175,EventsAdapt,robert-large,18,6,0.7884615384615384
1176,EventsAdapt,robert-large,18,7,0.8525641025641025
1177,EventsAdapt,robert-large,18,8,0.8653846153846154
1178,EventsAdapt,robert-large,18,9,0.7884615384615384
1179,EventsAdapt,robert-large,18,10,0.7243589743589743
1180,EventsAdapt,robert-large,19,1,0.8141025641025641
1181,EventsAdapt,robert-large,19,2,0.8333333333333334
1182,EventsAdapt,robert-large,19,3,0.8076923076923077
1183,EventsAdapt,robert-large,19,4,0.8141025641025641
1184,EventsAdapt,robert-large,19,5,0.7243589743589743
1185,EventsAdapt,robert-large,19,6,0.8141025641025641
1186,EventsAdapt,robert-large,19,7,0.8333333333333334
1187,EventsAdapt,robert-large,19,8,0.7628205128205128
1188,EventsAdapt,robert-large,19,9,0.7435897435897436
1189,EventsAdapt,robert-large,19,10,0.8333333333333334
1190,EventsAdapt,robert-large,20,1,0.7948717948717948
1191,EventsAdapt,robert-large,20,2,0.782051282051282
1192,EventsAdapt,robert-large,20,3,0.782051282051282
1193,EventsAdapt,robert-large,20,4,0.8141025641025641
1194,EventsAdapt,robert-large,20,5,0.7371794871794872
1195,EventsAdapt,robert-large,20,6,0.7564102564102564
1196,EventsAdapt,robert-large,20,7,0.8333333333333334
1197,EventsAdapt,robert-large,20,8,0.7307692307692307
1198,EventsAdapt,robert-large,20,9,0.8076923076923077
1199,EventsAdapt,robert-large,20,10,0.75
1200,EventsAdapt,robert-large,21,1,0.8269230769230769
1201,EventsAdapt,robert-large,21,2,0.8333333333333334
1202,EventsAdapt,robert-large,21,3,0.8012820512820513
1203,EventsAdapt,robert-large,21,4,0.8333333333333334
1204,EventsAdapt,robert-large,21,5,0.8076923076923077
1205,EventsAdapt,robert-large,21,6,0.7564102564102564
1206,EventsAdapt,robert-large,21,7,0.8397435897435898
1207,EventsAdapt,robert-large,21,8,0.7307692307692307
1208,EventsAdapt,robert-large,21,9,0.8076923076923077
1209,EventsAdapt,robert-large,21,10,0.7948717948717948
1210,EventsAdapt,robert-large,22,1,0.7756410256410257
1211,EventsAdapt,robert-large,22,2,0.8525641025641025
1212,EventsAdapt,robert-large,22,3,0.8333333333333334
1213,EventsAdapt,robert-large,22,4,0.75
1214,EventsAdapt,robert-large,22,5,0.782051282051282
1215,EventsAdapt,robert-large,22,6,0.7756410256410257
1216,EventsAdapt,robert-large,22,7,0.8076923076923077
1217,EventsAdapt,robert-large,22,8,0.8012820512820513
1218,EventsAdapt,robert-large,22,9,0.8141025641025641
1219,EventsAdapt,robert-large,22,10,0.7756410256410257
1220,EventsAdapt,robert-large,23,1,0.8333333333333334
1221,EventsAdapt,robert-large,23,2,0.8653846153846154
1222,EventsAdapt,robert-large,23,3,0.782051282051282
1223,EventsAdapt,robert-large,23,4,0.8333333333333334
1224,EventsAdapt,robert-large,23,5,0.8076923076923077
1225,EventsAdapt,robert-large,23,6,0.8589743589743589
1226,EventsAdapt,robert-large,23,7,0.8717948717948718
1227,EventsAdapt,robert-large,23,8,0.782051282051282
1228,EventsAdapt,robert-large,23,9,0.7756410256410257
1229,EventsAdapt,robert-large,23,10,0.8076923076923077
1230,EventsAdapt,robert-large,24,1,0.8012820512820513
1231,EventsAdapt,robert-large,24,2,0.8012820512820513
1232,EventsAdapt,robert-large,24,3,0.75
1233,EventsAdapt,robert-large,24,4,0.7884615384615384
1234,EventsAdapt,robert-large,24,5,0.8782051282051282
1235,EventsAdapt,robert-large,24,6,0.7884615384615384
1236,EventsAdapt,robert-large,24,7,0.8397435897435898
1237,EventsAdapt,robert-large,24,8,0.8397435897435898
1238,EventsAdapt,robert-large,24,9,0.8012820512820513
1239,EventsAdapt,robert-large,24,10,0.8525641025641025
1240,EventsAdapt,robert-large,25,1,0.8397435897435898
1241,EventsAdapt,robert-large,25,2,0.7435897435897436
1242,EventsAdapt,robert-large,25,3,0.8076923076923077
1243,EventsAdapt,robert-large,25,4,0.8397435897435898
1244,EventsAdapt,robert-large,25,5,0.8461538461538461
1245,EventsAdapt,robert-large,25,6,0.7628205128205128
1246,EventsAdapt,robert-large,25,7,0.8012820512820513
1247,EventsAdapt,robert-large,25,8,0.7628205128205128
1248,EventsAdapt,robert-large,25,9,0.7564102564102564
1249,EventsAdapt,robert-large,25,10,0.7628205128205128
1250,EventsRev,robert-large,1,1,0.5
1251,EventsRev,robert-large,1,2,0.5
1252,EventsRev,robert-large,1,3,0.5
1253,EventsRev,robert-large,1,4,0.5
1254,EventsRev,robert-large,1,5,0.5
1255,EventsRev,robert-large,1,6,0.5
1256,EventsRev,robert-large,1,7,0.5
1257,EventsRev,robert-large,1,8,0.5
1258,EventsRev,robert-large,1,9,0.5
1259,EventsRev,robert-large,1,10,0.5
1260,EventsRev,robert-large,2,1,0.5
1261,EventsRev,robert-large,2,2,0.3333333333333333
1262,EventsRev,robert-large,2,3,0.5
1263,EventsRev,robert-large,2,4,0.5
1264,EventsRev,robert-large,2,5,0.5
1265,EventsRev,robert-large,2,6,0.4166666666666667
1266,EventsRev,robert-large,2,7,0.75
1267,EventsRev,robert-large,2,8,0.5
1268,EventsRev,robert-large,2,9,0.5
1269,EventsRev,robert-large,2,10,0.4166666666666667
1270,EventsRev,robert-large,3,1,0.5
1271,EventsRev,robert-large,3,2,0.5
1272,EventsRev,robert-large,3,3,0.5
1273,EventsRev,robert-large,3,4,0.4166666666666667
1274,EventsRev,robert-large,3,5,0.4166666666666667
1275,EventsRev,robert-large,3,6,0.5
1276,EventsRev,robert-large,3,7,0.4166666666666667
1277,EventsRev,robert-large,3,8,0.5
1278,EventsRev,robert-large,3,9,0.4166666666666667
1279,EventsRev,robert-large,3,10,0.4166666666666667
1280,EventsRev,robert-large,4,1,0.5833333333333334
1281,EventsRev,robert-large,4,2,0.5833333333333334
1282,EventsRev,robert-large,4,3,0.5833333333333334
1283,EventsRev,robert-large,4,4,0.5833333333333334
1284,EventsRev,robert-large,4,5,0.5
1285,EventsRev,robert-large,4,6,0.5833333333333334
1286,EventsRev,robert-large,4,7,0.5
1287,EventsRev,robert-large,4,8,0.5833333333333334
1288,EventsRev,robert-large,4,9,0.6666666666666666
1289,EventsRev,robert-large,4,10,0.6666666666666666
1290,EventsRev,robert-large,5,1,0.5
1291,EventsRev,robert-large,5,2,0.6666666666666666
1292,EventsRev,robert-large,5,3,0.5
1293,EventsRev,robert-large,5,4,0.5
1294,EventsRev,robert-large,5,5,0.5833333333333334
1295,EventsRev,robert-large,5,6,0.5833333333333334
1296,EventsRev,robert-large,5,7,0.5833333333333334
1297,EventsRev,robert-large,5,8,0.5
1298,EventsRev,robert-large,5,9,0.5833333333333334
1299,EventsRev,robert-large,5,10,0.5833333333333334
1300,EventsRev,robert-large,6,1,0.5
1301,EventsRev,robert-large,6,2,0.6666666666666666
1302,EventsRev,robert-large,6,3,0.5
1303,EventsRev,robert-large,6,4,0.5833333333333334
1304,EventsRev,robert-large,6,5,0.5833333333333334
1305,EventsRev,robert-large,6,6,0.75
1306,EventsRev,robert-large,6,7,0.5833333333333334
1307,EventsRev,robert-large,6,8,0.5833333333333334
1308,EventsRev,robert-large,6,9,0.6666666666666666
1309,EventsRev,robert-large,6,10,0.5
1310,EventsRev,robert-large,7,1,0.5
1311,EventsRev,robert-large,7,2,0.5833333333333334
1312,EventsRev,robert-large,7,3,0.5833333333333334
1313,EventsRev,robert-large,7,4,0.75
1314,EventsRev,robert-large,7,5,0.5
1315,EventsRev,robert-large,7,6,0.75
1316,EventsRev,robert-large,7,7,0.5
1317,EventsRev,robert-large,7,8,0.5
1318,EventsRev,robert-large,7,9,0.5
1319,EventsRev,robert-large,7,10,0.6666666666666666
1320,EventsRev,robert-large,8,1,0.5833333333333334
1321,EventsRev,robert-large,8,2,0.5833333333333334
1322,EventsRev,robert-large,8,3,0.5833333333333334
1323,EventsRev,robert-large,8,4,0.5833333333333334
1324,EventsRev,robert-large,8,5,0.75
1325,EventsRev,robert-large,8,6,0.6666666666666666
1326,EventsRev,robert-large,8,7,0.75
1327,EventsRev,robert-large,8,8,0.5833333333333334
1328,EventsRev,robert-large,8,9,0.6666666666666666
1329,EventsRev,robert-large,8,10,0.75
1330,EventsRev,robert-large,9,1,0.6666666666666666
1331,EventsRev,robert-large,9,2,0.6666666666666666
1332,EventsRev,robert-large,9,3,0.5833333333333334
1333,EventsRev,robert-large,9,4,0.6666666666666666
1334,EventsRev,robert-large,9,5,0.6666666666666666
1335,EventsRev,robert-large,9,6,0.75
1336,EventsRev,robert-large,9,7,0.6666666666666666
1337,EventsRev,robert-large,9,8,0.5833333333333334
1338,EventsRev,robert-large,9,9,0.5833333333333334
1339,EventsRev,robert-large,9,10,0.5833333333333334
1340,EventsRev,robert-large,10,1,0.5
1341,EventsRev,robert-large,10,2,0.5
1342,EventsRev,robert-large,10,3,0.6666666666666666
1343,EventsRev,robert-large,10,4,0.4166666666666667
1344,EventsRev,robert-large,10,5,0.5
1345,EventsRev,robert-large,10,6,0.75
1346,EventsRev,robert-large,10,7,0.5
1347,EventsRev,robert-large,10,8,0.5
1348,EventsRev,robert-large,10,9,0.6666666666666666
1349,EventsRev,robert-large,10,10,0.5
1350,EventsRev,robert-large,11,1,0.6666666666666666
1351,EventsRev,robert-large,11,2,0.5
1352,EventsRev,robert-large,11,3,0.75
1353,EventsRev,robert-large,11,4,0.6666666666666666
1354,EventsRev,robert-large,11,5,0.6666666666666666
1355,EventsRev,robert-large,11,6,0.6666666666666666
1356,EventsRev,robert-large,11,7,0.75
1357,EventsRev,robert-large,11,8,0.5
1358,EventsRev,robert-large,11,9,0.75
1359,EventsRev,robert-large,11,10,0.6666666666666666
1360,EventsRev,robert-large,12,1,0.6666666666666666
1361,EventsRev,robert-large,12,2,0.5
1362,EventsRev,robert-large,12,3,0.6666666666666666
1363,EventsRev,robert-large,12,4,0.5833333333333334
1364,EventsRev,robert-large,12,5,0.5833333333333334
1365,EventsRev,robert-large,12,6,0.5833333333333334
1366,EventsRev,robert-large,12,7,0.75
1367,EventsRev,robert-large,12,8,0.5833333333333334
1368,EventsRev,robert-large,12,9,0.5833333333333334
1369,EventsRev,robert-large,12,10,0.5833333333333334
1370,EventsRev,robert-large,13,1,0.75
1371,EventsRev,robert-large,13,2,0.5833333333333334
1372,EventsRev,robert-large,13,3,0.6666666666666666
1373,EventsRev,robert-large,13,4,0.5
1374,EventsRev,robert-large,13,5,0.5833333333333334
1375,EventsRev,robert-large,13,6,0.5833333333333334
1376,EventsRev,robert-large,13,7,0.5
1377,EventsRev,robert-large,13,8,0.5
1378,EventsRev,robert-large,13,9,0.75
1379,EventsRev,robert-large,13,10,0.5833333333333334
1380,EventsRev,robert-large,14,1,0.4166666666666667
1381,EventsRev,robert-large,14,2,0.5
1382,EventsRev,robert-large,14,3,0.5833333333333334
1383,EventsRev,robert-large,14,4,0.6666666666666666
1384,EventsRev,robert-large,14,5,0.6666666666666666
1385,EventsRev,robert-large,14,6,0.5833333333333334
1386,EventsRev,robert-large,14,7,0.5
1387,EventsRev,robert-large,14,8,0.5833333333333334
1388,EventsRev,robert-large,14,9,0.5
1389,EventsRev,robert-large,14,10,0.5833333333333334
1390,EventsRev,robert-large,15,1,0.5
1391,EventsRev,robert-large,15,2,0.6666666666666666
1392,EventsRev,robert-large,15,3,0.4166666666666667
1393,EventsRev,robert-large,15,4,0.5833333333333334
1394,EventsRev,robert-large,15,5,0.75
1395,EventsRev,robert-large,15,6,0.5
1396,EventsRev,robert-large,15,7,0.6666666666666666
1397,EventsRev,robert-large,15,8,0.4166666666666667
1398,EventsRev,robert-large,15,9,0.5
1399,EventsRev,robert-large,15,10,0.6666666666666666
1400,EventsRev,robert-large,16,1,0.5
1401,EventsRev,robert-large,16,2,0.5833333333333334
1402,EventsRev,robert-large,16,3,0.6666666666666666
1403,EventsRev,robert-large,16,4,0.6666666666666666
1404,EventsRev,robert-large,16,5,0.5833333333333334
1405,EventsRev,robert-large,16,6,0.4166666666666667
1406,EventsRev,robert-large,16,7,0.5833333333333334
1407,EventsRev,robert-large,16,8,0.6666666666666666
1408,EventsRev,robert-large,16,9,0.5
1409,EventsRev,robert-large,16,10,0.75
1410,EventsRev,robert-large,17,1,0.5
1411,EventsRev,robert-large,17,2,0.6666666666666666
1412,EventsRev,robert-large,17,3,0.6666666666666666
1413,EventsRev,robert-large,17,4,0.8333333333333334
1414,EventsRev,robert-large,17,5,0.4166666666666667
1415,EventsRev,robert-large,17,6,0.6666666666666666
1416,EventsRev,robert-large,17,7,0.6666666666666666
1417,EventsRev,robert-large,17,8,0.5833333333333334
1418,EventsRev,robert-large,17,9,0.4166666666666667
1419,EventsRev,robert-large,17,10,0.6666666666666666
1420,EventsRev,robert-large,18,1,0.75
1421,EventsRev,robert-large,18,2,0.9166666666666666
1422,EventsRev,robert-large,18,3,0.6666666666666666
1423,EventsRev,robert-large,18,4,0.5833333333333334
1424,EventsRev,robert-large,18,5,0.5833333333333334
1425,EventsRev,robert-large,18,6,0.6666666666666666
1426,EventsRev,robert-large,18,7,0.8333333333333334
1427,EventsRev,robert-large,18,8,0.5833333333333334
1428,EventsRev,robert-large,18,9,0.5
1429,EventsRev,robert-large,18,10,0.5
1430,EventsRev,robert-large,19,1,0.5
1431,EventsRev,robert-large,19,2,0.5
1432,EventsRev,robert-large,19,3,0.8333333333333334
1433,EventsRev,robert-large,19,4,0.6666666666666666
1434,EventsRev,robert-large,19,5,0.6666666666666666
1435,EventsRev,robert-large,19,6,0.5
1436,EventsRev,robert-large,19,7,0.6666666666666666
1437,EventsRev,robert-large,19,8,0.5
1438,EventsRev,robert-large,19,9,0.5833333333333334
1439,EventsRev,robert-large,19,10,0.5833333333333334
1440,EventsRev,robert-large,20,1,0.5
1441,EventsRev,robert-large,20,2,0.6666666666666666
1442,EventsRev,robert-large,20,3,0.5833333333333334
1443,EventsRev,robert-large,20,4,0.6666666666666666
1444,EventsRev,robert-large,20,5,0.5
1445,EventsRev,robert-large,20,6,0.6666666666666666
1446,EventsRev,robert-large,20,7,0.5
1447,EventsRev,robert-large,20,8,0.8333333333333334
1448,EventsRev,robert-large,20,9,0.75
1449,EventsRev,robert-large,20,10,0.75
1450,EventsRev,robert-large,21,1,0.6666666666666666
1451,EventsRev,robert-large,21,2,0.9166666666666666
1452,EventsRev,robert-large,21,3,0.6666666666666666
1453,EventsRev,robert-large,21,4,0.8333333333333334
1454,EventsRev,robert-large,21,5,0.6666666666666666
1455,EventsRev,robert-large,21,6,0.75
1456,EventsRev,robert-large,21,7,0.3333333333333333
1457,EventsRev,robert-large,21,8,0.75
1458,EventsRev,robert-large,21,9,0.5
1459,EventsRev,robert-large,21,10,0.5833333333333334
1460,EventsRev,robert-large,22,1,0.6666666666666666
1461,EventsRev,robert-large,22,2,0.5833333333333334
1462,EventsRev,robert-large,22,3,0.5833333333333334
1463,EventsRev,robert-large,22,4,0.8333333333333334
1464,EventsRev,robert-large,22,5,0.4166666666666667
1465,EventsRev,robert-large,22,6,0.5
1466,EventsRev,robert-large,22,7,0.8333333333333334
1467,EventsRev,robert-large,22,8,0.8333333333333334
1468,EventsRev,robert-large,22,9,0.8333333333333334
1469,EventsRev,robert-large,22,10,0.5833333333333334
1470,EventsRev,robert-large,23,1,0.5833333333333334
1471,EventsRev,robert-large,23,2,0.4166666666666667
1472,EventsRev,robert-large,23,3,0.6666666666666666
1473,EventsRev,robert-large,23,4,0.75
1474,EventsRev,robert-large,23,5,0.5833333333333334
1475,EventsRev,robert-large,23,6,0.6666666666666666
1476,EventsRev,robert-large,23,7,0.6666666666666666
1477,EventsRev,robert-large,23,8,0.8333333333333334
1478,EventsRev,robert-large,23,9,0.6666666666666666
1479,EventsRev,robert-large,23,10,0.6666666666666666
1480,EventsRev,robert-large,24,1,0.8333333333333334
1481,EventsRev,robert-large,24,2,0.5
1482,EventsRev,robert-large,24,3,0.6666666666666666
1483,EventsRev,robert-large,24,4,0.4166666666666667
1484,EventsRev,robert-large,24,5,0.75
1485,EventsRev,robert-large,24,6,0.6666666666666666
1486,EventsRev,robert-large,24,7,0.5833333333333334
1487,EventsRev,robert-large,24,8,0.6666666666666666
1488,EventsRev,robert-large,24,9,0.6666666666666666
1489,EventsRev,robert-large,24,10,0.75
1490,EventsRev,robert-large,25,1,0.6666666666666666
1491,EventsRev,robert-large,25,2,0.5
1492,EventsRev,robert-large,25,3,0.5
1493,EventsRev,robert-large,25,4,0.5
1494,EventsRev,robert-large,25,5,0.4166666666666667
1495,EventsRev,robert-large,25,6,0.6666666666666666
1496,EventsRev,robert-large,25,7,0.5833333333333334
1497,EventsRev,robert-large,25,8,0.5833333333333334
1498,EventsRev,robert-large,25,9,0.75
1499,EventsRev,robert-large,25,10,0.5833333333333334
1500,DTFit,gpt2-xl,1,1,0.525
1501,DTFit,gpt2-xl,1,2,0.5166666666666667
1502,DTFit,gpt2-xl,1,3,0.5083333333333333
1503,DTFit,gpt2-xl,1,4,0.475
1504,DTFit,gpt2-xl,1,5,0.525
1505,DTFit,gpt2-xl,1,6,0.5083333333333333
1506,DTFit,gpt2-xl,1,7,0.55
1507,DTFit,gpt2-xl,1,8,0.5
1508,DTFit,gpt2-xl,1,9,0.4916666666666666
1509,DTFit,gpt2-xl,1,10,0.5
1510,DTFit,gpt2-xl,2,1,0.6333333333333333
1511,DTFit,gpt2-xl,2,2,0.6833333333333333
1512,DTFit,gpt2-xl,2,3,0.6583333333333333
1513,DTFit,gpt2-xl,2,4,0.6333333333333333
1514,DTFit,gpt2-xl,2,5,0.675
1515,DTFit,gpt2-xl,2,6,0.675
1516,DTFit,gpt2-xl,2,7,0.6
1517,DTFit,gpt2-xl,2,8,0.6083333333333333
1518,DTFit,gpt2-xl,2,9,0.625
1519,DTFit,gpt2-xl,2,10,0.6416666666666667
1520,DTFit,gpt2-xl,3,1,0.65
1521,DTFit,gpt2-xl,3,2,0.7083333333333334
1522,DTFit,gpt2-xl,3,3,0.6916666666666667
1523,DTFit,gpt2-xl,3,4,0.6833333333333333
1524,DTFit,gpt2-xl,3,5,0.6666666666666666
1525,DTFit,gpt2-xl,3,6,0.6916666666666667
1526,DTFit,gpt2-xl,3,7,0.7166666666666667
1527,DTFit,gpt2-xl,3,8,0.725
1528,DTFit,gpt2-xl,3,9,0.6416666666666667
1529,DTFit,gpt2-xl,3,10,0.7
1530,DTFit,gpt2-xl,4,1,0.75
1531,DTFit,gpt2-xl,4,2,0.6333333333333333
1532,DTFit,gpt2-xl,4,3,0.625
1533,DTFit,gpt2-xl,4,4,0.6333333333333333
1534,DTFit,gpt2-xl,4,5,0.65
1535,DTFit,gpt2-xl,4,6,0.6666666666666666
1536,DTFit,gpt2-xl,4,7,0.75
1537,DTFit,gpt2-xl,4,8,0.6833333333333333
1538,DTFit,gpt2-xl,4,9,0.7
1539,DTFit,gpt2-xl,4,10,0.7916666666666666
1540,DTFit,gpt2-xl,5,1,0.6833333333333333
1541,DTFit,gpt2-xl,5,2,0.6916666666666667
1542,DTFit,gpt2-xl,5,3,0.675
1543,DTFit,gpt2-xl,5,4,0.6833333333333333
1544,DTFit,gpt2-xl,5,5,0.7333333333333333
1545,DTFit,gpt2-xl,5,6,0.7083333333333334
1546,DTFit,gpt2-xl,5,7,0.6833333333333333
1547,DTFit,gpt2-xl,5,8,0.6583333333333333
1548,DTFit,gpt2-xl,5,9,0.675
1549,DTFit,gpt2-xl,5,10,0.7416666666666667
1550,DTFit,gpt2-xl,6,1,0.7083333333333334
1551,DTFit,gpt2-xl,6,2,0.7916666666666666
1552,DTFit,gpt2-xl,6,3,0.7
1553,DTFit,gpt2-xl,6,4,0.7333333333333333
1554,DTFit,gpt2-xl,6,5,0.6666666666666666
1555,DTFit,gpt2-xl,6,6,0.7583333333333333
1556,DTFit,gpt2-xl,6,7,0.7083333333333334
1557,DTFit,gpt2-xl,6,8,0.7583333333333333
1558,DTFit,gpt2-xl,6,9,0.625
1559,DTFit,gpt2-xl,6,10,0.7
1560,DTFit,gpt2-xl,7,1,0.7
1561,DTFit,gpt2-xl,7,2,0.8
