,Dataset,Model,Layer,Iteration,Accuracy
489,EventsAdapt,bert-large-cased,24,10,0.7948717948717948
490,EventsAdapt,bert-large-cased,25,1,0.8397435897435898
491,EventsAdapt,bert-large-cased,25,2,0.7884615384615384
492,EventsAdapt,bert-large-cased,25,3,0.7948717948717948
493,EventsAdapt,bert-large-cased,25,4,0.8012820512820513
494,EventsAdapt,bert-large-cased,25,5,0.7756410256410257
495,EventsAdapt,bert-large-cased,25,6,0.75
496,EventsAdapt,bert-large-cased,25,7,0.7948717948717948
497,EventsAdapt,bert-large-cased,25,8,0.6923076923076923
498,EventsAdapt,bert-large-cased,25,9,0.7307692307692307
499,EventsAdapt,bert-large-cased,25,10,0.7692307692307693
500,EventsRev,bert-large-cased,1,1,0.5
501,EventsRev,bert-large-cased,1,2,0.5
502,EventsRev,bert-large-cased,1,3,0.5
503,EventsRev,bert-large-cased,1,4,0.5
504,EventsRev,bert-large-cased,1,5,0.5
505,EventsRev,bert-large-cased,1,6,0.5
506,EventsRev,bert-large-cased,1,7,0.5
507,EventsRev,bert-large-cased,1,8,0.5
508,EventsRev,bert-large-cased,1,9,0.5
509,EventsRev,bert-large-cased,1,10,0.5
510,EventsRev,bert-large-cased,2,1,0.5
511,EventsRev,bert-large-cased,2,2,0.5
512,EventsRev,bert-large-cased,2,3,0.5
513,EventsRev,bert-large-cased,2,4,0.5
514,EventsRev,bert-large-cased,2,5,0.5
515,EventsRev,bert-large-cased,2,6,0.5833333333333334
516,EventsRev,bert-large-cased,2,7,0.5
517,EventsRev,bert-large-cased,2,8,0.5
518,EventsRev,bert-large-cased,2,9,0.5
519,EventsRev,bert-large-cased,2,10,0.5
520,EventsRev,bert-large-cased,3,1,0.5833333333333334
521,EventsRev,bert-large-cased,3,2,0.5
522,EventsRev,bert-large-cased,3,3,0.5
523,EventsRev,bert-large-cased,3,4,0.5833333333333334
524,EventsRev,bert-large-cased,3,5,0.4166666666666667
525,EventsRev,bert-large-cased,3,6,0.5
526,EventsRev,bert-large-cased,3,7,0.5
527,EventsRev,bert-large-cased,3,8,0.5833333333333334
528,EventsRev,bert-large-cased,3,9,0.5
529,EventsRev,bert-large-cased,3,10,0.5
530,EventsRev,bert-large-cased,4,1,0.5
531,EventsRev,bert-large-cased,4,2,0.5
532,EventsRev,bert-large-cased,4,3,0.6666666666666666
533,EventsRev,bert-large-cased,4,4,0.5833333333333334
534,EventsRev,bert-large-cased,4,5,0.5833333333333334
535,EventsRev,bert-large-cased,4,6,0.5
536,EventsRev,bert-large-cased,4,7,0.5833333333333334
537,EventsRev,bert-large-cased,4,8,0.5833333333333334
538,EventsRev,bert-large-cased,4,9,0.5
539,EventsRev,bert-large-cased,4,10,0.5833333333333334
540,EventsRev,bert-large-cased,5,1,0.5
541,EventsRev,bert-large-cased,5,2,0.5
542,EventsRev,bert-large-cased,5,3,0.6666666666666666
543,EventsRev,bert-large-cased,5,4,0.75
544,EventsRev,bert-large-cased,5,5,0.5833333333333334
545,EventsRev,bert-large-cased,5,6,0.5
546,EventsRev,bert-large-cased,5,7,0.6666666666666666
547,EventsRev,bert-large-cased,5,8,0.5
548,EventsRev,bert-large-cased,5,9,0.5
549,EventsRev,bert-large-cased,5,10,0.5833333333333334
550,EventsRev,bert-large-cased,6,1,0.6666666666666666
551,EventsRev,bert-large-cased,6,2,0.5
552,EventsRev,bert-large-cased,6,3,0.5
553,EventsRev,bert-large-cased,6,4,0.5
554,EventsRev,bert-large-cased,6,5,0.5833333333333334
555,EventsRev,bert-large-cased,6,6,0.5
556,EventsRev,bert-large-cased,6,7,0.5
557,EventsRev,bert-large-cased,6,8,0.5
558,EventsRev,bert-large-cased,6,9,0.5
559,EventsRev,bert-large-cased,6,10,0.5
560,EventsRev,bert-large-cased,7,1,0.4166666666666667
561,EventsRev,bert-large-cased,7,2,0.5
562,EventsRev,bert-large-cased,7,3,0.6666666666666666
563,EventsRev,bert-large-cased,7,4,0.6666666666666666
564,EventsRev,bert-large-cased,7,5,0.5
565,EventsRev,bert-large-cased,7,6,0.5
566,EventsRev,bert-large-cased,7,7,0.4166666666666667
567,EventsRev,bert-large-cased,7,8,0.6666666666666666
568,EventsRev,bert-large-cased,7,9,0.5
569,EventsRev,bert-large-cased,7,10,0.6666666666666666
570,EventsRev,bert-large-cased,8,1,0.5833333333333334
571,EventsRev,bert-large-cased,8,2,0.8333333333333334
572,EventsRev,bert-large-cased,8,3,0.5
573,EventsRev,bert-large-cased,8,4,0.5833333333333334
574,EventsRev,bert-large-cased,8,5,0.4166666666666667
575,EventsRev,bert-large-cased,8,6,0.5
576,EventsRev,bert-large-cased,8,7,0.4166666666666667
577,EventsRev,bert-large-cased,8,8,0.3333333333333333
578,EventsRev,bert-large-cased,8,9,0.8333333333333334
579,EventsRev,bert-large-cased,8,10,0.6666666666666666
580,EventsRev,bert-large-cased,9,1,0.5
581,EventsRev,bert-large-cased,9,2,0.5
582,EventsRev,bert-large-cased,9,3,0.5
583,EventsRev,bert-large-cased,9,4,0.5833333333333334
584,EventsRev,bert-large-cased,9,5,0.5833333333333334
585,EventsRev,bert-large-cased,9,6,0.75
586,EventsRev,bert-large-cased,9,7,0.5833333333333334
587,EventsRev,bert-large-cased,9,8,0.6666666666666666
588,EventsRev,bert-large-cased,9,9,0.5833333333333334
589,EventsRev,bert-large-cased,9,10,0.5
590,EventsRev,bert-large-cased,10,1,0.5
591,EventsRev,bert-large-cased,10,2,0.6666666666666666
592,EventsRev,bert-large-cased,10,3,0.5833333333333334
593,EventsRev,bert-large-cased,10,4,0.6666666666666666
594,EventsRev,bert-large-cased,10,5,0.6666666666666666
595,EventsRev,bert-large-cased,10,6,0.5
596,EventsRev,bert-large-cased,10,7,0.6666666666666666
597,EventsRev,bert-large-cased,10,8,0.5833333333333334
598,EventsRev,bert-large-cased,10,9,0.5
599,EventsRev,bert-large-cased,10,10,0.5833333333333334
600,EventsRev,bert-large-cased,11,1,0.5833333333333334
601,EventsRev,bert-large-cased,11,2,0.6666666666666666
602,EventsRev,bert-large-cased,11,3,0.5
603,EventsRev,bert-large-cased,11,4,0.6666666666666666
604,EventsRev,bert-large-cased,11,5,0.5
605,EventsRev,bert-large-cased,11,6,0.5833333333333334
606,EventsRev,bert-large-cased,11,7,0.6666666666666666
607,EventsRev,bert-large-cased,11,8,0.5
608,EventsRev,bert-large-cased,11,9,0.5833333333333334
609,EventsRev,bert-large-cased,11,10,0.6666666666666666
610,EventsRev,bert-large-cased,12,1,0.5833333333333334
611,EventsRev,bert-large-cased,12,2,0.5
612,EventsRev,bert-large-cased,12,3,0.6666666666666666
613,EventsRev,bert-large-cased,12,4,0.6666666666666666
614,EventsRev,bert-large-cased,12,5,0.5833333333333334
615,EventsRev,bert-large-cased,12,6,0.5833333333333334
616,EventsRev,bert-large-cased,12,7,0.5
617,EventsRev,bert-large-cased,12,8,0.6666666666666666
618,EventsRev,bert-large-cased,12,9,0.6666666666666666
619,EventsRev,bert-large-cased,12,10,0.6666666666666666
620,EventsRev,bert-large-cased,13,1,0.5833333333333334
621,EventsRev,bert-large-cased,13,2,0.5833333333333334
622,EventsRev,bert-large-cased,13,3,0.5
623,EventsRev,bert-large-cased,13,4,0.6666666666666666
624,EventsRev,bert-large-cased,13,5,0.4166666666666667
625,EventsRev,bert-large-cased,13,6,0.5
626,EventsRev,bert-large-cased,13,7,0.4166666666666667
627,EventsRev,bert-large-cased,13,8,0.5
628,EventsRev,bert-large-cased,13,9,0.6666666666666666
629,EventsRev,bert-large-cased,13,10,0.5
630,EventsRev,bert-large-cased,14,1,0.5
631,EventsRev,bert-large-cased,14,2,0.4166666666666667
632,EventsRev,bert-large-cased,14,3,0.6666666666666666
633,EventsRev,bert-large-cased,14,4,0.5833333333333334
634,EventsRev,bert-large-cased,14,5,0.5
635,EventsRev,bert-large-cased,14,6,0.5
636,EventsRev,bert-large-cased,14,7,0.6666666666666666
637,EventsRev,bert-large-cased,14,8,0.5833333333333334
638,EventsRev,bert-large-cased,14,9,0.6666666666666666
639,EventsRev,bert-large-cased,14,10,0.5833333333333334
640,EventsRev,bert-large-cased,15,1,0.5833333333333334
641,EventsRev,bert-large-cased,15,2,0.5833333333333334
642,EventsRev,bert-large-cased,15,3,0.5833333333333334
643,EventsRev,bert-large-cased,15,4,0.5
644,EventsRev,bert-large-cased,15,5,0.5
645,EventsRev,bert-large-cased,15,6,0.5833333333333334
646,EventsRev,bert-large-cased,15,7,0.75
647,EventsRev,bert-large-cased,15,8,0.5833333333333334
648,EventsRev,bert-large-cased,15,9,0.5
649,EventsRev,bert-large-cased,15,10,0.6666666666666666
650,EventsRev,bert-large-cased,16,1,0.5
651,EventsRev,bert-large-cased,16,2,0.5
652,EventsRev,bert-large-cased,16,3,0.5
653,EventsRev,bert-large-cased,16,4,0.5
654,EventsRev,bert-large-cased,16,5,0.5
655,EventsRev,bert-large-cased,16,6,0.75
656,EventsRev,bert-large-cased,16,7,0.5833333333333334
657,EventsRev,bert-large-cased,16,8,0.5833333333333334
658,EventsRev,bert-large-cased,16,9,0.5833333333333334
659,EventsRev,bert-large-cased,16,10,0.5
660,EventsRev,bert-large-cased,17,1,0.6666666666666666
661,EventsRev,bert-large-cased,17,2,0.6666666666666666
662,EventsRev,bert-large-cased,17,3,0.5833333333333334
663,EventsRev,bert-large-cased,17,4,0.5833333333333334
664,EventsRev,bert-large-cased,17,5,0.75
665,EventsRev,bert-large-cased,17,6,0.6666666666666666
666,EventsRev,bert-large-cased,17,7,0.5
667,EventsRev,bert-large-cased,17,8,0.5833333333333334
668,EventsRev,bert-large-cased,17,9,0.75
669,EventsRev,bert-large-cased,17,10,0.6666666666666666
670,EventsRev,bert-large-cased,18,1,0.5833333333333334
671,EventsRev,bert-large-cased,18,2,0.8333333333333334
672,EventsRev,bert-large-cased,18,3,0.5833333333333334
673,EventsRev,bert-large-cased,18,4,0.5833333333333334
674,EventsRev,bert-large-cased,18,5,0.5
675,EventsRev,bert-large-cased,18,6,0.6666666666666666
676,EventsRev,bert-large-cased,18,7,0.5833333333333334
677,EventsRev,bert-large-cased,18,8,0.5833333333333334
678,EventsRev,bert-large-cased,18,9,0.5833333333333334
679,EventsRev,bert-large-cased,18,10,0.75
680,EventsRev,bert-large-cased,19,1,0.75
681,EventsRev,bert-large-cased,19,2,0.5833333333333334
682,EventsRev,bert-large-cased,19,3,0.5833333333333334
683,EventsRev,bert-large-cased,19,4,0.75
684,EventsRev,bert-large-cased,19,5,0.75
685,EventsRev,bert-large-cased,19,6,0.9166666666666666
686,EventsRev,bert-large-cased,19,7,0.6666666666666666
687,EventsRev,bert-large-cased,19,8,0.6666666666666666
688,EventsRev,bert-large-cased,19,9,0.75
689,EventsRev,bert-large-cased,19,10,0.5833333333333334
690,EventsRev,bert-large-cased,20,1,0.5833333333333334
691,EventsRev,bert-large-cased,20,2,0.6666666666666666
692,EventsRev,bert-large-cased,20,3,0.6666666666666666
693,EventsRev,bert-large-cased,20,4,0.9166666666666666
694,EventsRev,bert-large-cased,20,5,0.6666666666666666
695,EventsRev,bert-large-cased,20,6,0.8333333333333334
696,EventsRev,bert-large-cased,20,7,0.6666666666666666
697,EventsRev,bert-large-cased,20,8,0.75
698,EventsRev,bert-large-cased,20,9,0.8333333333333334
699,EventsRev,bert-large-cased,20,10,0.6666666666666666
700,EventsRev,bert-large-cased,21,1,0.8333333333333334
701,EventsRev,bert-large-cased,21,2,0.8333333333333334
702,EventsRev,bert-large-cased,21,3,0.9166666666666666
703,EventsRev,bert-large-cased,21,4,0.6666666666666666
704,EventsRev,bert-large-cased,21,5,0.9166666666666666
705,EventsRev,bert-large-cased,21,6,0.9166666666666666
706,EventsRev,bert-large-cased,21,7,0.75
707,EventsRev,bert-large-cased,21,8,0.75
708,EventsRev,bert-large-cased,21,9,0.75
709,EventsRev,bert-large-cased,21,10,0.9166666666666666
710,EventsRev,bert-large-cased,22,1,0.75
711,EventsRev,bert-large-cased,22,2,0.75
712,EventsRev,bert-large-cased,22,3,0.8333333333333334
713,EventsRev,bert-large-cased,22,4,0.9166666666666666
714,EventsRev,bert-large-cased,22,5,0.8333333333333334
715,EventsRev,bert-large-cased,22,6,0.6666666666666666
716,EventsRev,bert-large-cased,22,7,0.75
717,EventsRev,bert-large-cased,22,8,0.8333333333333334
718,EventsRev,bert-large-cased,22,9,0.8333333333333334
719,EventsRev,bert-large-cased,22,10,0.9166666666666666
720,EventsRev,bert-large-cased,23,1,0.8333333333333334
721,EventsRev,bert-large-cased,23,2,0.9166666666666666
722,EventsRev,bert-large-cased,23,3,0.8333333333333334
723,EventsRev,bert-large-cased,23,4,0.8333333333333334
724,EventsRev,bert-large-cased,23,5,0.75
725,EventsRev,bert-large-cased,23,6,0.9166666666666666
726,EventsRev,bert-large-cased,23,7,0.75
727,EventsRev,bert-large-cased,23,8,0.75
728,EventsRev,bert-large-cased,23,9,0.8333333333333334
729,EventsRev,bert-large-cased,23,10,0.75
730,EventsRev,bert-large-cased,24,1,0.6666666666666666
731,EventsRev,bert-large-cased,24,2,0.8333333333333334
732,EventsRev,bert-large-cased,24,3,0.6666666666666666
733,EventsRev,bert-large-cased,24,4,0.8333333333333334
734,EventsRev,bert-large-cased,24,5,0.75
735,EventsRev,bert-large-cased,24,6,0.5833333333333334
736,EventsRev,bert-large-cased,24,7,0.6666666666666666
737,EventsRev,bert-large-cased,24,8,0.5833333333333334
738,EventsRev,bert-large-cased,24,9,0.5833333333333334
739,EventsRev,bert-large-cased,24,10,0.8333333333333334
740,EventsRev,bert-large-cased,25,1,0.75
741,EventsRev,bert-large-cased,25,2,0.9166666666666666
742,EventsRev,bert-large-cased,25,3,0.8333333333333334
743,EventsRev,bert-large-cased,25,4,0.75
744,EventsRev,bert-large-cased,25,5,0.5
745,EventsRev,bert-large-cased,25,6,0.6666666666666666
746,EventsRev,bert-large-cased,25,7,0.8333333333333334
747,EventsRev,bert-large-cased,25,8,0.5833333333333334
748,EventsRev,bert-large-cased,25,9,0.8333333333333334
749,EventsRev,bert-large-cased,25,10,0.75
750,DTFit,robert-large,1,1,0.5
751,DTFit,robert-large,1,2,0.5
752,DTFit,robert-large,1,3,0.5
753,DTFit,robert-large,1,4,0.5
754,DTFit,robert-large,1,5,0.5
755,DTFit,robert-large,1,6,0.5
756,DTFit,robert-large,1,7,0.5
757,DTFit,robert-large,1,8,0.5
758,DTFit,robert-large,1,9,0.5
759,DTFit,robert-large,1,10,0.5
760,DTFit,robert-large,2,1,0.5
761,DTFit,robert-large,2,2,0.4583333333333333
762,DTFit,robert-large,2,3,0.475
763,DTFit,robert-large,2,4,0.5
764,DTFit,robert-large,2,5,0.4583333333333333
765,DTFit,robert-large,2,6,0.5416666666666666
766,DTFit,robert-large,2,7,0.525
767,DTFit,robert-large,2,8,0.5583333333333333
768,DTFit,robert-large,2,9,0.5416666666666666
769,DTFit,robert-large,2,10,0.4166666666666667
770,DTFit,robert-large,3,1,0.5833333333333334
771,DTFit,robert-large,3,2,0.5666666666666667
772,DTFit,robert-large,3,3,0.6083333333333333
773,DTFit,robert-large,3,4,0.5833333333333334
774,DTFit,robert-large,3,5,0.5583333333333333
775,DTFit,robert-large,3,6,0.5833333333333334
776,DTFit,robert-large,3,7,0.6083333333333333
777,DTFit,robert-large,3,8,0.5833333333333334
778,DTFit,robert-large,3,9,0.6583333333333333
779,DTFit,robert-large,3,10,0.5333333333333333
780,DTFit,robert-large,4,1,0.575
781,DTFit,robert-large,4,2,0.6666666666666666
782,DTFit,robert-large,4,3,0.5666666666666667
783,DTFit,robert-large,4,4,0.5416666666666666
784,DTFit,robert-large,4,5,0.5416666666666666
785,DTFit,robert-large,4,6,0.5916666666666667
786,DTFit,robert-large,4,7,0.5916666666666667
787,DTFit,robert-large,4,8,0.6
788,DTFit,robert-large,4,9,0.5916666666666667
789,DTFit,robert-large,4,10,0.625
790,DTFit,robert-large,5,1,0.575
791,DTFit,robert-large,5,2,0.6666666666666666
792,DTFit,robert-large,5,3,0.6
793,DTFit,robert-large,5,4,0.625
794,DTFit,robert-large,5,5,0.6166666666666667
795,DTFit,robert-large,5,6,0.6166666666666667
796,DTFit,robert-large,5,7,0.625
797,DTFit,robert-large,5,8,0.625
798,DTFit,robert-large,5,9,0.5833333333333334
799,DTFit,robert-large,5,10,0.6083333333333333
800,DTFit,robert-large,6,1,0.6583333333333333
801,DTFit,robert-large,6,2,0.675
802,DTFit,robert-large,6,3,0.7
803,DTFit,robert-large,6,4,0.7333333333333333
804,DTFit,robert-large,6,5,0.6166666666666667
805,DTFit,robert-large,6,6,0.6833333333333333
806,DTFit,robert-large,6,7,0.6416666666666667
807,DTFit,robert-large,6,8,0.6
808,DTFit,robert-large,6,9,0.6166666666666667
809,DTFit,robert-large,6,10,0.65
810,DTFit,robert-large,7,1,0.7166666666666667
811,DTFit,robert-large,7,2,0.625
812,DTFit,robert-large,7,3,0.6416666666666667
813,DTFit,robert-large,7,4,0.65
814,DTFit,robert-large,7,5,0.6916666666666667
815,DTFit,robert-large,7,6,0.6916666666666667
816,DTFit,robert-large,7,7,0.625
817,DTFit,robert-large,7,8,0.65
818,DTFit,robert-large,7,9,0.7
819,DTFit,robert-large,7,10,0.6666666666666666
820,DTFit,robert-large,8,1,0.675
821,DTFit,robert-large,8,2,0.6166666666666667
822,DTFit,robert-large,8,3,0.6833333333333333
823,DTFit,robert-large,8,4,0.6583333333333333
824,DTFit,robert-large,8,5,0.6666666666666666
825,DTFit,robert-large,8,6,0.6916666666666667
826,DTFit,robert-large,8,7,0.6666666666666666
827,DTFit,robert-large,8,8,0.6916666666666667
828,DTFit,robert-large,8,9,0.6583333333333333
829,DTFit,robert-large,8,10,0.6666666666666666
830,DTFit,robert-large,9,1,0.7083333333333334
831,DTFit,robert-large,9,2,0.7416666666666667
832,DTFit,robert-large,9,3,0.675
833,DTFit,robert-large,9,4,0.6916666666666667
834,DTFit,robert-large,9,5,0.6666666666666666
835,DTFit,robert-large,9,6,0.725
836,DTFit,robert-large,9,7,0.6916666666666667
837,DTFit,robert-large,9,8,0.6833333333333333
838,DTFit,robert-large,9,9,0.7583333333333333
839,DTFit,robert-large,9,10,0.7166666666666667
840,DTFit,robert-large,10,1,0.7666666666666667
841,DTFit,robert-large,10,2,0.6833333333333333
842,DTFit,robert-large,10,3,0.8
843,DTFit,robert-large,10,4,0.7333333333333333
844,DTFit,robert-large,10,5,0.7916666666666666
845,DTFit,robert-large,10,6,0.7083333333333334
846,DTFit,robert-large,10,7,0.775
847,DTFit,robert-large,10,8,0.8083333333333333
848,DTFit,robert-large,10,9,0.7
849,DTFit,robert-large,10,10,0.7166666666666667
850,DTFit,robert-large,11,1,0.7166666666666667
851,DTFit,robert-large,11,2,0.7833333333333333
852,DTFit,robert-large,11,3,0.7416666666666667
853,DTFit,robert-large,11,4,0.775
854,DTFit,robert-large,11,5,0.725
855,DTFit,robert-large,11,6,0.7333333333333333
856,DTFit,robert-large,11,7,0.7666666666666667
857,DTFit,robert-large,11,8,0.825
858,DTFit,robert-large,11,9,0.7333333333333333
859,DTFit,robert-large,11,10,0.75
860,DTFit,robert-large,12,1,0.75
861,DTFit,robert-large,12,2,0.775
862,DTFit,robert-large,12,3,0.7583333333333333
863,DTFit,robert-large,12,4,0.7666666666666667
864,DTFit,robert-large,12,5,0.8166666666666667
865,DTFit,robert-large,12,6,0.7583333333333333
866,DTFit,robert-large,12,7,0.7166666666666667
867,DTFit,robert-large,12,8,0.7916666666666666
868,DTFit,robert-large,12,9,0.8083333333333333
869,DTFit,robert-large,12,10,0.775
870,DTFit,robert-large,13,1,0.8166666666666667
871,DTFit,robert-large,13,2,0.7416666666666667
872,DTFit,robert-large,13,3,0.825
873,DTFit,robert-large,13,4,0.8
874,DTFit,robert-large,13,5,0.8083333333333333
875,DTFit,robert-large,13,6,0.7833333333333333
876,DTFit,robert-large,13,7,0.7666666666666667
877,DTFit,robert-large,13,8,0.7916666666666666
878,DTFit,robert-large,13,9,0.825
879,DTFit,robert-large,13,10,0.775
880,DTFit,robert-large,14,1,0.8166666666666667
881,DTFit,robert-large,14,2,0.7833333333333333
882,DTFit,robert-large,14,3,0.7583333333333333
883,DTFit,robert-large,14,4,0.7666666666666667
884,DTFit,robert-large,14,5,0.8083333333333333
885,DTFit,robert-large,14,6,0.725
886,DTFit,robert-large,14,7,0.7833333333333333
887,DTFit,robert-large,14,8,0.7166666666666667
888,DTFit,robert-large,14,9,0.7916666666666666
889,DTFit,robert-large,14,10,0.7416666666666667
890,DTFit,robert-large,15,1,0.7833333333333333
891,DTFit,robert-large,15,2,0.775
892,DTFit,robert-large,15,3,0.775
893,DTFit,robert-large,15,4,0.7916666666666666
894,DTFit,robert-large,15,5,0.7833333333333333
895,DTFit,robert-large,15,6,0.825
896,DTFit,robert-large,15,7,0.7833333333333333
897,DTFit,robert-large,15,8,0.725
898,DTFit,robert-large,15,9,0.7666666666666667
899,DTFit,robert-large,15,10,0.775
900,DTFit,robert-large,16,1,0.7916666666666666
901,DTFit,robert-large,16,2,0.725
902,DTFit,robert-large,16,3,0.7333333333333333
903,DTFit,robert-large,16,4,0.7666666666666667
904,DTFit,robert-large,16,5,0.8
905,DTFit,robert-large,16,6,0.775
906,DTFit,robert-large,16,7,0.8166666666666667
907,DTFit,robert-large,16,8,0.7666666666666667
908,DTFit,robert-large,16,9,0.7583333333333333
909,DTFit,robert-large,16,10,0.7666666666666667
910,DTFit,robert-large,17,1,0.75
911,DTFit,robert-large,17,2,0.7416666666666667
912,DTFit,robert-large,17,3,0.8
913,DTFit,robert-large,17,4,0.75
914,DTFit,robert-large,17,5,0.7666666666666667
915,DTFit,robert-large,17,6,0.7583333333333333
916,DTFit,robert-large,17,7,0.775
917,DTFit,robert-large,17,8,0.7916666666666666
918,DTFit,robert-large,17,9,0.7416666666666667
919,DTFit,robert-large,17,10,0.825
920,DTFit,robert-large,18,1,0.8333333333333334
921,DTFit,robert-large,18,2,0.8166666666666667
922,DTFit,robert-large,18,3,0.7916666666666666
923,DTFit,robert-large,18,4,0.7416666666666667
924,DTFit,robert-large,18,5,0.75
925,DTFit,robert-large,18,6,0.8333333333333334
926,DTFit,robert-large,18,7,0.7833333333333333
927,DTFit,robert-large,18,8,0.7583333333333333
928,DTFit,robert-large,18,9,0.7833333333333333
929,DTFit,robert-large,18,10,0.7333333333333333
930,DTFit,robert-large,19,1,0.775
931,DTFit,robert-large,19,2,0.75
932,DTFit,robert-large,19,3,0.7833333333333333
933,DTFit,robert-large,19,4,0.7166666666666667
934,DTFit,robert-large,19,5,0.725
935,DTFit,robert-large,19,6,0.7666666666666667
936,DTFit,robert-large,19,7,0.7833333333333333
937,DTFit,robert-large,19,8,0.7583333333333333
938,DTFit,robert-large,19,9,0.7583333333333333
939,DTFit,robert-large,19,10,0.7416666666666667
940,DTFit,robert-large,20,1,0.7666666666666667
941,DTFit,robert-large,20,2,0.7416666666666667
942,DTFit,robert-large,20,3,0.8583333333333333
943,DTFit,robert-large,20,4,0.775
944,DTFit,robert-large,20,5,0.825
945,DTFit,robert-large,20,6,0.8083333333333333
946,DTFit,robert-large,20,7,0.775
947,DTFit,robert-large,20,8,0.775
948,DTFit,robert-large,20,9,0.8
949,DTFit,robert-large,20,10,0.75
950,DTFit,robert-large,21,1,0.7833333333333333
951,DTFit,robert-large,21,2,0.7333333333333333
952,DTFit,robert-large,21,3,0.825
953,DTFit,robert-large,21,4,0.775
954,DTFit,robert-large,21,5,0.7333333333333333
955,DTFit,robert-large,21,6,0.75
956,DTFit,robert-large,21,7,0.7833333333333333
957,DTFit,robert-large,21,8,0.8083333333333333
958,DTFit,robert-large,21,9,0.775
959,DTFit,robert-large,21,10,0.775
960,DTFit,robert-large,22,1,0.7333333333333333
961,DTFit,robert-large,22,2,0.775
962,DTFit,robert-large,22,3,0.7666666666666667
963,DTFit,robert-large,22,4,0.775
964,DTFit,robert-large,22,5,0.7416666666666667
965,DTFit,robert-large,22,6,0.8083333333333333
966,DTFit,robert-large,22,7,0.7833333333333333
967,DTFit,robert-large,22,8,0.7333333333333333
968,DTFit,robert-large,22,9,0.7833333333333333
969,DTFit,robert-large,22,10,0.75
970,DTFit,robert-large,23,1,0.8
971,DTFit,robert-large,23,2,0.7666666666666667
972,DTFit,robert-large,23,3,0.7166666666666667
973,DTFit,robert-large,23,4,0.7666666666666667
974,DTFit,robert-large,23,5,0.7416666666666667
975,DTFit,robert-large,23,6,0.75
976,DTFit,robert-large,23,7,0.75
977,DTFit,robert-large,23,8,0.725
978,DTFit,robert-large,23,9,0.7416666666666667
979,DTFit,robert-large,23,10,0.7666666666666667
980,DTFit,robert-large,24,1,0.8166666666666667
981,DTFit,robert-large,24,2,0.775
982,DTFit,robert-large,24,3,0.7333333333333333
983,DTFit,robert-large,24,4,0.725
984,DTFit,robert-large,24,5,0.8333333333333334
985,DTFit,robert-large,24,6,0.7666666666666667
986,DTFit,robert-large,24,7,0.7583333333333333
987,DTFit,robert-large,24,8,0.775
988,DTFit,robert-large,24,9,0.7083333333333334
989,DTFit,robert-large,24,10,0.8
990,DTFit,robert-large,25,1,0.7166666666666667
991,DTFit,robert-large,25,2,0.7333333333333333
992,DTFit,robert-large,25,3,0.7416666666666667
993,DTFit,robert-large,25,4,0.7416666666666667
994,DTFit,robert-large,25,5,0.7333333333333333
995,DTFit,robert-large,25,6,0.6666666666666666
996,DTFit,robert-large,25,7,0.675
997,DTFit,robert-large,25,8,0.7083333333333334
998,DTFit,robert-large,25,9,0.6666666666666666
999,DTFit,robert-large,25,10,0.65
1000,EventsAdapt,robert-large,1,1,0.5
1001,EventsAdapt,robert-large,1,2,0.5
1002,EventsAdapt,robert-large,1,3,0.5
1003,EventsAdapt,robert-large,1,4,0.5
1004,EventsAdapt,robert-large,1,5,0.5
1005,EventsAdapt,robert-large,1,6,0.5
1006,EventsAdapt,robert-large,1,7,0.5
1007,EventsAdapt,robert-large,1,8,0.5
1008,EventsAdapt,robert-large,1,9,0.5
1009,EventsAdapt,robert-large,1,10,0.5
1010,EventsAdapt,robert-large,2,1,0.6410256410256411
1011,EventsAdapt,robert-large,2,2,0.6089743589743589
1012,EventsAdapt,robert-large,2,3,0.6089743589743589
1013,EventsAdapt,robert-large,2,4,0.6538461538461539
1014,EventsAdapt,robert-large,2,5,0.6089743589743589
1015,EventsAdapt,robert-large,2,6,0.6153846153846154
1016,EventsAdapt,robert-large,2,7,0.5705128205128205
1017,EventsAdapt,robert-large,2,8,0.6153846153846154
1018,EventsAdapt,robert-large,2,9,0.6730769230769231
1019,EventsAdapt,robert-large,2,10,0.532051282051282
1020,EventsAdapt,robert-large,3,1,0.532051282051282
1021,EventsAdapt,robert-large,3,2,0.5384615384615384
1022,EventsAdapt,robert-large,3,3,0.6025641025641025
1023,EventsAdapt,robert-large,3,4,0.532051282051282
1024,EventsAdapt,robert-large,3,5,0.5641025641025641
1025,EventsAdapt,robert-large,3,6,0.5576923076923077
1026,EventsAdapt,robert-large,3,7,0.6025641025641025
1027,EventsAdapt,robert-large,3,8,0.6410256410256411
1028,EventsAdapt,robert-large,3,9,0.6217948717948718
1029,EventsAdapt,robert-large,3,10,0.5705128205128205
1030,EventsAdapt,robert-large,4,1,0.5576923076923077
1031,EventsAdapt,robert-large,4,2,0.5448717948717948
1032,EventsAdapt,robert-large,4,3,0.5576923076923077
1033,EventsAdapt,robert-large,4,4,0.5448717948717948
1034,EventsAdapt,robert-large,4,5,0.6025641025641025
1035,EventsAdapt,robert-large,4,6,0.6153846153846154
1036,EventsAdapt,robert-large,4,7,0.5128205128205128
1037,EventsAdapt,robert-large,4,8,0.5961538461538461
1038,EventsAdapt,robert-large,4,9,0.5256410256410257
1039,EventsAdapt,robert-large,4,10,0.5897435897435898
