,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.5,0.5,0.5833333333333334,0.5,0.6666666666666666,0.4166666666666667,0.5,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.75,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.8333333333333334,0.5833333333333334,0.5833333333333334,0.75,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.9166666666666666
1,0.5,0.5,0.5,0.3333333333333333,0.5833333333333334,0.5,0.5833333333333334,0.5,0.5,0.5,0.5,0.5833333333333334,0.5,0.5,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.9166666666666666
2,0.5,0.5,0.5,0.5,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5,0.5833333333333334,0.5,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.75,0.5,0.6666666666666666
3,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5833333333333334,0.75,0.5833333333333334,0.75,0.9166666666666666,1.0,0.8333333333333334,0.6666666666666666
4,0.5,0.5,0.4166666666666667,0.5,0.5,0.5,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.5833333333333334,0.5,0.4166666666666667,0.6666666666666666,0.75,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,0.75,0.9166666666666666,0.8333333333333334
5,0.5,0.5,0.5,0.5,0.5833333333333334,0.6666666666666666,0.5,0.4166666666666667,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,0.9166666666666666,0.6666666666666666
6,0.5,0.5833333333333334,0.5,0.5833333333333334,0.3333333333333333,0.5,0.5833333333333334,0.75,0.5833333333333334,0.5,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.6666666666666666,0.75,0.8333333333333334,0.8333333333333334
7,0.5,0.5,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5,0.5,0.6666666666666666,0.5,0.5,0.5833333333333334,0.5833333333333334,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5833333333333334,0.6666666666666666,0.75,0.8333333333333334,1.0,0.75,0.6666666666666666
8,0.5,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.75,0.5,0.5,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.75,0.75,0.5833333333333334,0.75,0.8333333333333334,0.9166666666666666,0.9166666666666666
9,0.5,0.5,0.5,0.5,0.5,0.4166666666666667,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.75,0.6666666666666666
