Item,Plausibility,Voice,m,stdev
144,implausible,active,4,1.632993161855452
144,implausible,passive,3.6,2.0976176963403033
144,plausible,active,6.461538461538462,0.9674179220468452
144,plausible,passive,6.571428571428571,1.6035674514745464
145,implausible,active,3.3076923076923075,2.0970064133034736
145,implausible,passive,3.4,2.1313979316066587
145,plausible,active,6.571428571428571,0.9376144618769908
145,plausible,passive,6.533333333333333,0.9154754164341269
146,implausible,active,3.4285714285714284,2.3109866595589295
146,implausible,passive,3.642857142857143,2.205138853368958
146,plausible,active,6.230769230769231,1.1657505560686467
146,plausible,passive,5.533333333333333,1.995232412766087
147,implausible,active,4.4,2.164651077128664
147,implausible,passive,5.428571428571429,1.696797241605749
147,plausible,active,5.538461538461538,1.941450686788302
147,plausible,passive,6.25,1.0645812948447542
148,implausible,active,4.2727272727272725,2.053821272209882
148,implausible,passive,4.785714285714286,1.9681530361296535
148,plausible,active,6.5,1.243163121016122
148,plausible,passive,7,0
149,implausible,active,4.266666666666667,2.282438128301359
149,implausible,passive,4.333333333333333,2.0150945537631877
149,plausible,active,6.181818181818182,1.1677484162422844
149,plausible,passive,6.285714285714286,1.2666473875533018
150,implausible,active,3.230769230769231,2.488434787634125
150,implausible,passive,2.642857142857143,2.2738358934473855
150,plausible,active,6.642857142857143,0.6333236937766509
150,plausible,passive,7,0
151,implausible,active,2.466666666666667,2.2949219304078006
151,implausible,passive,2.0714285714285716,1.8999710813299528
151,plausible,active,6.846153846153846,0.3755338080994054
151,plausible,passive,6.466666666666667,1.1254628677422756
152,implausible,active,4.142857142857143,2.4449993820085063
152,implausible,passive,4,2.581988897471611
152,plausible,active,6.454545454545454,0.6875516509523286
152,plausible,passive,5.642857142857143,1.7368026705655184
153,implausible,active,4.533333333333333,2.133630931623591
153,implausible,passive,4.923076923076923,2.100061049173669
153,plausible,active,6.266666666666667,1.0997835284835873
153,plausible,passive,6.266666666666667,0.9611501047232549
154,implausible,active,2.7333333333333334,1.7511900715418263
154,implausible,passive,3.5384615384615383,2.1453587351685734
154,plausible,active,6.071428571428571,2.1649048909393658
154,plausible,passive,6.142857142857143,1.167320591199077
155,implausible,active,2.933333333333333,1.709915063331955
155,implausible,passive,2.6,1.992844341996778
155,plausible,active,5.5,1.6733200530681511
155,plausible,passive,5.923076923076923,1.6563785025137654
156,implausible,active,4.8,1.4735767952260144
156,implausible,passive,4.2727272727272725,2.0045403009622476
156,plausible,active,6.785714285714286,0.5789342235218394
156,plausible,passive,6.384615384615385,1.0439078454267836
157,implausible,active,5.142857142857143,1.4064216928154862
157,implausible,passive,5.2,1.6193277068654826
157,plausible,active,6.4,1.2983506020002016
157,plausible,passive,5.833333333333333,1.8989630344113089
158,implausible,active,4.857142857142857,1.6574838603294897
158,implausible,passive,4.928571428571429,2.05554730553075
158,plausible,active,6.153846153846154,1.1435437497937313
158,plausible,passive,6.214285714285714,1.625686668105863
159,implausible,active,4.066666666666666,2.374467358818655
159,implausible,passive,4.538461538461538,2.3315011121372935
159,plausible,active,4.666666666666667,2.410295378065479
159,plausible,passive,3.7142857142857144,2.2677868380553634
160,implausible,active,4.846153846153846,1.908147174886057
160,implausible,passive,6.357142857142857,1.3926810257774174
160,plausible,active,5.642857142857143,1.3926810257774174
160,plausible,passive,6.545454545454546,0.8201995322647244
161,implausible,active,3.769230769230769,2.1661735138967266
161,implausible,passive,4.6875,2.1203380233664
161,plausible,active,5.466666666666667,1.505545305418162
161,plausible,passive,6.533333333333333,1.0600988273786194
162,implausible,active,2.142857142857143,1.8752289237539816
162,implausible,passive,2,1.7097008285302207
162,plausible,active,6.666666666666667,0.7237468644557459
162,plausible,passive,6.538461538461538,0.9674179220468452
163,implausible,active,4,2
163,implausible,passive,5.2,1.820517979665599
163,plausible,active,5.846153846153846,1.6756169931378433
163,plausible,passive,5.25,1.879716290649558
164,implausible,active,4.846153846153846,1.9935794376846323
164,implausible,passive,5.214285714285714,1.05090228108783
164,plausible,active,5.923076923076923,1.7541160386140584
164,plausible,passive,6.066666666666666,1.3870146083619754
165,implausible,active,5.230769230769231,1.739436985245808
165,implausible,passive,4.928571428571429,1.8590438284354558
165,plausible,active,6.428571428571429,0.7559289460184544
165,plausible,passive,6.142857142857143,1.3506205330054124
166,implausible,active,5.4,1.804755622554715
166,implausible,passive,5.076923076923077,1.84668795692624
166,plausible,active,6.571428571428571,0.646206172658864
166,plausible,passive,6.266666666666667,1.162919151265879
167,implausible,active,2.8333333333333335,1.9462473604038075
167,implausible,passive,2.533333333333333,1.9223002094465098
167,plausible,active,5.214285714285714,1.625686668105863
167,plausible,passive,5.909090909090909,1.513574937328539
168,implausible,active,2.7857142857142856,1.5776599725577718
168,implausible,passive,2.5384615384615383,2.0254787341673333
168,plausible,active,6.285714285714286,1.7288756430151329
168,plausible,passive,6.769230769230769,0.5991446895152781
169,implausible,active,5.545454545454546,1.2135597524338357
169,implausible,passive,5.928571428571429,1.5915297775935682
169,plausible,active,6.416666666666667,0.90033663737852
169,plausible,passive,6.933333333333334,0.2581988897471611
170,implausible,active,6,1.1094003924504583
170,implausible,passive,4.923076923076923,2.215909838025097
170,plausible,active,6.733333333333333,0.5936168397046637
170,plausible,passive,6.076923076923077,1.6052797503622467
171,implausible,active,4.071428571428571,1.7743595036946849
171,implausible,passive,4.333333333333333,2.554174920362645
171,plausible,active,5.8,1.780850519113991
171,plausible,passive,6.538461538461538,0.6602252917735247
172,implausible,active,4.769230769230769,2.006400016357911
172,implausible,passive,3.8,2.0770858707058104
172,plausible,active,5.333333333333333,1.4474937289114918
172,plausible,passive,6.214285714285714,1.1883130530663677
173,implausible,active,5.6,1.992844341996778
173,implausible,passive,5.384615384615385,1.6092680291808414
173,plausible,active,6.6,0.9102589898327995
173,plausible,passive,6.466666666666667,0.9154754164341269
174,implausible,active,4.357142857142857,2.4994504890580944
174,implausible,passive,4.285714285714286,2.3996336716761077
174,plausible,active,6.642857142857143,0.6333236937766509
174,plausible,passive,5.923076923076923,1.6052797503622467
175,implausible,active,5.6,1.4540583599999397
175,implausible,passive,4.583333333333333,1.781640374554423
175,plausible,active,5.090909090909091,1.2210278829367867
175,plausible,passive,4.571428571428571,1.8277470669267508
176,implausible,active,4.357142857142857,2.134231724753677
176,implausible,passive,4.733333333333333,1.869555587629877
176,plausible,active,5.538461538461538,1.5063966175050876
176,plausible,passive,5.2,1.52127765851133
177,implausible,active,4.8,1.5675276256394517
177,implausible,passive,3.8666666666666667,1.8464895909600492
177,plausible,active,5.25,1.9148542155126762
177,plausible,passive,5.923076923076923,1.255755978254962
178,implausible,active,5.363636363636363,1.747725795010606
178,implausible,passive,4.785714285714286,2.0821058655036815
178,plausible,active,6.153846153846154,1.3445044840729643
178,plausible,passive,5.285714285714286,2.163635524139563
179,implausible,active,4.142857142857143,2.14322341192107
179,implausible,passive,3.0714285714285716,1.5915297775935682
179,plausible,active,4.923076923076923,2.100061049173669
179,plausible,passive,5.142857142857143,2.10702644491246
180,implausible,active,3.8666666666666667,1.7265434778633235
180,implausible,passive,4.3076923076923075,2.1363760352762253
180,plausible,active,5.285714285714286,1.7728105208558367
180,plausible,passive,5.4,1.6388149028228556
181,implausible,active,5.5,1.6525039276108335
181,implausible,passive,5.181818181818182,1.7215215257545762
181,plausible,active,6.8,0.560611910581388
181,plausible,passive,5.916666666666667,1.729862492345632
182,implausible,active,6.714285714285714,0.6112498455021266
182,implausible,passive,4.923076923076923,2.139374459257443
182,plausible,active,6.545454545454546,0.8201995322647244
182,plausible,passive,5.714285714285714,1.6374732612530445
183,plausible0,active,5.8,1.424279266355945
183,plausible0,passive,6.133333333333334,1.4074631010979937
183,plausible1,active,5.5625,1.672074559741082
183,plausible1,passive,6.153846153846154,0.9870962335856491
184,plausible0,active,5.714285714285714,1.8575654633281302
184,plausible0,passive,6.071428571428571,1.6391501416322993
184,plausible1,active,5.6923076923076925,1.4366984945013914
184,plausible1,passive,6.285714285714286,1.1387288073563857
185,plausible0,active,6.538461538461538,1.126601424298216
185,plausible0,passive,6.9375,0.25
185,plausible1,active,6.533333333333333,0.8338093878327919
185,plausible1,passive,6.214285714285714,1.3688047244316384
186,plausible0,active,6.785714285714286,0.4258153136263201
186,plausible0,passive,6.461538461538462,0.8770580193070292
186,plausible1,active,6.714285714285714,0.6112498455021266
186,plausible1,passive,6.285714285714286,1.4373357526806554
187,plausible0,active,4.785714285714286,2.0448272986535274
187,plausible0,passive,5.3,1.5670212364724212
187,plausible1,active,6,1.5583874449479591
187,plausible1,passive,5.333333333333333,1.3706888336846839
188,plausible0,active,5.357142857142857,2.0232168923292906
188,plausible0,passive,5.642857142857143,1.549547966698321
188,plausible1,active,5.642857142857143,1.2774459408789602
188,plausible1,passive,5.846153846153846,1.214231845389905
189,plausible0,active,5.714285714285714,1.5406577730392865
189,plausible0,passive,5,1.7795130420052185
189,plausible1,active,5.5,1.6052797503622467
189,plausible1,passive,5.857142857142857,1.167320591199077
190,plausible0,active,6.384615384615385,0.7679476477883045
190,plausible0,passive,5.923076923076923,1.4411533842457842
190,plausible1,active,6,1.4832396974191326
190,plausible1,passive,5.466666666666667,1.505545305418162
191,plausible0,active,5.785714285714286,1.625686668105863
191,plausible0,passive,5.571428571428571,1.2838814775327387
191,plausible1,active,4.571428571428571,1.9889806323953876
191,plausible1,passive,5.3076923076923075,1.6012815380508714
192,plausible0,active,6.5,1.4005493427717788
192,plausible0,passive,5.428571428571429,1.5045717874984443
192,plausible1,active,6.583333333333333,0.90033663737852
192,plausible1,passive,5.666666666666667,1.3972762620115438
193,plausible0,active,5.933333333333334,1.6676187756655838
193,plausible0,passive,5.642857142857143,1.6458405781822274
193,plausible1,active,4.615384615384615,2.063106942552968
193,plausible1,passive,5.6,1.6818357317441643
194,plausible0,active,4.3076923076923075,1.8432134703923735
194,plausible0,passive,4.714285714285714,1.8575654633281302
194,plausible1,active,4.857142857142857,2.0701966780270626
194,plausible1,passive,4.846153846153846,1.863963243832607
195,plausible0,active,4.066666666666666,1.98086080374405
195,plausible0,passive,5.076923076923077,1.6563785025137654
195,plausible1,active,4.533333333333333,2.2949219304078006
195,plausible1,passive,4.714285714285714,2.2677868380553634
196,plausible0,active,4.933333333333334,1.8309508328682538
196,plausible0,passive,4.3076923076923075,1.8878830906871762
196,plausible1,active,2.7857142857142856,1.8883680959850138
196,plausible1,passive,4.214285714285714,2.0821058655036815
197,plausible0,active,5.4,1.8439088914585775
197,plausible0,passive,5.4,1.5023790657297036
197,plausible1,active,4.230769230769231,1.9644272343292228
197,plausible1,passive,4.8125,1.8697147732564272
198,plausible0,active,5.285714285714286,1.5898026693500447
198,plausible0,passive,4.785714285714286,2.1547290184283368
198,plausible1,active,5.4,1.1832159566199232
198,plausible1,passive,5,1.7320508075688772
199,plausible0,active,5.5,1.8292495308606331
199,plausible0,passive,5.333333333333333,2.0586634591635513
199,plausible1,active,5.666666666666667,1.4474937289114918
199,plausible1,passive,6.083333333333333,1.2401124093721456
200,plausible0,active,5.6923076923076925,1.6012815380508714
200,plausible0,passive,5.133333333333334,2.0998866182543785
200,plausible1,active,5.466666666666667,1.1872336794093274
200,plausible1,passive,4.857142857142857,1.9158104473902606
201,plausible0,active,5.545454545454546,1.3684762594679065
201,plausible0,passive,6.266666666666667,1.2798809468443688
201,plausible1,active,5.571428571428571,0.9376144618769908
201,plausible1,passive,5.7272727272727275,1.4206272622267313
202,plausible0,active,5.214285714285714,1.5776599725577718
202,plausible0,passive,5.142857142857143,1.7913099142223294
202,plausible1,active,5.3076923076923075,1.6525039276108335
202,plausible1,passive,5,1.5191090506254998
203,plausible0,active,5.2727272727272725,1.4893561757289013
203,plausible0,passive,5.142857142857143,1.4600918230947435
203,plausible1,active,5.583333333333333,1.781640374554423
203,plausible1,passive,6.2,1.1464230084422218
204,plausible0,active,5.5,2.2101165997782526
204,plausible0,passive,4.384615384615385,2.2560460078960247
204,plausible1,active,4.642857142857143,1.9848325973644325
204,plausible1,passive,4.5,2.139374459257443
205,plausible0,active,5.916666666666667,1.8319554050414562
205,plausible0,passive,5.666666666666667,1.5430334996209192
205,plausible1,active,6.461538461538462,1.1982893790305562
205,plausible1,passive,5.133333333333334,1.5522640914238175
206,plausible0,active,5.5,1.1602387022306428
206,plausible0,passive,6,1.7888543819998317
206,plausible1,active,6.285714285714286,1.6374732612530445
206,plausible1,passive,4.6923076923076925,2.1750331562459526
207,plausible0,active,5,1.8257418583505538
207,plausible0,passive,4.6923076923076925,1.8878830906871762
207,plausible1,active,4.933333333333334,1.9073791542572855
207,plausible1,passive,4.866666666666666,1.6846647257229665
208,plausible0,active,5.714285714285714,1.7288756430151329
208,plausible0,passive,6.571428571428571,0.7559289460184544
208,plausible1,active,4.714285714285714,1.977899874131123
208,plausible1,passive,4.153846153846154,1.863963243832607
209,plausible0,active,5.666666666666667,1.7182493859684491
209,plausible0,passive,4.833333333333333,1.8504708655481243
209,plausible1,active,5.7272727272727275,1.618079669911781
209,plausible1,passive,5.285714285714286,1.6374732612530445
210,plausible0,active,4.642857142857143,1.549547966698321
210,plausible0,passive,5.357142857142857,1.4468609447374663
210,plausible1,active,5.615384615384615,2.063106942552968
210,plausible1,passive,5.666666666666667,1.3451854182690985
211,plausible0,active,5.3076923076923075,1.3155870289605438
211,plausible0,passive,5.642857142857143,1.6458405781822274
211,plausible1,active,5.428571428571429,1.9499225118444583
211,plausible1,passive,6,0.9607689228305228
212,plausible0,active,5.923076923076923,1.5525000516123695
212,plausible0,passive,6.714285714285714,0.6112498455021266
212,plausible1,active,6,1
212,plausible1,passive,5.909090909090909,1.8140862964338524
213,plausible0,active,6,1.2909944487358056
213,plausible0,passive,4.7272727272727275,1.4893561757289013
213,plausible1,active,6.666666666666667,0.816496580927726
213,plausible1,passive,5.166666666666667,1.8989630344113089
214,plausible0,active,6.4,0.9856107606091623
214,plausible0,passive,5.923076923076923,1.3821202589704018
214,plausible1,active,5.285714285714286,1.8156825980064073
214,plausible1,passive,5.333333333333333,1.3972762620115438
215,plausible0,active,4.733333333333333,1.8309508328682538
215,plausible0,passive,4.785714285714286,1.625686668105863
215,plausible1,active,4.6923076923076925,1.931519927613803
215,plausible1,passive,5.266666666666667,1.4375905768565218
216,plausible0,active,5.454545454545454,1.694912172570388
216,plausible0,passive,4.785714285714286,1.3114039117603011
216,plausible1,active,5.384615384615385,2.2188007849009166
216,plausible1,passive,5.357142857142857,2.169974932756415
217,plausible0,active,5.933333333333334,1.2227992865708155
217,plausible0,passive,6.230769230769231,1.0127393670836666
217,plausible1,active,5.866666666666666,1.4573295865416045
217,plausible1,passive,6.5,0.6504436355879909
218,plausible0,active,5.733333333333333,1.3345232785352157
218,plausible0,passive,5.928571428571429,0.9972489631508746
218,plausible1,active,6.4,0.828078671210825
218,plausible1,passive,6.153846153846154,1.4632243987255136
219,plausible0,active,5.75,1.3568010505999362
219,plausible0,passive,6,1.1338934190276817
219,plausible1,active,4.785714285714286,0.8925823753039809
219,plausible1,passive,5.545454545454546,1.6348477827391983
220,plausible0,active,6.153846153846154,1.0681880176381127
220,plausible0,passive,5.466666666666667,1.7674302033770737
220,plausible1,active,5.928571428571429,0.9972489631508746
220,plausible1,passive,5.714285714285714,1.4373357526806554
221,plausible0,active,6.333333333333333,0.9759000729485332
221,plausible0,passive,6.333333333333333,0.816496580927726
221,plausible1,active,6.375,1.2583057392117916
221,plausible1,passive,5.615384615384615,1.7097008285302207
222,plausible0,active,6,1.2403473458920846
222,plausible0,passive,5.230769230769231,1.8776690404970269
222,plausible1,active,5.909090909090909,1.7002673586554236
222,plausible1,passive,5.142857142857143,1.3506205330054124
223,plausible0,active,6.2727272727272725,1.1037127426019047
223,plausible0,passive,6.571428571428571,1.1578684470436789
223,plausible1,active,5.166666666666667,1.9462473604038075
223,plausible1,passive,6.266666666666667,1.162919151265879
224,plausible0,active,6.071428571428571,1.439245834257849
224,plausible0,passive,6,0.9258200997725514
224,plausible1,active,5.769230769230769,1.786703022974913
224,plausible1,passive,5.933333333333334,1.3345232785352157
225,plausible0,active,5.5,1.786703022974913
225,plausible0,passive,5.214285714285714,2.22498302253061
225,plausible1,active,5.153846153846154,1.6756169931378433
225,plausible1,passive,5.285714285714286,1.7288756430151329
226,plausible0,active,5.461538461538462,1.3913653136029502
226,plausible0,passive,5.2,1.740279123753264
226,plausible1,active,5.071428571428571,1.8171950369175571
226,plausible1,passive,5.642857142857143,1.4468609447374663
227,plausible0,active,6.533333333333333,0.9154754164341269
227,plausible0,passive,5.666666666666667,1.3706888336846839
227,plausible1,active,5.818181818181818,1.2504544628399563
227,plausible1,passive,5.785714285714286,0.8925823753039809
228,plausible0,active,6.4,1.3522468075656264
228,plausible0,passive,6,1.2909944487358056
228,plausible1,active,5.642857142857143,1.6919330254585618
228,plausible1,passive,6.266666666666667,0.8837151016885368
229,plausible0,active,6,1.1094003924504583
229,plausible0,passive,5.363636363636363,1.5666989036012806
229,plausible1,active,6.066666666666666,1.791514389985135
229,plausible1,passive,5.75,1.1381803659589922
230,plausible0,active,5.076923076923077,1.8912755158683456
230,plausible0,passive,6.285714285714286,1.0690449676496976
230,plausible1,active,5.384615384615385,2.1809195896250406
230,plausible1,passive,6.357142857142857,1.15072838853303
231,plausible0,active,6.25,1.2154310870109943
231,plausible0,passive,6.866666666666666,0.5163977794943222
231,plausible1,active,5.769230769230769,1.6908501882113505
231,plausible1,passive,5.090909090909091,1.9725387425622574
232,plausible0,active,5.714285714285714,1.6374732612530445
232,plausible0,passive,5.928571428571429,1.1411388181101378
232,plausible1,active,5.384615384615385,1.8501559185854912
232,plausible1,passive,5.5,1.786703022974913
233,plausible0,active,4,1.9611613513818404
233,plausible0,passive,5.466666666666667,1.7674302033770737
233,plausible1,active,5.4,1.4040757000349275
233,plausible1,passive,5.230769230769231,2.006400016357911
234,plausible0,active,3.5,2.0662116951635836
234,plausible0,passive,4.142857142857143,1.9944979263017493
234,plausible1,active,5.3076923076923075,1.2506408613597126
234,plausible1,passive,5.533333333333333,1.5976172734359604
235,plausible0,active,5,1.7974340685458343
235,plausible0,passive,4.615384615384615,1.6602440351979153
235,plausible1,active,5.714285714285714,1.3827826698682306
235,plausible1,passive,5.714285714285714,1.4373357526806554
236,plausible0,active,4.733333333333333,1.9073791542572855
236,plausible0,passive,5.384615384615385,1.5021352323976216
236,plausible1,active,5.714285714285714,1.7288756430151329
236,plausible1,passive,5.142857142857143,1.5118578920369088
237,plausible0,active,5.615384615384615,1.8946618668626838
237,plausible0,passive,5.6875,1.7017148213885114
237,plausible1,active,5.4,1.6388149028228556
237,plausible1,passive,4.533333333333333,1.9591057240729093
238,plausible0,active,5.928571428571429,1.7304639535412156
238,plausible0,passive,4.916666666666667,2.0207259421636903
238,plausible1,active,5.785714285714286,1.3688047244316384
238,plausible1,passive,5.428571428571429,1.8277470669267508
239,plausible0,active,4.615384615384615,1.8946618668626838
239,plausible0,passive,4.933333333333334,1.9444671200491874
239,plausible1,active,5.214285714285714,1.3114039117603011
239,plausible1,passive,5.8,1.820517979665599
240,plausible0,active,5.533333333333333,1.4573295865416045
240,plausible0,passive,5,2.0380986614602725
240,plausible1,active,5.333333333333333,1.9518001458970664
240,plausible1,passive,4.615384615384615,1.6602440351979153
241,plausible0,active,6.142857142857143,1.027105182026191
241,plausible0,passive,5.5,1.286019499792345
241,plausible1,active,6,1.7097008285302207
241,plausible1,passive,5.076923076923077,1.8912755158683456
242,plausible0,active,4.769230769230769,1.589226549501683
242,plausible0,passive,5.066666666666666,1.8309508328682538
242,plausible1,active,5.142857142857143,1.561909228976012
242,plausible1,passive,4.857142857142857,1.561909228976012
243,plausible0,active,5.8,1.740279123753264
243,plausible0,passive,5.928571428571429,1.439245834257849
243,plausible1,active,6.230769230769231,1.1657505560686467
243,plausible1,passive,5.866666666666666,1.245945806357946
244,plausible0,active,5.285714285714286,1.8575654633281302
244,plausible0,passive,6.1,1.911950719959998
244,plausible1,active,5.357142857142857,1.9057460827371866
244,plausible1,passive,5.3076923076923075,1.931519927613803
245,plausible0,active,5.769230769230769,1.832750490103429
245,plausible0,passive,6.285714285714286,1.3259870882635918
245,plausible1,active,6.357142857142857,0.8418973861410954
245,plausible1,passive,5.857142857142857,1.5118578920369088
246,plausible0,active,5.357142857142857,1.8232322463624386
246,plausible0,passive,5.642857142857143,1.6458405781822274
246,plausible1,active,6,1.4142135623730951
246,plausible1,passive,5.230769230769231,2.2043081361221617
247,plausible0,active,5.857142857142857,1.2314558524297639
247,plausible0,passive,5.857142857142857,1.167320591199077
247,plausible1,active,4.923076923076923,1.9774368283857793
247,plausible1,passive,5.785714285714286,1.3688047244316384
248,plausible0,active,6.571428571428571,0.7559289460184544
248,plausible0,passive,5.866666666666666,1.3557637102737474
248,plausible1,active,6.076923076923077,1.255755978254962
248,plausible1,passive,5.733333333333333,1.624221425205085
249,plausible0,active,4.933333333333334,2.250925735484551
249,plausible0,passive,4.384615384615385,2.433737233777904
249,plausible1,active,4.8,1.9712215212183246
249,plausible1,passive,3.142857142857143,2.3157368940873577
250,plausible0,active,3.769230769230769,2.9764029228204905
250,plausible0,passive,2.857142857142857,2.476260917566671
250,plausible1,active,3.466666666666667,2.4746332099544617
250,plausible1,passive,3.909090909090909,2.5477262590217755
251,plausible0,active,6.1,0.7378647873726218
251,plausible0,passive,4.785714285714286,1.1217137594956024
251,plausible1,active,5.833333333333333,1.3371158468430429
251,plausible1,passive,5.866666666666666,1.7265434778633235
252,plausible0,active,6.466666666666667,0.9154754164341269
252,plausible0,passive,5.538461538461538,1.3913653136029502
252,plausible1,active,5.857142857142857,1.0994504121565505
252,plausible1,passive,5.928571428571429,1.3847680013570567
253,plausible0,active,6.266666666666667,1.3345232785352157
253,plausible0,passive,5.833333333333333,1.6422453217986943
253,plausible1,active,5.7272727272727275,1.618079669911781
253,plausible1,passive,6.642857142857143,0.6333236937766509
254,plausible0,active,5.214285714285714,1.9681530361296535
254,plausible0,passive,5.428571428571429,1.8277470669267508
254,plausible1,active,5.533333333333333,1.9223002094465098
254,plausible1,passive,6.076923076923077,1.1151635501529555
255,plausible0,active,6.214285714285714,0.8925823753039809
255,plausible0,passive,5.090909090909091,1.9725387425622574
255,plausible1,active,6.666666666666667,1.0465362369445672
255,plausible1,passive,6.5,0.9045340337332909
256,plausible0,active,5.333333333333333,1.3972762620115438
256,plausible0,passive,4.785714285714286,2.0821058655036815
256,plausible1,active,6.466666666666667,1.5522640914238175
256,plausible1,passive,5.846153846153846,1.908147174886057
257,plausible0,active,6.142857142857143,1.6104057232283402
257,plausible0,passive,6.153846153846154,1.5191090506254998
257,plausible1,active,6.357142857142857,1.0082080720186268
257,plausible1,passive,6.428571428571429,0.8516306272526402
258,plausible0,active,6.090909090909091,0.9438798074485389
258,plausible0,passive,5.857142857142857,1.167320591199077
258,plausible1,active,6.230769230769231,1.4806443503784736
258,plausible1,passive,6.785714285714286,0.4258153136263201
259,plausible0,active,6.8,0.4140393356054125
259,plausible0,passive,5.733333333333333,1.709915063331955
259,plausible1,active,5.153846153846154,1.7246329970051526
259,plausible1,passive,4.75,1.7320508075688772
260,plausible0,active,6,1.5275252316519468
260,plausible0,passive,5.533333333333333,1.8073922282301278
260,plausible1,active,5.5,1.6984155512168937
260,plausible1,passive,5.928571428571429,1.4917354742965407
261,plausible0,active,5.454545454545454,1.916436086262016
261,plausible0,passive,6.666666666666667,0.816496580927726
261,plausible1,active,5.642857142857143,1.15072838853303
261,plausible1,passive,5.9,1.449137674618944
262,plausible0,active,5.857142857142857,1.5118578920369088
262,plausible0,passive,5.466666666666667,1.7674302033770737
262,plausible1,active,5.3076923076923075,1.4935759876113537
262,plausible1,passive,5.333333333333333,2.0930724738891344
263,plausible0,active,6.5,1.0954451150103321
263,plausible0,passive,6.230769230769231,1.1657505560686467
263,plausible1,active,5.6,1.8439088914585775
263,plausible1,passive,6.133333333333334,1.0600988273786194
264,plausible0,active,3.769230769230769,1.8776690404970269
264,plausible0,passive,4.285714285714286,2.198900824313101
264,plausible1,active,5.214285714285714,1.9681530361296535
264,plausible1,passive,5.928571428571429,1.6391501416322993
265,plausible0,active,5.4,1.5491933384829668
265,plausible0,passive,5.6,1.1832159566199232
265,plausible1,active,5.3125,1.4930394055974097
265,plausible1,passive,5.846153846153846,1.573009527739414
266,plausible0,active,5.5,1.6525039276108335
266,plausible0,passive,5.071428571428571,2.1290765681316004
266,plausible1,active,5,1.8257418583505538
266,plausible1,passive,5.428571428571429,1.554857684028483
267,plausible0,active,5.714285714285714,1.5898026693500447
267,plausible0,passive,6.285714285714286,0.9944903161976938
267,plausible1,active,6.357142857142857,1.0082080720186268
267,plausible1,passive,6.230769230769231,1.1657505560686467
268,plausible0,active,6.076923076923077,1.1875421719907089
268,plausible0,passive,6.066666666666666,1.2798809468443688
268,plausible1,active,5.5,1.6984155512168937
268,plausible1,passive,6.857142857142857,0.36313651960128146
269,plausible0,active,4.909090909090909,2.165850662190053
269,plausible0,passive,5.928571428571429,0.9972489631508746
269,plausible1,active,6.333333333333333,1.497472618255253
269,plausible1,passive,4.6,2.3543273227945902
270,plausible0,active,6.571428571428571,0.7559289460184544
270,plausible0,passive,5.769230769230769,1.832750490103429
270,plausible1,active,6.214285714285714,1.6723346844167577
270,plausible1,passive,5.285714285714286,2.1277858274442303
271,plausible0,active,5.5,1.6052797503622467
271,plausible0,passive,5.8,1.740279123753264
271,plausible1,active,5,1.7728105208558367
271,plausible1,passive,4.769230769230769,2.0475125621855637
272,plausible0,active,4.285714285714286,2.4314785444432596
272,plausible0,passive,4.071428571428571,1.8999710813299528
272,plausible1,active,4.230769230769231,2.006400016357911
272,plausible1,passive,5,1.9215378456610457
273,plausible0,active,5.153846153846154,2.154303980645638
273,plausible0,passive,5.571428571428571,1.7851647506079618
273,plausible1,active,6.071428571428571,0.9168747682531899
273,plausible1,passive,5.928571428571429,1.328057326976612
274,plausible0,active,4.466666666666667,1.5522640914238175
274,plausible0,passive,5.076923076923077,1.255755978254962
274,plausible1,active,4.071428571428571,2.3026501693044477
274,plausible1,passive,4.714285714285714,1.8575654633281302
275,plausible0,active,5.866666666666666,1.245945806357946
275,plausible0,passive,4.416666666666667,1.9752253419585197
275,plausible1,active,5.2,1.4757295747452437
275,plausible1,passive,4.076923076923077,1.5525000516123695
276,plausible0,active,5.357142857142857,2.0608863984346026
276,plausible0,passive,5.153846153846154,2.154303980645638
276,plausible1,active,4.818181818181818,1.5374122295716148
276,plausible1,passive,4.8,2.042407542932745
277,plausible0,active,5.285714285714286,1.977899874131123
277,plausible0,passive,6.181818181818182,1.3280197150781925
277,plausible1,active,7,0
277,plausible1,passive,6,1.2060453783110545
278,plausible0,active,5.6,1.804755622554715
278,plausible0,passive,6.230769230769231,1.2351684199496948
278,plausible1,active,5.928571428571429,1.6854255666327542
278,plausible1,passive,5.466666666666667,1.5522640914238175
279,implausible,active,2.3846153846153846,2.0223114472661203
279,implausible,passive,3.5,2.7103789119150568
279,plausible,active,6.214285714285714,1.3688047244316384
279,plausible,passive,6.285714285714286,0.9138735334633754
280,implausible,active,1.0909090909090908,0.30151134457776363
280,implausible,passive,2.4285714285714284,2.3766261061327354
280,plausible,active,6.153846153846154,1.3445044840729643
280,plausible,passive,6.5,1.6052797503622467
281,implausible,active,2.5,2.0286410760370144
281,implausible,passive,2.857142857142857,2.1788191176076888
281,plausible,active,6.153846153846154,1.5191090506254998
281,plausible,passive,5.714285714285714,1.8575654633281302
282,implausible,active,3.076923076923077,2.0599975105785306
282,implausible,passive,2,1.8516401995451028
282,plausible,active,5.571428571428571,1.5045717874984443
282,plausible,passive,5.615384615384615,1.4455945454184551
283,implausible,active,2.357142857142857,2.169974932756415
283,implausible,passive,1.9230769230769231,1.8009968749527978
283,plausible,active,5.428571428571429,2.10180456217566
