0,0.5,0.525,0.475,0.5375,0.5,0.5625,0.525,0.5384615384615384,0.5384615384615384,0.48717948717948717
1,0.6625,0.6125,0.625,0.6125,0.7125,0.775,0.65,0.6666666666666666,0.6153846153846154,0.6794871794871795
2,0.675,0.65,0.7625,0.625,0.6625,0.725,0.7,0.7051282051282052,0.6410256410256411,0.7692307692307693
3,0.725,0.7125,0.725,0.7125,0.775,0.6625,0.675,0.6794871794871795,0.6666666666666666,0.6410256410256411
4,0.7,0.6625,0.7375,0.625,0.7125,0.6875,0.7125,0.6666666666666666,0.6794871794871795,0.6923076923076923
5,0.7625,0.7375,0.7125,0.6375,0.6625,0.7,0.675,0.6666666666666666,0.7307692307692307,0.7564102564102564
6,0.7625,0.7625,0.8,0.7,0.75,0.775,0.725,0.7564102564102564,0.6538461538461539,0.717948717948718
7,0.725,0.775,0.7625,0.7875,0.725,0.725,0.75,0.782051282051282,0.6410256410256411,0.7051282051282052
8,0.775,0.725,0.7625,0.75,0.8,0.7625,0.65,0.7051282051282052,0.7564102564102564,0.8333333333333334
9,0.7,0.725,0.6875,0.7125,0.7,0.7875,0.75,0.7692307692307693,0.6923076923076923,0.782051282051282
10,0.725,0.7625,0.6625,0.7875,0.725,0.825,0.7125,0.717948717948718,0.7435897435897436,0.717948717948718
11,0.8125,0.825,0.7625,0.7875,0.625,0.7875,0.7625,0.6666666666666666,0.8205128205128205,0.782051282051282
12,0.775,0.7625,0.7625,0.7625,0.7875,0.8125,0.7875,0.7435897435897436,0.8076923076923077,0.8205128205128205
13,0.8375,0.8125,0.6875,0.775,0.7125,0.8125,0.85,0.782051282051282,0.7435897435897436,0.7435897435897436
14,0.75,0.8125,0.75,0.8125,0.8375,0.7875,0.775,0.8076923076923077,0.782051282051282,0.7435897435897436
15,0.7625,0.725,0.8125,0.8375,0.775,0.7875,0.8,0.7692307692307693,0.7692307692307693,0.8461538461538461
16,0.7125,0.6875,0.8,0.7875,0.85,0.8,0.775,0.7435897435897436,0.7435897435897436,0.8205128205128205
17,0.75,0.7,0.775,0.8375,0.675,0.775,0.8,0.8076923076923077,0.8076923076923077,0.782051282051282
18,0.725,0.775,0.8375,0.7875,0.75,0.775,0.7625,0.7692307692307693,0.7564102564102564,0.717948717948718
19,0.825,0.85,0.7625,0.8125,0.775,0.7375,0.825,0.8076923076923077,0.7692307692307693,0.7948717948717948
20,0.825,0.8375,0.7875,0.775,0.8,0.85,0.825,0.8846153846153846,0.8076923076923077,0.7564102564102564
21,0.675,0.8,0.8125,0.8375,0.8,0.75,0.775,0.7948717948717948,0.8461538461538461,0.7692307692307693
22,0.825,0.7625,0.85,0.75,0.75,0.85,0.7125,0.8333333333333334,0.8333333333333334,0.8205128205128205
23,0.8625,0.8,0.8375,0.8,0.7375,0.85,0.8125,0.8461538461538461,0.8076923076923077,0.7692307692307693
24,0.8375,0.7375,0.8125,0.8,0.775,0.8125,0.8375,0.7948717948717948,0.8076923076923077,0.8205128205128205
25,0.7625,0.725,0.8125,0.8125,0.7625,0.8125,0.8125,0.8589743589743589,0.7564102564102564,0.8076923076923077
26,0.7625,0.775,0.775,0.7375,0.7625,0.7125,0.7875,0.8589743589743589,0.7435897435897436,0.782051282051282
27,0.775,0.7625,0.75,0.75,0.825,0.725,0.8,0.8717948717948718,0.782051282051282,0.7692307692307693
28,0.7625,0.8125,0.7875,0.8,0.775,0.8,0.7875,0.7564102564102564,0.8076923076923077,0.782051282051282
29,0.7125,0.7,0.8,0.7875,0.7125,0.875,0.7375,0.8333333333333334,0.7307692307692307,0.7564102564102564
30,0.8,0.725,0.75,0.725,0.825,0.7875,0.85,0.717948717948718,0.8076923076923077,0.8076923076923077
