,Dataset,Model,VoiceType,TrialType,Layer,Iteration,Accuracy,Plot
3981,EventsAdapt,bert-large-cased,active-passive,normal,14,1,0.34615384615384615,BERT EventsAdapt a-p
3982,EventsAdapt,bert-large-cased,active-passive,normal,14,2,0.38461538461538464,BERT EventsAdapt a-p
3983,EventsAdapt,bert-large-cased,active-passive,normal,14,3,0.4807692307692308,BERT EventsAdapt a-p
3984,EventsAdapt,bert-large-cased,active-passive,normal,14,4,0.28846153846153844,BERT EventsAdapt a-p
3985,EventsAdapt,bert-large-cased,active-passive,normal,14,5,0.3076923076923077,BERT EventsAdapt a-p
3986,EventsAdapt,bert-large-cased,active-passive,normal,14,6,0.2692307692307692,BERT EventsAdapt a-p
3987,EventsAdapt,bert-large-cased,active-passive,normal,14,7,0.36538461538461536,BERT EventsAdapt a-p
3988,EventsAdapt,bert-large-cased,active-passive,normal,14,8,0.40384615384615385,BERT EventsAdapt a-p
3989,EventsAdapt,bert-large-cased,active-passive,normal,14,9,0.44,BERT EventsAdapt a-p
3990,EventsAdapt,bert-large-cased,active-passive,normal,15,0,0.34615384615384615,BERT EventsAdapt a-p
3991,EventsAdapt,bert-large-cased,active-passive,normal,15,1,0.2692307692307692,BERT EventsAdapt a-p
3992,EventsAdapt,bert-large-cased,active-passive,normal,15,2,0.40384615384615385,BERT EventsAdapt a-p
3993,EventsAdapt,bert-large-cased,active-passive,normal,15,3,0.34615384615384615,BERT EventsAdapt a-p
3994,EventsAdapt,bert-large-cased,active-passive,normal,15,4,0.3076923076923077,BERT EventsAdapt a-p
3995,EventsAdapt,bert-large-cased,active-passive,normal,15,5,0.36538461538461536,BERT EventsAdapt a-p
3996,EventsAdapt,bert-large-cased,active-passive,normal,15,6,0.3269230769230769,BERT EventsAdapt a-p
3997,EventsAdapt,bert-large-cased,active-passive,normal,15,7,0.3076923076923077,BERT EventsAdapt a-p
3998,EventsAdapt,bert-large-cased,active-passive,normal,15,8,0.4230769230769231,BERT EventsAdapt a-p
3999,EventsAdapt,bert-large-cased,active-passive,normal,15,9,0.34,BERT EventsAdapt a-p
4000,EventsAdapt,bert-large-cased,active-passive,normal,16,0,0.40384615384615385,BERT EventsAdapt a-p
4001,EventsAdapt,bert-large-cased,active-passive,normal,16,1,0.36538461538461536,BERT EventsAdapt a-p
4002,EventsAdapt,bert-large-cased,active-passive,normal,16,2,0.36538461538461536,BERT EventsAdapt a-p
4003,EventsAdapt,bert-large-cased,active-passive,normal,16,3,0.4423076923076923,BERT EventsAdapt a-p
4004,EventsAdapt,bert-large-cased,active-passive,normal,16,4,0.34615384615384615,BERT EventsAdapt a-p
4005,EventsAdapt,bert-large-cased,active-passive,normal,16,5,0.38461538461538464,BERT EventsAdapt a-p
4006,EventsAdapt,bert-large-cased,active-passive,normal,16,6,0.4423076923076923,BERT EventsAdapt a-p
4007,EventsAdapt,bert-large-cased,active-passive,normal,16,7,0.38461538461538464,BERT EventsAdapt a-p
4008,EventsAdapt,bert-large-cased,active-passive,normal,16,8,0.5,BERT EventsAdapt a-p
4009,EventsAdapt,bert-large-cased,active-passive,normal,16,9,0.44,BERT EventsAdapt a-p
4010,EventsAdapt,bert-large-cased,active-passive,normal,17,0,0.4230769230769231,BERT EventsAdapt a-p
4011,EventsAdapt,bert-large-cased,active-passive,normal,17,1,0.4423076923076923,BERT EventsAdapt a-p
4012,EventsAdapt,bert-large-cased,active-passive,normal,17,2,0.34615384615384615,BERT EventsAdapt a-p
4013,EventsAdapt,bert-large-cased,active-passive,normal,17,3,0.4423076923076923,BERT EventsAdapt a-p
4014,EventsAdapt,bert-large-cased,active-passive,normal,17,4,0.34615384615384615,BERT EventsAdapt a-p
4015,EventsAdapt,bert-large-cased,active-passive,normal,17,5,0.4230769230769231,BERT EventsAdapt a-p
4016,EventsAdapt,bert-large-cased,active-passive,normal,17,6,0.5192307692307693,BERT EventsAdapt a-p
4017,EventsAdapt,bert-large-cased,active-passive,normal,17,7,0.38461538461538464,BERT EventsAdapt a-p
4018,EventsAdapt,bert-large-cased,active-passive,normal,17,8,0.2692307692307692,BERT EventsAdapt a-p
4019,EventsAdapt,bert-large-cased,active-passive,normal,17,9,0.44,BERT EventsAdapt a-p
4020,EventsAdapt,bert-large-cased,active-passive,normal,18,0,0.38461538461538464,BERT EventsAdapt a-p
4021,EventsAdapt,bert-large-cased,active-passive,normal,18,1,0.38461538461538464,BERT EventsAdapt a-p
4022,EventsAdapt,bert-large-cased,active-passive,normal,18,2,0.4230769230769231,BERT EventsAdapt a-p
4023,EventsAdapt,bert-large-cased,active-passive,normal,18,3,0.4807692307692308,BERT EventsAdapt a-p
4024,EventsAdapt,bert-large-cased,active-passive,normal,18,4,0.4807692307692308,BERT EventsAdapt a-p
4025,EventsAdapt,bert-large-cased,active-passive,normal,18,5,0.4423076923076923,BERT EventsAdapt a-p
4026,EventsAdapt,bert-large-cased,active-passive,normal,18,6,0.4807692307692308,BERT EventsAdapt a-p
4027,EventsAdapt,bert-large-cased,active-passive,normal,18,7,0.4230769230769231,BERT EventsAdapt a-p
4028,EventsAdapt,bert-large-cased,active-passive,normal,18,8,0.46153846153846156,BERT EventsAdapt a-p
4029,EventsAdapt,bert-large-cased,active-passive,normal,18,9,0.48,BERT EventsAdapt a-p
4030,EventsAdapt,bert-large-cased,active-passive,normal,19,0,0.5961538461538461,BERT EventsAdapt a-p
4031,EventsAdapt,bert-large-cased,active-passive,normal,19,1,0.5961538461538461,BERT EventsAdapt a-p
4032,EventsAdapt,bert-large-cased,active-passive,normal,19,2,0.5,BERT EventsAdapt a-p
4033,EventsAdapt,bert-large-cased,active-passive,normal,19,3,0.5769230769230769,BERT EventsAdapt a-p
4034,EventsAdapt,bert-large-cased,active-passive,normal,19,4,0.5192307692307693,BERT EventsAdapt a-p
4035,EventsAdapt,bert-large-cased,active-passive,normal,19,5,0.4423076923076923,BERT EventsAdapt a-p
4036,EventsAdapt,bert-large-cased,active-passive,normal,19,6,0.5769230769230769,BERT EventsAdapt a-p
4037,EventsAdapt,bert-large-cased,active-passive,normal,19,7,0.46153846153846156,BERT EventsAdapt a-p
4038,EventsAdapt,bert-large-cased,active-passive,normal,19,8,0.46153846153846156,BERT EventsAdapt a-p
4039,EventsAdapt,bert-large-cased,active-passive,normal,19,9,0.52,BERT EventsAdapt a-p
4040,EventsAdapt,bert-large-cased,active-passive,normal,20,0,0.4230769230769231,BERT EventsAdapt a-p
4041,EventsAdapt,bert-large-cased,active-passive,normal,20,1,0.5576923076923077,BERT EventsAdapt a-p
4042,EventsAdapt,bert-large-cased,active-passive,normal,20,2,0.5576923076923077,BERT EventsAdapt a-p
4043,EventsAdapt,bert-large-cased,active-passive,normal,20,3,0.4423076923076923,BERT EventsAdapt a-p
4044,EventsAdapt,bert-large-cased,active-passive,normal,20,4,0.5,BERT EventsAdapt a-p
4045,EventsAdapt,bert-large-cased,active-passive,normal,20,5,0.4423076923076923,BERT EventsAdapt a-p
4046,EventsAdapt,bert-large-cased,active-passive,normal,20,6,0.5,BERT EventsAdapt a-p
4047,EventsAdapt,bert-large-cased,active-passive,normal,20,7,0.5192307692307693,BERT EventsAdapt a-p
4048,EventsAdapt,bert-large-cased,active-passive,normal,20,8,0.4807692307692308,BERT EventsAdapt a-p
4049,EventsAdapt,bert-large-cased,active-passive,normal,20,9,0.44,BERT EventsAdapt a-p
4050,EventsAdapt,bert-large-cased,active-passive,normal,21,0,0.4230769230769231,BERT EventsAdapt a-p
4051,EventsAdapt,bert-large-cased,active-passive,normal,21,1,0.5961538461538461,BERT EventsAdapt a-p
4052,EventsAdapt,bert-large-cased,active-passive,normal,21,2,0.5,BERT EventsAdapt a-p
4053,EventsAdapt,bert-large-cased,active-passive,normal,21,3,0.5576923076923077,BERT EventsAdapt a-p
4054,EventsAdapt,bert-large-cased,active-passive,normal,21,4,0.4230769230769231,BERT EventsAdapt a-p
4055,EventsAdapt,bert-large-cased,active-passive,normal,21,5,0.46153846153846156,BERT EventsAdapt a-p
4056,EventsAdapt,bert-large-cased,active-passive,normal,21,6,0.46153846153846156,BERT EventsAdapt a-p
4057,EventsAdapt,bert-large-cased,active-passive,normal,21,7,0.5,BERT EventsAdapt a-p
4058,EventsAdapt,bert-large-cased,active-passive,normal,21,8,0.46153846153846156,BERT EventsAdapt a-p
4059,EventsAdapt,bert-large-cased,active-passive,normal,21,9,0.56,BERT EventsAdapt a-p
4060,EventsAdapt,bert-large-cased,active-passive,normal,22,0,0.5769230769230769,BERT EventsAdapt a-p
4061,EventsAdapt,bert-large-cased,active-passive,normal,22,1,0.6538461538461539,BERT EventsAdapt a-p
4062,EventsAdapt,bert-large-cased,active-passive,normal,22,2,0.5576923076923077,BERT EventsAdapt a-p
4063,EventsAdapt,bert-large-cased,active-passive,normal,22,3,0.5769230769230769,BERT EventsAdapt a-p
4064,EventsAdapt,bert-large-cased,active-passive,normal,22,4,0.5576923076923077,BERT EventsAdapt a-p
4065,EventsAdapt,bert-large-cased,active-passive,normal,22,5,0.5961538461538461,BERT EventsAdapt a-p
4066,EventsAdapt,bert-large-cased,active-passive,normal,22,6,0.5,BERT EventsAdapt a-p
4067,EventsAdapt,bert-large-cased,active-passive,normal,22,7,0.5769230769230769,BERT EventsAdapt a-p
4068,EventsAdapt,bert-large-cased,active-passive,normal,22,8,0.6346153846153846,BERT EventsAdapt a-p
4069,EventsAdapt,bert-large-cased,active-passive,normal,22,9,0.62,BERT EventsAdapt a-p
4070,EventsAdapt,bert-large-cased,active-passive,normal,23,0,0.5384615384615384,BERT EventsAdapt a-p
4071,EventsAdapt,bert-large-cased,active-passive,normal,23,1,0.6538461538461539,BERT EventsAdapt a-p
4072,EventsAdapt,bert-large-cased,active-passive,normal,23,2,0.5961538461538461,BERT EventsAdapt a-p
4073,EventsAdapt,bert-large-cased,active-passive,normal,23,3,0.5576923076923077,BERT EventsAdapt a-p
4074,EventsAdapt,bert-large-cased,active-passive,normal,23,4,0.5769230769230769,BERT EventsAdapt a-p
4075,EventsAdapt,bert-large-cased,active-passive,normal,23,5,0.5384615384615384,BERT EventsAdapt a-p
4076,EventsAdapt,bert-large-cased,active-passive,normal,23,6,0.4807692307692308,BERT EventsAdapt a-p
4077,EventsAdapt,bert-large-cased,active-passive,normal,23,7,0.5961538461538461,BERT EventsAdapt a-p
4078,EventsAdapt,bert-large-cased,active-passive,normal,23,8,0.6153846153846154,BERT EventsAdapt a-p
4079,EventsAdapt,bert-large-cased,active-passive,normal,23,9,0.54,BERT EventsAdapt a-p
4080,EventsAdapt,roberta-large,active-active,normal,0,0,0.2692307692307692,RoBERTa EventsAdapt a-a
4081,EventsAdapt,roberta-large,active-active,normal,0,1,0.25,RoBERTa EventsAdapt a-a
4082,EventsAdapt,roberta-large,active-active,normal,0,2,0.23076923076923078,RoBERTa EventsAdapt a-a
4083,EventsAdapt,roberta-large,active-active,normal,0,3,0.21153846153846154,RoBERTa EventsAdapt a-a
4084,EventsAdapt,roberta-large,active-active,normal,0,4,0.3076923076923077,RoBERTa EventsAdapt a-a
4085,EventsAdapt,roberta-large,active-active,normal,0,5,0.34615384615384615,RoBERTa EventsAdapt a-a
4086,EventsAdapt,roberta-large,active-active,normal,0,6,0.2692307692307692,RoBERTa EventsAdapt a-a
4087,EventsAdapt,roberta-large,active-active,normal,0,7,0.38461538461538464,RoBERTa EventsAdapt a-a
4088,EventsAdapt,roberta-large,active-active,normal,0,8,0.3269230769230769,RoBERTa EventsAdapt a-a
4089,EventsAdapt,roberta-large,active-active,normal,0,9,0.26,RoBERTa EventsAdapt a-a
4090,EventsAdapt,roberta-large,active-active,normal,1,0,0.34615384615384615,RoBERTa EventsAdapt a-a
4091,EventsAdapt,roberta-large,active-active,normal,1,1,0.3269230769230769,RoBERTa EventsAdapt a-a
4092,EventsAdapt,roberta-large,active-active,normal,1,2,0.38461538461538464,RoBERTa EventsAdapt a-a
4093,EventsAdapt,roberta-large,active-active,normal,1,3,0.21153846153846154,RoBERTa EventsAdapt a-a
4094,EventsAdapt,roberta-large,active-active,normal,1,4,0.3076923076923077,RoBERTa EventsAdapt a-a
4095,EventsAdapt,roberta-large,active-active,normal,1,5,0.38461538461538464,RoBERTa EventsAdapt a-a
4096,EventsAdapt,roberta-large,active-active,normal,1,6,0.25,RoBERTa EventsAdapt a-a
4097,EventsAdapt,roberta-large,active-active,normal,1,7,0.25,RoBERTa EventsAdapt a-a
4098,EventsAdapt,roberta-large,active-active,normal,1,8,0.40384615384615385,RoBERTa EventsAdapt a-a
4099,EventsAdapt,roberta-large,active-active,normal,1,9,0.2,RoBERTa EventsAdapt a-a
4100,EventsAdapt,roberta-large,active-active,normal,2,0,0.36538461538461536,RoBERTa EventsAdapt a-a
4101,EventsAdapt,roberta-large,active-active,normal,2,1,0.34615384615384615,RoBERTa EventsAdapt a-a
4102,EventsAdapt,roberta-large,active-active,normal,2,2,0.36538461538461536,RoBERTa EventsAdapt a-a
4103,EventsAdapt,roberta-large,active-active,normal,2,3,0.3269230769230769,RoBERTa EventsAdapt a-a
4104,EventsAdapt,roberta-large,active-active,normal,2,4,0.36538461538461536,RoBERTa EventsAdapt a-a
4105,EventsAdapt,roberta-large,active-active,normal,2,5,0.3269230769230769,RoBERTa EventsAdapt a-a
4106,EventsAdapt,roberta-large,active-active,normal,2,6,0.4423076923076923,RoBERTa EventsAdapt a-a
4107,EventsAdapt,roberta-large,active-active,normal,2,7,0.40384615384615385,RoBERTa EventsAdapt a-a
4108,EventsAdapt,roberta-large,active-active,normal,2,8,0.36538461538461536,RoBERTa EventsAdapt a-a
4109,EventsAdapt,roberta-large,active-active,normal,2,9,0.4,RoBERTa EventsAdapt a-a
4110,EventsAdapt,roberta-large,active-active,normal,3,0,0.38461538461538464,RoBERTa EventsAdapt a-a
4111,EventsAdapt,roberta-large,active-active,normal,3,1,0.5576923076923077,RoBERTa EventsAdapt a-a
4112,EventsAdapt,roberta-large,active-active,normal,3,2,0.5192307692307693,RoBERTa EventsAdapt a-a
4113,EventsAdapt,roberta-large,active-active,normal,3,3,0.4423076923076923,RoBERTa EventsAdapt a-a
4114,EventsAdapt,roberta-large,active-active,normal,3,4,0.46153846153846156,RoBERTa EventsAdapt a-a
4115,EventsAdapt,roberta-large,active-active,normal,3,5,0.5769230769230769,RoBERTa EventsAdapt a-a
4116,EventsAdapt,roberta-large,active-active,normal,3,6,0.5769230769230769,RoBERTa EventsAdapt a-a
4117,EventsAdapt,roberta-large,active-active,normal,3,7,0.5192307692307693,RoBERTa EventsAdapt a-a
4118,EventsAdapt,roberta-large,active-active,normal,3,8,0.4807692307692308,RoBERTa EventsAdapt a-a
4119,EventsAdapt,roberta-large,active-active,normal,3,9,0.56,RoBERTa EventsAdapt a-a
4120,EventsAdapt,roberta-large,active-active,normal,4,0,0.4423076923076923,RoBERTa EventsAdapt a-a
4121,EventsAdapt,roberta-large,active-active,normal,4,1,0.3076923076923077,RoBERTa EventsAdapt a-a
4122,EventsAdapt,roberta-large,active-active,normal,4,2,0.36538461538461536,RoBERTa EventsAdapt a-a
4123,EventsAdapt,roberta-large,active-active,normal,4,3,0.28846153846153844,RoBERTa EventsAdapt a-a
4124,EventsAdapt,roberta-large,active-active,normal,4,4,0.28846153846153844,RoBERTa EventsAdapt a-a
4125,EventsAdapt,roberta-large,active-active,normal,4,5,0.38461538461538464,RoBERTa EventsAdapt a-a
4126,EventsAdapt,roberta-large,active-active,normal,4,6,0.34615384615384615,RoBERTa EventsAdapt a-a
4127,EventsAdapt,roberta-large,active-active,normal,4,7,0.36538461538461536,RoBERTa EventsAdapt a-a
4128,EventsAdapt,roberta-large,active-active,normal,4,8,0.38461538461538464,RoBERTa EventsAdapt a-a
4129,EventsAdapt,roberta-large,active-active,normal,4,9,0.34,RoBERTa EventsAdapt a-a
4130,EventsAdapt,roberta-large,active-active,normal,5,0,0.5192307692307693,RoBERTa EventsAdapt a-a
4131,EventsAdapt,roberta-large,active-active,normal,5,1,0.4423076923076923,RoBERTa EventsAdapt a-a
4132,EventsAdapt,roberta-large,active-active,normal,5,2,0.5769230769230769,RoBERTa EventsAdapt a-a
4133,EventsAdapt,roberta-large,active-active,normal,5,3,0.6346153846153846,RoBERTa EventsAdapt a-a
4134,EventsAdapt,roberta-large,active-active,normal,5,4,0.6538461538461539,RoBERTa EventsAdapt a-a
4135,EventsAdapt,roberta-large,active-active,normal,5,5,0.6730769230769231,RoBERTa EventsAdapt a-a
4136,EventsAdapt,roberta-large,active-active,normal,5,6,0.5769230769230769,RoBERTa EventsAdapt a-a
4137,EventsAdapt,roberta-large,active-active,normal,5,7,0.6346153846153846,RoBERTa EventsAdapt a-a
4138,EventsAdapt,roberta-large,active-active,normal,5,8,0.5769230769230769,RoBERTa EventsAdapt a-a
4139,EventsAdapt,roberta-large,active-active,normal,5,9,0.64,RoBERTa EventsAdapt a-a
4140,EventsAdapt,roberta-large,active-active,normal,6,0,0.6730769230769231,RoBERTa EventsAdapt a-a
4141,EventsAdapt,roberta-large,active-active,normal,6,1,0.6923076923076923,RoBERTa EventsAdapt a-a
4142,EventsAdapt,roberta-large,active-active,normal,6,2,0.6538461538461539,RoBERTa EventsAdapt a-a
4143,EventsAdapt,roberta-large,active-active,normal,6,3,0.6153846153846154,RoBERTa EventsAdapt a-a
4144,EventsAdapt,roberta-large,active-active,normal,6,4,0.6730769230769231,RoBERTa EventsAdapt a-a
4145,EventsAdapt,roberta-large,active-active,normal,6,5,0.6923076923076923,RoBERTa EventsAdapt a-a
4146,EventsAdapt,roberta-large,active-active,normal,6,6,0.6538461538461539,RoBERTa EventsAdapt a-a
4147,EventsAdapt,roberta-large,active-active,normal,6,7,0.5961538461538461,RoBERTa EventsAdapt a-a
4148,EventsAdapt,roberta-large,active-active,normal,6,8,0.6730769230769231,RoBERTa EventsAdapt a-a
4149,EventsAdapt,roberta-large,active-active,normal,6,9,0.62,RoBERTa EventsAdapt a-a
4150,EventsAdapt,roberta-large,active-active,normal,7,0,0.75,RoBERTa EventsAdapt a-a
4151,EventsAdapt,roberta-large,active-active,normal,7,1,0.6730769230769231,RoBERTa EventsAdapt a-a
4152,EventsAdapt,roberta-large,active-active,normal,7,2,0.6538461538461539,RoBERTa EventsAdapt a-a
4153,EventsAdapt,roberta-large,active-active,normal,7,3,0.7692307692307693,RoBERTa EventsAdapt a-a
4154,EventsAdapt,roberta-large,active-active,normal,7,4,0.5384615384615384,RoBERTa EventsAdapt a-a
4155,EventsAdapt,roberta-large,active-active,normal,7,5,0.5961538461538461,RoBERTa EventsAdapt a-a
4156,EventsAdapt,roberta-large,active-active,normal,7,6,0.5384615384615384,RoBERTa EventsAdapt a-a
4157,EventsAdapt,roberta-large,active-active,normal,7,7,0.6923076923076923,RoBERTa EventsAdapt a-a
4158,EventsAdapt,roberta-large,active-active,normal,7,8,0.7307692307692307,RoBERTa EventsAdapt a-a
4159,EventsAdapt,roberta-large,active-active,normal,7,9,0.68,RoBERTa EventsAdapt a-a
4160,EventsAdapt,roberta-large,active-active,normal,8,0,0.6538461538461539,RoBERTa EventsAdapt a-a
4161,EventsAdapt,roberta-large,active-active,normal,8,1,0.6923076923076923,RoBERTa EventsAdapt a-a
4162,EventsAdapt,roberta-large,active-active,normal,8,2,0.5192307692307693,RoBERTa EventsAdapt a-a
4163,EventsAdapt,roberta-large,active-active,normal,8,3,0.7307692307692307,RoBERTa EventsAdapt a-a
4164,EventsAdapt,roberta-large,active-active,normal,8,4,0.6923076923076923,RoBERTa EventsAdapt a-a
4165,EventsAdapt,roberta-large,active-active,normal,8,5,0.7115384615384616,RoBERTa EventsAdapt a-a
4166,EventsAdapt,roberta-large,active-active,normal,8,6,0.7115384615384616,RoBERTa EventsAdapt a-a
4167,EventsAdapt,roberta-large,active-active,normal,8,7,0.6153846153846154,RoBERTa EventsAdapt a-a
4168,EventsAdapt,roberta-large,active-active,normal,8,8,0.7307692307692307,RoBERTa EventsAdapt a-a
4169,EventsAdapt,roberta-large,active-active,normal,8,9,0.72,RoBERTa EventsAdapt a-a
4170,EventsAdapt,roberta-large,active-active,normal,9,0,0.6923076923076923,RoBERTa EventsAdapt a-a
4171,EventsAdapt,roberta-large,active-active,normal,9,1,0.6923076923076923,RoBERTa EventsAdapt a-a
4172,EventsAdapt,roberta-large,active-active,normal,9,2,0.7692307692307693,RoBERTa EventsAdapt a-a
4173,EventsAdapt,roberta-large,active-active,normal,9,3,0.6538461538461539,RoBERTa EventsAdapt a-a
4174,EventsAdapt,roberta-large,active-active,normal,9,4,0.75,RoBERTa EventsAdapt a-a
4175,EventsAdapt,roberta-large,active-active,normal,9,5,0.75,RoBERTa EventsAdapt a-a
4176,EventsAdapt,roberta-large,active-active,normal,9,6,0.6538461538461539,RoBERTa EventsAdapt a-a
4177,EventsAdapt,roberta-large,active-active,normal,9,7,0.6923076923076923,RoBERTa EventsAdapt a-a
4178,EventsAdapt,roberta-large,active-active,normal,9,8,0.5961538461538461,RoBERTa EventsAdapt a-a
4179,EventsAdapt,roberta-large,active-active,normal,9,9,0.66,RoBERTa EventsAdapt a-a
4180,EventsAdapt,roberta-large,active-active,normal,10,0,0.6538461538461539,RoBERTa EventsAdapt a-a
4181,EventsAdapt,roberta-large,active-active,normal,10,1,0.7307692307692307,RoBERTa EventsAdapt a-a
4182,EventsAdapt,roberta-large,active-active,normal,10,2,0.6538461538461539,RoBERTa EventsAdapt a-a
4183,EventsAdapt,roberta-large,active-active,normal,10,3,0.7115384615384616,RoBERTa EventsAdapt a-a
4184,EventsAdapt,roberta-large,active-active,normal,10,4,0.6923076923076923,RoBERTa EventsAdapt a-a
4185,EventsAdapt,roberta-large,active-active,normal,10,5,0.6346153846153846,RoBERTa EventsAdapt a-a
4186,EventsAdapt,roberta-large,active-active,normal,10,6,0.6730769230769231,RoBERTa EventsAdapt a-a
4187,EventsAdapt,roberta-large,active-active,normal,10,7,0.7692307692307693,RoBERTa EventsAdapt a-a
4188,EventsAdapt,roberta-large,active-active,normal,10,8,0.6923076923076923,RoBERTa EventsAdapt a-a
4189,EventsAdapt,roberta-large,active-active,normal,10,9,0.8,RoBERTa EventsAdapt a-a
4190,EventsAdapt,roberta-large,active-active,normal,11,0,0.7115384615384616,RoBERTa EventsAdapt a-a
4191,EventsAdapt,roberta-large,active-active,normal,11,1,0.8076923076923077,RoBERTa EventsAdapt a-a
4192,EventsAdapt,roberta-large,active-active,normal,11,2,0.6923076923076923,RoBERTa EventsAdapt a-a
4193,EventsAdapt,roberta-large,active-active,normal,11,3,0.7115384615384616,RoBERTa EventsAdapt a-a
4194,EventsAdapt,roberta-large,active-active,normal,11,4,0.6923076923076923,RoBERTa EventsAdapt a-a
4195,EventsAdapt,roberta-large,active-active,normal,11,5,0.6153846153846154,RoBERTa EventsAdapt a-a
4196,EventsAdapt,roberta-large,active-active,normal,11,6,0.7307692307692307,RoBERTa EventsAdapt a-a
4197,EventsAdapt,roberta-large,active-active,normal,11,7,0.7115384615384616,RoBERTa EventsAdapt a-a
4198,EventsAdapt,roberta-large,active-active,normal,11,8,0.6730769230769231,RoBERTa EventsAdapt a-a
4199,EventsAdapt,roberta-large,active-active,normal,11,9,0.74,RoBERTa EventsAdapt a-a
4200,EventsAdapt,roberta-large,active-active,normal,12,0,0.75,RoBERTa EventsAdapt a-a
4201,EventsAdapt,roberta-large,active-active,normal,12,1,0.6538461538461539,RoBERTa EventsAdapt a-a
4202,EventsAdapt,roberta-large,active-active,normal,12,2,0.7884615384615384,RoBERTa EventsAdapt a-a
4203,EventsAdapt,roberta-large,active-active,normal,12,3,0.6346153846153846,RoBERTa EventsAdapt a-a
4204,EventsAdapt,roberta-large,active-active,normal,12,4,0.75,RoBERTa EventsAdapt a-a
4205,EventsAdapt,roberta-large,active-active,normal,12,5,0.6730769230769231,RoBERTa EventsAdapt a-a
4206,EventsAdapt,roberta-large,active-active,normal,12,6,0.7884615384615384,RoBERTa EventsAdapt a-a
4207,EventsAdapt,roberta-large,active-active,normal,12,7,0.7884615384615384,RoBERTa EventsAdapt a-a
4208,EventsAdapt,roberta-large,active-active,normal,12,8,0.7115384615384616,RoBERTa EventsAdapt a-a
4209,EventsAdapt,roberta-large,active-active,normal,12,9,0.78,RoBERTa EventsAdapt a-a
4210,EventsAdapt,roberta-large,active-active,normal,13,0,0.6923076923076923,RoBERTa EventsAdapt a-a
4211,EventsAdapt,roberta-large,active-active,normal,13,1,0.7307692307692307,RoBERTa EventsAdapt a-a
4212,EventsAdapt,roberta-large,active-active,normal,13,2,0.6730769230769231,RoBERTa EventsAdapt a-a
4213,EventsAdapt,roberta-large,active-active,normal,13,3,0.7115384615384616,RoBERTa EventsAdapt a-a
4214,EventsAdapt,roberta-large,active-active,normal,13,4,0.75,RoBERTa EventsAdapt a-a
4215,EventsAdapt,roberta-large,active-active,normal,13,5,0.6730769230769231,RoBERTa EventsAdapt a-a
4216,EventsAdapt,roberta-large,active-active,normal,13,6,0.75,RoBERTa EventsAdapt a-a
4217,EventsAdapt,roberta-large,active-active,normal,13,7,0.8461538461538461,RoBERTa EventsAdapt a-a
4218,EventsAdapt,roberta-large,active-active,normal,13,8,0.6923076923076923,RoBERTa EventsAdapt a-a
4219,EventsAdapt,roberta-large,active-active,normal,13,9,0.7,RoBERTa EventsAdapt a-a
4220,EventsAdapt,roberta-large,active-active,normal,14,0,0.7115384615384616,RoBERTa EventsAdapt a-a
4221,EventsAdapt,roberta-large,active-active,normal,14,1,0.8076923076923077,RoBERTa EventsAdapt a-a
4222,EventsAdapt,roberta-large,active-active,normal,14,2,0.8269230769230769,RoBERTa EventsAdapt a-a
4223,EventsAdapt,roberta-large,active-active,normal,14,3,0.75,RoBERTa EventsAdapt a-a
4224,EventsAdapt,roberta-large,active-active,normal,14,4,0.7692307692307693,RoBERTa EventsAdapt a-a
4225,EventsAdapt,roberta-large,active-active,normal,14,5,0.8269230769230769,RoBERTa EventsAdapt a-a
4226,EventsAdapt,roberta-large,active-active,normal,14,6,0.8846153846153846,RoBERTa EventsAdapt a-a
4227,EventsAdapt,roberta-large,active-active,normal,14,7,0.5961538461538461,RoBERTa EventsAdapt a-a
4228,EventsAdapt,roberta-large,active-active,normal,14,8,0.7307692307692307,RoBERTa EventsAdapt a-a
4229,EventsAdapt,roberta-large,active-active,normal,14,9,0.7,RoBERTa EventsAdapt a-a
4230,EventsAdapt,roberta-large,active-active,normal,15,0,0.8269230769230769,RoBERTa EventsAdapt a-a
4231,EventsAdapt,roberta-large,active-active,normal,15,1,0.6923076923076923,RoBERTa EventsAdapt a-a
4232,EventsAdapt,roberta-large,active-active,normal,15,2,0.8076923076923077,RoBERTa EventsAdapt a-a
4233,EventsAdapt,roberta-large,active-active,normal,15,3,0.7115384615384616,RoBERTa EventsAdapt a-a
4234,EventsAdapt,roberta-large,active-active,normal,15,4,0.6538461538461539,RoBERTa EventsAdapt a-a
4235,EventsAdapt,roberta-large,active-active,normal,15,5,0.8269230769230769,RoBERTa EventsAdapt a-a
4236,EventsAdapt,roberta-large,active-active,normal,15,6,0.7115384615384616,RoBERTa EventsAdapt a-a
4237,EventsAdapt,roberta-large,active-active,normal,15,7,0.6346153846153846,RoBERTa EventsAdapt a-a
4238,EventsAdapt,roberta-large,active-active,normal,15,8,0.7692307692307693,RoBERTa EventsAdapt a-a
4239,EventsAdapt,roberta-large,active-active,normal,15,9,0.76,RoBERTa EventsAdapt a-a
4240,EventsAdapt,roberta-large,active-active,normal,16,0,0.7307692307692307,RoBERTa EventsAdapt a-a
4241,EventsAdapt,roberta-large,active-active,normal,16,1,0.75,RoBERTa EventsAdapt a-a
4242,EventsAdapt,roberta-large,active-active,normal,16,2,0.7884615384615384,RoBERTa EventsAdapt a-a
