0,0.375,0.5,0.375,0.375,0.375,0.25,0.375,0.375,0.3333333333333333,0.3333333333333333
1,0.375,0.375,0.375,0.125,0.5,0.25,0.25,0.375,0.3333333333333333,0.3333333333333333
2,0.5,0.25,0.375,0.25,0.375,0.375,0.125,0.625,0.16666666666666666,0.3333333333333333
3,0.25,0.375,0.5,0.25,0.625,0.375,0.375,0.375,0.3333333333333333,0.5
4,0.375,0.125,0.375,0.375,0.25,0.375,0.5,0.125,0.3333333333333333,0.5
5,0.25,0.375,0.125,0.375,0.5,0.25,0.375,0.25,0.5,0.5
6,0.125,0.375,0.375,0.125,0.125,0.5,0.25,0.25,0.16666666666666666,0.16666666666666666
7,0.0,0.5,0.5,0.25,0.375,0.0,0.25,0.125,0.3333333333333333,0.16666666666666666
8,0.5,0.375,0.25,0.375,0.25,0.125,0.375,0.375,0.3333333333333333,0.16666666666666666
9,0.375,0.5,0.375,0.5,0.375,0.25,0.375,0.125,0.16666666666666666,0.5
10,0.375,0.375,0.75,0.375,0.875,0.625,0.375,0.375,0.6666666666666666,0.3333333333333333
11,0.75,0.5,0.5,0.375,0.375,0.5,0.375,0.5,0.5,0.3333333333333333
12,0.5,0.5,0.625,0.375,0.75,0.5,0.5,0.375,0.5,0.5
13,0.5,0.5,0.5,0.25,0.375,0.25,0.625,0.25,0.5,0.5
14,0.625,0.5,0.25,0.625,0.5,0.625,0.5,0.625,0.5,0.5
15,0.25,0.5,0.625,0.75,0.5,0.25,0.5,0.25,0.3333333333333333,0.6666666666666666
16,0.75,0.375,0.25,0.625,0.625,0.625,0.625,0.875,0.3333333333333333,0.16666666666666666
17,0.5,0.75,0.375,0.375,0.25,0.5,0.625,0.5,0.5,0.6666666666666666
18,0.5,0.75,0.625,0.75,0.5,0.625,0.75,0.875,1.0,0.5
19,0.75,0.625,0.625,0.75,0.375,0.625,0.875,0.375,0.3333333333333333,0.8333333333333334
20,0.5,0.5,0.75,0.875,0.75,0.5,0.75,0.5,0.3333333333333333,0.8333333333333334
21,0.75,0.625,0.75,0.75,0.875,0.5,0.75,0.5,0.8333333333333334,1.0
22,0.5,0.5,0.75,0.375,0.625,0.5,0.75,0.5,0.3333333333333333,0.3333333333333333
23,0.5,0.75,0.375,0.625,0.75,0.625,0.625,0.625,0.6666666666666666,0.3333333333333333
24,0.625,0.5,0.625,0.375,0.75,0.875,0.625,0.875,0.5,0.5
