"Dataset","Model","VoiceType","TrialType","term","estimate","std.error","statistic","p.value","pValAdjusted","pLabel","pValFinal"
"DTFit","MPT","all","all","(Intercept)",0.934551282051282,0.0166652878991522,56.0777160110643,4.26011366093754e-216,1.59754262285158e-215,"***","<0.001"
"DTFit","MPT","all","all","LayerGroupearly",-0.416525263951737,0.017148439774183,-24.2893971368063,2.7529573118474e-86,2.06471798388555e-85,"***","<0.001"
"DTFit","MPT","all","all","LayerGroupmid",-0.048313301282051,0.017178185572383,-2.81247987911617,0.00511220453342473,0.00511220453342473,"**","0.005"
"DTFit","MPT","all","all","LayerGrouplate",-0.0418227937077836,0.0171803877483059,-2.4343335156628,0.0152731611582328,0.0163641012409637,"*","0.016"
"DTFit","MPT","all","all","LayerGroupearly:cLayerWithinGroup",0.0104025263951735,0.000825054693317215,12.6082870377346,8.68787206035162e-32,1.86168687007535e-31,"***","<0.001"
"DTFit","MPT","all","all","LayerGroupmid:cLayerWithinGroup",0.00612226621417798,0.000903802133410691,6.77390104300185,3.58157021875515e-11,1.07447106562654e-10,"***","<0.001"
"DTFit","MPT","all","all","LayerGrouplate:cLayerWithinGroup",0.000210218702865763,0.000903802133410691,0.232593722779186,0.816173429494473,0.874471531601221,"","0.874"
"DTFit","GPT-J","all","all","(Intercept)",0.934551282051282,0.0152112370843729,61.4382168174463,2.04859964640699e-169,5.12149911601748e-169,"***","<0.001"
"DTFit","GPT-J","all","all","LayerGroupearly",-0.264458333333334,0.0159536800457043,-16.5766351447259,5.39954107691077e-44,8.99923512818461e-44,"***","<0.001"
"DTFit","GPT-J","all","all","LayerGroupmid",-0.0766987179487178,0.0160340517384791,-4.78348948847742,2.73372989390068e-06,3.72781349168275e-06,"***","<0.001"
"DTFit","GPT-J","all","all","LayerGrouplate",-0.0827403846153843,0.0159536800457042,-5.18628832835741,4.00871036799963e-07,8.0351460228395e-07,"***","<0.001"
"DTFit","GPT-J","all","all","LayerGroupearly:cLayerWithinGroup",0.041274087024087,0.00167470208526409,24.64562944494,2.10725623063064e-73,1.58044217297298e-72,"***","<0.001"
"DTFit","GPT-J","all","all","LayerGroupmid:cLayerWithinGroup",0.00231837606837607,0.00196376226343296,1.18057878570453,0.238727593277399,0.325537627196454,"","0.326"
"DTFit","GPT-J","all","all","LayerGrouplate:cLayerWithinGroup",0.000203379953379954,0.00167470208526409,0.121442467391376,0.903423825258307,0.903423825258307,"","0.903"
"DTFit","GPT-2","all","all","(Intercept)",0.934551282051284,0.0152341497027989,61.3458118952045,6.48659157390354e-233,3.24329578695177e-232,"***","<0.001"
"DTFit","GPT-2","all","all","LayerGroupearly",-0.219609728506789,0.015675810719275,-14.0094654394338,8.92140363945645e-38,1.33821054591847e-37,"***","<0.001"
"DTFit","GPT-2","all","all","LayerGroupmid",-0.15184294871795,0.0157030020852779,-9.6696764028522,2.27891145575919e-20,6.83673436727758e-20,"***","<0.001"
"DTFit","GPT-2","all","all","LayerGrouplate",-0.161290064102565,0.0157030020852778,-10.2712884597895,1.47489206419499e-22,7.37446032097494e-22,"***","<0.001"
"DTFit","GPT-2","all","all","LayerGroupearly:cLayerWithinGroup",0.00866995035193561,0.000754202794878251,11.4955160744733,2.92906587293714e-27,5.49199851175713e-27,"***","<0.001"
"DTFit","GPT-2","all","all","LayerGroupmid:cLayerWithinGroup",-0.000365855957767722,0.000826187767376519,-0.44282422496942,0.658087110660498,0.658087110660498,"","0.658"
"DTFit","GPT-2","all","all","LayerGrouplate:cLayerWithinGroup",0.000604449472096532,0.000826187767376519,0.731612710771431,0.464752598468491,0.737690714472387,"","0.738"
"DTFit","RoBERTa","all","all","(Intercept)",0.934551282051282,0.0152679753403092,61.2099025064549,1.12969120558006e-153,1.69453680837009e-153,"***","<0.001"
"DTFit","RoBERTa","all","all","LayerGroupearly",-0.299006410256409,0.0160938591115537,-18.5789131235624,3.49931900656672e-49,6.5612231373126e-49,"***","<0.001"
"DTFit","RoBERTa","all","all","LayerGroupmid",-0.112716346153847,0.0161941333471825,-6.96031974896993,2.90519644388554e-11,6.2254209511833e-11,"***","<0.001"
"DTFit","RoBERTa","all","all","LayerGrouplate",-0.081883012820513,0.0161941333471824,-5.05633806175615,8.20981584754125e-07,1.36830264125688e-06,"***","<0.001"
"DTFit","RoBERTa","all","all","LayerGroupearly:cLayerWithinGroup",0.0340101495726495,0.00197108714077743,17.2545134454255,1.25674407107086e-44,4.71279026651571e-44,"***","<0.001"
"DTFit","RoBERTa","all","all","LayerGroupmid:cLayerWithinGroup",0.0116704822954823,0.00235589974214832,4.95372620773756,1.33286321531193e-06,3.33215803827983e-06,"***","<0.001"
"DTFit","RoBERTa","all","all","LayerGrouplate:cLayerWithinGroup",-0.00133699633699634,0.00235589974214832,-0.567509861763959,0.570871058158545,0.737690714472387,"","0.738"
"DTFit","BERT","all","all","(Intercept)",0.934551282051282,0.0132330862058976,70.6223225263037,1.60167708186357e-168,3.43216517542193e-168,"***","<0.001"
