"Model","VoiceType","term","estimate","std.error","statistic","p.value","pValAdjusted","pLabel","pValFinal"
"BERT","TrainOn:active-TestOn:passive","LayerGrouplate",-0.241538461538461,0.0164197150018975,-14.7102712507829,8.15833080437466e-36,4.07916540218733e-35,"***","<0.001"
"BERT","TrainOn:active-TestOn:passive","LayerGroupearly:cLayerWithinGroup",-0.0199551282051283,0.00199854406541006,-9.98483273424044,5.23035222002162e-20,8.17242534378377e-20,"***","<0.001"
"BERT","TrainOn:active-TestOn:passive","LayerGroupmid:cLayerWithinGroup",0.00500457875457875,0.00238871704399357,2.09509065427518,0.037157389257282,0.04423498721105,"*","0.044"
"BERT","TrainOn:active-TestOn:passive","LayerGrouplate:cLayerWithinGroup",0.0161575091575092,0.00238871704399357,6.764095060207,9.25092587632676e-11,1.15636573454084e-09,"***","<0.001"
"BERT","TrainOn:passive-TestOn:active","(Intercept)",0.918999999999999,0.0151810853728346,60.5358561282108,1.55659748013672e-152,2.28911394137753e-152,"***","<0.001"
"BERT","TrainOn:passive-TestOn:active","LayerGroupearly",-0.508025641025638,0.0160022690438745,-31.7471003413797,3.21916384984159e-90,2.01197740615099e-89,"***","<0.001"
"BERT","TrainOn:passive-TestOn:active","LayerGroupmid",-0.486086538461539,0.0161019726193549,-30.1880117394594,7.7528071751845e-86,1.93820179379613e-84,"***","<0.001"
"BERT","TrainOn:passive-TestOn:active","LayerGrouplate",-0.283653846153846,0.0161019726193549,-17.6160929383825,7.10565363540443e-46,4.44103352212777e-45,"***","<0.001"
"BERT","TrainOn:passive-TestOn:active","LayerGroupearly:cLayerWithinGroup",-0.0239948717948719,0.00195986969421138,-12.2430954801447,2.23881849493665e-27,5.08822385212875e-27,"***","<0.001"
"BERT","TrainOn:passive-TestOn:active","LayerGroupmid:cLayerWithinGroup",0.00461080586080586,0.00234249232908889,1.96833338728551,0.0501215112895298,0.0569562628290111,"","0.057"
"BERT","TrainOn:passive-TestOn:active","LayerGrouplate:cLayerWithinGroup",0.0150494505494505,0.00234249232908889,6.42454635285999,6.5175937621971e-10,5.43132813516425e-09,"***","<0.001"
"BERT","TrainOn:passive-TestOn:passive","(Intercept)",0.903615384615384,0.0171245093371787,52.76737375789,1.50315163794835e-138,1.87893954743543e-138,"***","<0.001"
"BERT","TrainOn:passive-TestOn:passive","LayerGroupearly",-0.271316239316238,0.0180508177727682,-15.0306896192565,6.34614153268679e-37,8.35018622721946e-37,"***","<0.001"
"BERT","TrainOn:passive-TestOn:passive","LayerGroupmid",-0.231557692307693,0.0181632850152172,-12.7486681023666,4.39452215056664e-29,9.98755034219692e-29,"***","<0.001"
"BERT","TrainOn:passive-TestOn:passive","LayerGrouplate",-0.108326923076923,0.0181632850152171,-5.96406007978003,8.24387100255587e-09,1.71747312553247e-08,"***","<0.001"
"BERT","TrainOn:passive-TestOn:passive","LayerGroupearly:cLayerWithinGroup",0.0274128205128205,0.00221076464916222,12.399700946552,6.65129190963737e-28,1.66282297740934e-27,"***","<0.001"
"BERT","TrainOn:passive-TestOn:passive","LayerGroupmid:cLayerWithinGroup",0.0156538461538462,0.0026423691571838,5.9241707810917,1.02070281047117e-08,1.8226835901271e-08,"***","<0.001"
"BERT","TrainOn:passive-TestOn:passive","LayerGrouplate:cLayerWithinGroup",-0.00378388278388278,0.0026423691571838,-1.43200384155089,0.153376988444115,0.596922913353487,"","0.597"
