"Model","VoiceType","term","estimate","std.error","statistic","p.value","pValAdjusted","pLabel","pValFinal"
"GPT-J","TrainOn:active-TestOn:active","LayerGroupearly",-0.193361538461539,0.0170181074169907,-11.3621058866093,4.95729845546954e-25,4.95729845546954e-25,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:active","LayerGroupmid",-0.0671196581196581,0.0171038414982189,-3.92424462812332,0.00010847461519546,0.000123266608176659,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:active","LayerGrouplate",-0.0742615384615383,0.0170181074169906,-4.36367785453021,1.77447790482723e-05,2.46455264559338e-05,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:active","LayerGroupearly:cLayerWithinGroup",0.0334149184149183,0.00178643798150863,18.7047738353053,6.38595125931428e-52,3.99121953707142e-51,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:active","LayerGroupmid:cLayerWithinGroup",0.00237435897435898,0.00209478421560382,1.13346231877853,0.257946737258502,0.268694517977606,"","0.269"
"GPT-J","TrainOn:active-TestOn:active","LayerGrouplate:cLayerWithinGroup",0.00207179487179487,0.00178643798150864,1.15973512276382,0.247100843422598,0.705173679634818,"","0.705"
"GPT-J","TrainOn:active-TestOn:passive","(Intercept)",0.905538461538462,0.0165288631148571,54.7852840964307,5.36492947972938e-156,8.38270231207715e-156,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:passive","LayerGroupearly",-0.461576923076925,0.0173356178850555,-26.6259285441933,3.27669548150848e-80,1.17024838625303e-79,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:passive","LayerGroupmid",-0.337658119658121,0.0174229515253646,-19.3800757102809,2.00750377812286e-54,1.00375188906143e-53,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:passive","LayerGrouplate",-0.326138461538462,0.0173356178850554,-18.813200873539,2.52792856354313e-52,2.10660713628594e-51,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:passive","LayerGroupearly:cLayerWithinGroup",0.00745314685314695,0.00181976793681913,4.09565785963605,5.45185820290612e-05,5.45185820290612e-05,"***","<0.001"
"GPT-J","TrainOn:active-TestOn:passive","LayerGroupmid:cLayerWithinGroup",0.00153333333333333,0.00213386705251945,0.718570227476415,0.472978387105589,0.472978387105589,"","0.473"
"GPT-J","TrainOn:active-TestOn:passive","LayerGrouplate:cLayerWithinGroup",0.00168391608391608,0.00181976793681913,0.925346605930144,0.355547144201594,0.705173679634818,"","0.705"
"GPT-J","TrainOn:passive-TestOn:active","(Intercept)",0.919000000000001,0.0212872740082447,43.1713332408868,4.93891673874832e-129,5.14470493619617e-129,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:active","LayerGroupearly",-0.494376923076925,0.0223262813332696,-22.1432721238815,1.59453926676319e-64,3.32195680575665e-64,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:active","LayerGroupmid",-0.253854700854702,0.0224387570140518,-11.3132247341388,7.30820316880223e-25,1.5225423268338e-24,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:active","LayerGrouplate",-0.193130769230769,0.0223262813332695,-8.65037783712666,3.44590741731802e-16,9.5719650481056e-16,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:active","LayerGroupearly:cLayerWithinGroup",0.0161011655011655,0.00234365173413936,6.87011865569619,3.85156958209948e-11,5.06785471328879e-11,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:active","LayerGroupmid:cLayerWithinGroup",0.00788717948717949,0.00274817525733619,2.86996961570221,0.00440397397680503,0.00550496747100629,"**","0.006"
"GPT-J","TrainOn:passive-TestOn:active","LayerGrouplate:cLayerWithinGroup",-0.000421911421911421,0.00234365173413936,-0.180023087801634,0.857258884109778,0.892978004281019,"","0.893"
"GPT-J","TrainOn:passive-TestOn:passive","(Intercept)",0.903615384615385,0.0153881781713458,58.7214012311086,4.32190584977978e-164,1.08047646244494e-163,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:passive","LayerGroupearly",-0.190753846153846,0.0161392574233263,-11.8192455297322,1.27681188442809e-26,1.38783900481314e-26,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:passive","LayerGroupmid",-0.0428290598290596,0.0162205640206459,-2.64041742164736,0.00872423332762285,0.00908774304960714,"**","0.009"
"GPT-J","TrainOn:passive-TestOn:passive","LayerGrouplate",-0.0260307692307689,0.0161392574233263,-1.61288518721725,0.107845962779743,0.117223872586677,"","0.117"
"GPT-J","TrainOn:passive-TestOn:passive","LayerGroupearly:cLayerWithinGroup",0.0278778554778554,0.00169418265779601,16.4550471282253,1.53333778557403e-43,7.66668892787014e-43,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:passive","LayerGroupmid:cLayerWithinGroup",0.00767051282051282,0.00198660525953649,3.86111573182006,0.000138926743996262,0.000204304035288621,"***","<0.001"
"GPT-J","TrainOn:passive-TestOn:passive","LayerGrouplate:cLayerWithinGroup",-0.00114405594405595,0.00169418265779602,-0.675284886662848,0.500027343705942,0.705173679634818,"","0.705"
"GPT-2","all","(Intercept)",0.915153846153847,0.0124129607827533,73.7256696585535,2.13992665555925e-268,5.34981663889813e-267,"***","<0.001"
"GPT-2","all","LayerGroupearly",-0.348257918552038,0.0127728312700298,-27.2655225133359,1.71396450161674e-100,2.14245562702092e-99,"***","<0.001"
"GPT-2","all","LayerGroupmid",-0.160403846153847,0.0127949871084853,-12.5364601616106,1.7287440064373e-31,4.80206668454806e-31,"***","<0.001"
"GPT-2","all","LayerGrouplate",-0.139627403846154,0.0127949871084852,-10.9126646758055,5.554771673909e-25,1.98384702639607e-24,"***","<0.001"
"GPT-2","all","LayerGroupearly:cLayerWithinGroup",0.00892533936651586,0.000614533131005443,14.5237724643308,4.83272673146579e-40,2.01363613811075e-39,"***","<0.001"
"GPT-2","all","LayerGroupmid:cLayerWithinGroup",0.00528721719457014,0.000673187316371917,7.85400595938902,2.53934520390292e-14,7.93545376219663e-14,"***","<0.001"
"GPT-2","all","LayerGrouplate:cLayerWithinGroup",0.000429694570135747,0.000673187316371917,0.63829867213118,0.523575660087837,0.705173679634818,"","0.705"
"GPT-2","TrainOn:active-TestOn:active","(Intercept)",0.918999999999999,0.0156115500995717,58.8666720561727,3.84882994745539e-225,3.20735828954615e-224,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:active","LayerGroupearly",-0.270502262443441,0.0160641525237477,-16.8388753806687,1.35791112003899e-50,2.12173612506093e-50,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:active","LayerGroupmid",-0.10891826923077,0.016092017510039,-6.7684657416524,3.70682625783586e-11,5.79191602786853e-11,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:active","LayerGrouplate",-0.0909999999999997,0.0160920175100389,-5.65497768960479,2.64333671006232e-08,4.72024412511129e-08,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:active","LayerGroupearly:cLayerWithinGroup",0.014732088989442,0.000772886898657405,19.0611187937503,4.28029669383489e-61,5.35037086729361e-60,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:active","LayerGroupmid:cLayerWithinGroup",0.00293902714932127,0.00084665517758974,3.47133901393965,0.000563380878275478,0.00074129062930984,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:active","LayerGrouplate:cLayerWithinGroup",0.000891628959276019,0.00084665517758974,1.05311936060476,0.292802163732651,0.705173679634818,"","0.705"
"GPT-2","TrainOn:active-TestOn:passive","(Intercept)",0.905538461538465,0.0182349684572007,49.6594476521226,5.52116042949348e-194,1.5336556748593e-193,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:passive","LayerGroupearly",-0.498941176470592,0.0187636277431691,-26.590869489629,2.70094022564875e-97,2.25078352137396e-96,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:passive","LayerGroupmid",-0.348634615384618,0.0187961752572111,-18.5481679444793,1.19575456193364e-58,7.47346601208527e-58,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:passive","LayerGrouplate",-0.378043269230769,0.018796175257211,-20.1127763525048,3.87454651520255e-66,9.68636628800637e-65,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:passive","LayerGroupearly:cLayerWithinGroup",-0.00567156862745102,0.000902765460707714,-6.28243865577761,7.33125518214576e-10,8.72768474064971e-10,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:passive","LayerGroupmid:cLayerWithinGroup",0.00510316742081448,0.000988930013932317,5.16029177891222,3.58049331943554e-07,5.9674888657259e-07,"***","<0.001"
"GPT-2","TrainOn:active-TestOn:passive","LayerGrouplate:cLayerWithinGroup",-0.00050735294117647,0.000988930013932317,-0.513032200488147,0.608158600994343,0.723998334517075,"","0.724"
"GPT-2","TrainOn:passive-TestOn:active","(Intercept)",0.919000000000003,0.0174032438678292,52.8062473283399,4.628252992754e-205,1.92843874698083e-204,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:active","LayerGroupearly",-0.506407239819008,0.0179077902013365,-28.2786002139568,2.90626490976739e-105,7.26566227441847e-104,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:active","LayerGroupmid",-0.363961538461541,0.0179388531738606,-20.2890081620091,5.49867629503329e-67,4.58223024586108e-66,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:active","LayerGrouplate",-0.32273076923077,0.0179388531738605,-17.9906020804627,5.28814482716992e-56,6.61018103396239e-55,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:active","LayerGroupearly:cLayerWithinGroup",-0.00844042232277531,0.000861588957777741,-9.79634458703525,8.01635703608716e-21,1.33605950601453e-20,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:active","LayerGroupmid:cLayerWithinGroup",0.0108095022624434,0.00094382341494447,11.4528863040333,4.32152653635261e-27,2.16076326817631e-26,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:active","LayerGrouplate:cLayerWithinGroup",0.000292986425339366,0.00094382341494447,0.31042504424051,0.756368941548622,0.859510160850707,"","0.86"
"GPT-2","TrainOn:passive-TestOn:passive","(Intercept)",0.903615384615385,0.01562861734685,57.8179991589284,8.87020990745366e-222,5.54388119215854e-221,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:passive","LayerGroupearly",-0.247248868778282,0.0160817145763106,-15.3745340775104,7.36790360397091e-44,1.08351523587808e-43,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:passive","LayerGroupmid",-0.100658653846155,0.0161096100258557,-6.24836067940807,8.97733632481753e-10,1.24685226733577e-09,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:passive","LayerGrouplate",-0.0990240384615385,0.0161096100258556,-6.14689233957911,1.63224544504733e-09,3.70964873874393e-09,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:passive","LayerGroupearly:cLayerWithinGroup",0.0136547888386124,0.0007737318533053,17.6479600526728,2.19359354863115e-54,1.82799462385929e-53,"***","<0.001"
"GPT-2","TrainOn:passive-TestOn:passive","LayerGroupmid:cLayerWithinGroup",0.0011539592760181,0.000847580779031182,1.36147409729739,0.173985797551712,0.189114997338818,"","0.189"
"GPT-2","TrainOn:passive-TestOn:passive","LayerGrouplate:cLayerWithinGroup",0.000222963800904978,0.000847580779031182,0.263059057521142,0.792614961407002,0.86153800152935,"","0.862"
"RoBERTa","all","(Intercept)",0.915153846153846,0.0142158155523746,64.3757540875648,7.00160133045203e-159,1.3464617943177e-158,"***","<0.001"
"RoBERTa","all","LayerGroupearly",-0.29086752136752,0.014984785314116,-19.4108567637279,5.10035623760769e-52,8.50059372934614e-52,"***","<0.001"
"RoBERTa","all","LayerGroupmid",-0.120254807692308,0.0150781493657719,-7.97543549776019,5.25688482691362e-14,8.7614747115227e-14,"***","<0.001"
"RoBERTa","all","LayerGrouplate",-0.0612067307692309,0.0150781493657719,-4.05929993691222,6.56530218960737e-05,8.63855551264127e-05,"***","<0.001"
"RoBERTa","all","LayerGroupearly:cLayerWithinGroup",0.0277724358974359,0.00183525389623678,15.1327486373323,2.81177709128152e-37,1.00420610402911e-36,"***","<0.001"
"RoBERTa","all","LayerGroupmid:cLayerWithinGroup",0.0175251831501832,0.00219354796217461,7.98942327789783,4.8018284444924e-14,1.2004571111231e-13,"***","<0.001"
"RoBERTa","all","LayerGrouplate:cLayerWithinGroup",-0.00150961538461538,0.00219354796217461,-0.688207146890374,0.491952862074983,0.705173679634818,"","0.705"
"RoBERTa","TrainOn:active-TestOn:active","(Intercept)",0.919,0.0167982636769078,54.7080351681424,3.36596333868187e-142,4.42889912984457e-142,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:active","LayerGroupearly",-0.24917094017094,0.017706924651701,-14.0719489731947,1.30482546151735e-33,1.63103182689669e-33,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:active","LayerGroupmid",-0.110307692307693,0.0178172492371518,-6.19106186591833,2.39849265354791e-09,3.15591138624725e-09,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:active","LayerGrouplate",-0.0616826923076928,0.0178172492371517,-3.4619649468154,0.000629401134758849,0.000786751418448561,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:active","LayerGroupearly:cLayerWithinGroup",0.0313038461538461,0.00216864651552883,14.4347388703929,7.31158061105419e-35,2.28486894095443e-34,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:active","LayerGroupmid:cLayerWithinGroup",0.0166318681318681,0.0025920283588934,6.41654558863263,6.81887758961413e-10,1.31132261338733e-09,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:active","LayerGrouplate:cLayerWithinGroup",-0.00161630036630036,0.0025920283588934,-0.623565849792787,0.533474512154151,0.705173679634818,"","0.705"
"RoBERTa","TrainOn:active-TestOn:passive","(Intercept)",0.905538461538461,0.0201655706111883,44.9051742198681,1.56889511643705e-122,1.56889511643705e-122,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:passive","LayerGroupearly",-0.48199145299145,0.0212563778161028,-22.6751451804887,6.95865193620632e-63,1.33820229542429e-62,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:passive","LayerGroupmid",-0.299048076923077,0.0213888175885011,-13.9815151391935,2.67300393092349e-33,9.54644261044102e-33,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:passive","LayerGrouplate",-0.216490384615384,0.0213888175885011,-10.1216621124383,1.93884488904097e-20,6.05889027825303e-20,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:passive","LayerGroupearly:cLayerWithinGroup",-0.0154500000000001,0.0026033639714634,-5.93462926020114,9.65204073102372e-09,1.0491348620678e-08,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:passive","LayerGroupmid:cLayerWithinGroup",0.0341675824175824,0.00311161509920346,10.9806583810218,3.39611158208787e-23,1.41504649253661e-22,"***","<0.001"
"RoBERTa","TrainOn:active-TestOn:passive","LayerGrouplate:cLayerWithinGroup",-0.00994597069597069,0.00311161509920346,-3.1964013474921,0.00156849519196091,0.00980309494975567,"**","0.01"
"RoBERTa","TrainOn:passive-TestOn:active","(Intercept)",0.919,0.0190177905856148,48.3231738125847,9.42167917682245e-130,1.02409556269809e-129,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:active","LayerGroupearly",-0.510512820512818,0.0200465114382166,-25.4664170414997,9.12124411808027e-72,2.28031102952007e-71,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:active","LayerGroupmid",-0.267365384615385,0.0201714130294109,-13.2546680902103,8.3239177824988e-31,2.0809794456247e-30,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:active","LayerGrouplate",-0.284336538461538,0.0201714130294109,-14.0960148923113,1.07803499471808e-33,4.49181247799198e-33,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:active","LayerGroupearly:cLayerWithinGroup",-0.0159166666666668,0.00245518620732488,-6.48287556323857,4.68283823135846e-10,5.85354778919808e-10,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:active","LayerGroupmid:cLayerWithinGroup",0.0462106227106227,0.00293450879623789,15.7473110218193,2.08276535556401e-39,1.30172834722751e-38,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:active","LayerGrouplate:cLayerWithinGroup",-0.0486547619047619,0.00293450879623789,-16.5802065296715,2.70213381347598e-42,6.75533453368995e-41,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:passive","(Intercept)",0.903615384615384,0.0176416203161665,51.2206570837105,1.46931818429835e-135,1.66967975488449e-135,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:passive","LayerGroupearly",-0.220564102564102,0.0185959006049952,-11.860899197582,4.25967294500265e-26,4.4371593177111e-26,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:passive","LayerGroupmid",-0.0888269230769233,0.0187117640350196,-4.74711646163779,3.45612329438093e-06,4.32015411797617e-06,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:passive","LayerGrouplate",-0.0364230769230771,0.0187117640350195,-1.9465335740078,0.0526975442065244,0.0627351716744338,"","0.063"
"RoBERTa","TrainOn:passive-TestOn:passive","LayerGroupearly:cLayerWithinGroup",0.0296602564102565,0.00227752338948757,13.0230304317225,5.13394805367687e-30,1.42609668157691e-29,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:passive","LayerGroupmid:cLayerWithinGroup",0.0122564102564102,0.00272216111354379,4.50245585958522,1.02587851117265e-05,1.60293517370727e-05,"***","<0.001"
"RoBERTa","TrainOn:passive-TestOn:passive","LayerGrouplate:cLayerWithinGroup",9.15750915750895e-05,0.00272216111354379,0.0336405847249337,0.973190283475739,0.973190283475739,"","0.973"
"BERT","all","(Intercept)",0.915153846153846,0.0144586140516012,63.2947143403763,3.95932678108492e-157,6.59887796847487e-157,"***","<0.001"
"BERT","all","LayerGroupearly",-0.342555555555554,0.0152407174041249,-22.476340612604,3.09303207438668e-62,5.52327156140478e-62,"***","<0.001"
"BERT","all","LayerGroupmid",-0.291341346153846,0.0153356760636695,-18.9976199904248,1.29914341618669e-50,5.41309756744455e-50,"***","<0.001"
"BERT","all","LayerGrouplate",-0.128788461538462,0.0153356760636694,-8.39796439385966,3.28161494092336e-15,8.20403735230841e-15,"***","<0.001"
"BERT","all","LayerGroupearly:cLayerWithinGroup",0.017227564102564,0.00186659904770306,9.22938652720482,1.12644688111641e-17,1.65653953105355e-17,"***","<0.001"
"BERT","all","LayerGroupmid:cLayerWithinGroup",0.0160645604395604,0.00223101258397103,7.20056917427455,6.83664941458932e-12,1.55378395786121e-11,"***","<0.001"
"BERT","all","LayerGrouplate:cLayerWithinGroup",0.00187637362637363,0.00223101258397103,0.841041256268409,0.401119010868791,0.705173679634818,"","0.705"
"BERT","TrainOn:active-TestOn:active","(Intercept)",0.919,0.0177857385937245,51.6706121119005,1.94817892340707e-136,2.31926062310366e-136,"***","<0.001"
"BERT","TrainOn:active-TestOn:active","LayerGroupearly",-0.293333333333332,0.0187478146081765,-15.6462680831824,4.66658824315281e-39,6.48137255993446e-39,"***","<0.001"
"BERT","TrainOn:active-TestOn:active","LayerGroupmid",-0.261442307692308,0.0188646245520509,-13.8588662059476,7.06333241856174e-33,2.20729138080055e-32,"***","<0.001"
"BERT","TrainOn:active-TestOn:active","LayerGrouplate",-0.0955769230769233,0.0188646245520509,-5.06646304108568,7.82333394767571e-07,1.22239592932433e-06,"***","<0.001"
"BERT","TrainOn:active-TestOn:active","LayerGroupearly:cLayerWithinGroup",0.0269141025641025,0.00229612897911646,11.7215116436791,1.23953615252064e-25,2.58236698441801e-25,"***","<0.001"
"BERT","TrainOn:active-TestOn:active","LayerGroupmid:cLayerWithinGroup",0.022007326007326,0.00274439904656176,8.01899637550785,3.96408873588707e-14,1.10113575996863e-13,"***","<0.001"
"BERT","TrainOn:active-TestOn:active","LayerGrouplate:cLayerWithinGroup",-0.0038021978021978,0.00274439904656176,-1.38543912080179,0.167138415738976,0.596922913353487,"","0.597"
"BERT","TrainOn:active-TestOn:passive","(Intercept)",0.90553846153846,0.0154806557639896,58.4948386776277,5.1321224916103e-149,7.12794790501431e-149,"***","<0.001"
"BERT","TrainOn:active-TestOn:passive","LayerGroupearly",-0.486376068376065,0.016318043962407,-29.8060275788301,9.61107413000569e-85,4.00461422083571e-84,"***","<0.001"
"BERT","TrainOn:active-TestOn:passive","LayerGroupmid",-0.444990384615385,0.0164197150018976,-27.1009810197046,8.94319118850703e-77,1.11789889856338e-75,"***","<0.001"
