"Model","TrialType","term","estimate","std.error","statistic","p.value","pValAdjusted","pLabel","pValFinal"
"RoBERTa","TrainOn:AI-TestOn:AAR","LayerGroupmid",-0.254683384547848,0.0440588314482333,-5.78052971847622,2.18420483357971e-08,2.68825210286733e-08,"***","<0.001"
"RoBERTa","TrainOn:AI-TestOn:AAR","LayerGrouplate",-0.235886742756802,0.0440588314482332,-5.35390374649306,1.93153186776548e-07,2.80950089856797e-07,"***","<0.001"
"RoBERTa","TrainOn:AI-TestOn:AAR","LayerGroupearly:cLayerWithinGroup",0.05125,0.00536267018700341,9.55680625748827,1.12343886602419e-18,2.24687773204838e-18,"***","<0.001"
"RoBERTa","TrainOn:AI-TestOn:AAR","LayerGroupmid:cLayerWithinGroup",-0.00133706467661691,0.0064096168299311,-0.208602902808979,0.834926088754607,0.861859188391852,"","0.862"
"RoBERTa","TrainOn:AI-TestOn:AAR","LayerGrouplate:cLayerWithinGroup",-0.00543710021321962,0.0064096168299311,-0.848272269229871,0.397088187990048,0.705934556426752,"","0.706"
"RoBERTa","TrainOn:AI-TestOn:AI","(Intercept)",0.976602564102564,0.017272660044933,56.5403685108163,1.51341874074894e-145,3.02683748149787e-145,"***","<0.001"
"RoBERTa","TrainOn:AI-TestOn:AI","LayerGroupearly",-0.167343304843304,0.0182069823305914,-9.19116094060977,1.47071397420607e-17,1.51815636047078e-17,"***","<0.001"
"RoBERTa","TrainOn:AI-TestOn:AI","LayerGroupmid",-0.0205528846153847,0.0183204225703531,-1.12185647118447,0.26298707299549,0.280519544528522,"","0.281"
"RoBERTa","TrainOn:AI-TestOn:AI","LayerGrouplate",-0.0218749999999999,0.0183204225703531,-1.19402267693317,0.233587403208649,0.257751617333682,"","0.258"
"RoBERTa","TrainOn:AI-TestOn:AI","LayerGroupearly:cLayerWithinGroup",0.0570833333333333,0.00222989082329093,25.5991606123067,3.5309907431469e-72,2.82479259451752e-71,"***","<0.001"
"RoBERTa","TrainOn:AI-TestOn:AI","LayerGroupmid:cLayerWithinGroup",0.00331578144078143,0.00266522930768954,1.24408861602075,0.214618326708532,0.254362461284186,"","0.254"
"RoBERTa","TrainOn:AI-TestOn:AI","LayerGrouplate:cLayerWithinGroup",5.3418803418806e-05,0.00266522930768954,0.0200428545734079,0.984024983996849,0.984024983996849,"","0.984"
"RoBERTa","TrainOn:normal-TestOn:AAR","(Intercept)",0.913602941176469,0.0281568554852477,32.4469094801845,3.8244954062846e-92,4.5327352963373e-92,"***","<0.001"
"RoBERTa","TrainOn:normal-TestOn:AAR","LayerGroupearly",-0.495775412154907,0.0296799316938626,-16.7040617636403,1.00655298349224e-42,1.78942752620843e-42,"***","<0.001"
"RoBERTa","TrainOn:normal-TestOn:AAR","LayerGroupmid",-0.474330553116769,0.0298648551757625,-15.8825666598819,7.07368850172791e-40,1.61684308610924e-39,"***","<0.001"
"RoBERTa","TrainOn:normal-TestOn:AAR","LayerGrouplate",-0.462436896400349,0.0298648551757625,-15.4843173917565,1.70022161186035e-38,4.18516089073317e-38,"***","<0.001"
"RoBERTa","TrainOn:normal-TestOn:AAR","LayerGroupearly:cLayerWithinGroup",0.0301927860696515,0.00363503441253112,8.30605233490154,6.04001952720582e-15,1.07378124928103e-14,"***","<0.001"
"RoBERTa","TrainOn:normal-TestOn:AAR","LayerGroupmid:cLayerWithinGroup",-0.0139658848614072,0.00434469712577223,-3.21446684478033,0.00147671761083173,0.00248710334455871,"**","0.002"
"RoBERTa","TrainOn:normal-TestOn:AAR","LayerGrouplate:cLayerWithinGroup",0.00601901208244492,0.00434469712577223,1.38536977566074,0.167159583660213,0.411469744394372,"","0.411"
"BERT","all","(Intercept)",0.919,0.0177857385937245,51.6706121119005,1.94817892340707e-136,3.28114344994876e-136,"***","<0.001"
"BERT","all","LayerGroupearly",-0.293333333333332,0.0187478146081765,-15.6462680831824,4.66658824315281e-39,7.46654118904449e-39,"***","<0.001"
"BERT","all","LayerGroupmid",-0.261442307692308,0.0188646245520509,-13.8588662059476,7.06333241856174e-33,1.26934574267342e-32,"***","<0.001"
"BERT","all","LayerGrouplate",-0.0955769230769233,0.0188646245520509,-5.06646304108568,7.82333394767571e-07,1.08846385358966e-06,"***","<0.001"
"BERT","all","LayerGroupearly:cLayerWithinGroup",0.0269141025641025,0.00229612897911646,11.7215116436791,1.23953615252064e-25,3.05116591389697e-25,"***","<0.001"
"BERT","all","LayerGroupmid:cLayerWithinGroup",0.022007326007326,0.00274439904656176,8.01899637550785,3.96408873588707e-14,1.40945377275985e-13,"***","<0.001"
"BERT","all","LayerGrouplate:cLayerWithinGroup",-0.0038021978021978,0.00274439904656176,-1.38543912080179,0.167138415738976,0.411469744394372,"","0.411"
"BERT","TrainOn:AAN-TestOn:AAN","(Intercept)",0.842307692307691,0.0193395614143184,43.5536088054238,1.48018580573762e-119,2.05938894711321e-119,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAN","LayerGroupearly",-0.326068376068374,0.020385687672651,-15.9949657477496,2.88352250058756e-40,4.856458948358e-40,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAN","LayerGroupmid",-0.284254807692308,0.0205127025318574,-13.8575015774174,7.14006980253796e-33,1.26934574267342e-32,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAN","LayerGrouplate",-0.124278846153846,0.0205127025318574,-6.05862859663831,4.94826924897883e-09,7.91723079836614e-09,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAN","LayerGroupearly:cLayerWithinGroup",0.00589743589743586,0.00249672664268702,2.36206711483998,0.01893125523025,0.0201933389122667,"*","0.02"
"BERT","TrainOn:AAN-TestOn:AAN","LayerGroupmid:cLayerWithinGroup",0.0185782967032967,0.00298415911302694,6.2256387811882,1.98174460472363e-09,5.28465227926301e-09,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAN","LayerGrouplate:cLayerWithinGroup",0.00599816849816849,0.00298415911302694,2.01000290902194,0.0454924330202914,0.145575785664933,"","0.146"
"BERT","TrainOn:AAN-TestOn:AAR","(Intercept)",0.850367647058822,0.0293512833234844,28.9720772235683,2.4948864886688e-82,2.66121225458005e-82,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAR","LayerGroupearly",-0.423750731635934,0.030938969183709,-13.696342923379,2.55554709215435e-32,3.55554378038865e-32,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAR","LayerGroupmid",-0.364360184372257,0.0311317372118453,-11.7038179364312,1.41916969187e-25,2.270671506992e-25,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAR","LayerGrouplate",-0.411235184372256,0.0311317372118452,-13.2095161145002,1.18722960792936e-30,2.23478514433762e-30,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAR","LayerGroupearly:cLayerWithinGroup",0.0264490049751242,0.00378923438338902,6.98003931640373,2.58293492680277e-11,3.59364859381255e-11,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAR","LayerGroupmid:cLayerWithinGroup",-0.0184257285003553,0.00452900134250013,-4.0683866280737,6.32966359803696e-05,0.000126593271960739,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AAR","LayerGrouplate:cLayerWithinGroup",-0.00511282871357498,0.00452900134250013,-1.12890863281409,0.260005666040919,0.520011332081838,"","0.52"
"BERT","TrainOn:AAN-TestOn:AI","(Intercept)",0.977906976744186,0.00930259167965817,105.121992926182,9.27871781832306e-211,3.71148712732922e-210,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AI","LayerGroupearly",-0.417663921188627,0.00980579261675038,-42.5935911060539,2.12104520635569e-117,1.69683616508455e-116,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AI","LayerGroupmid",-0.413502679869187,0.00986688848894381,-41.9081132144678,7.74077206877455e-116,1.23852353100393e-114,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AI","LayerGrouplate",-0.310963617369186,0.00986688848894379,-31.515874301978,1.41080915557869e-89,1.50486309928394e-88,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AI","LayerGroupearly:cLayerWithinGroup",0.0179557291666665,0.00120095942172946,14.9511539205954,1.19657435094732e-36,4.25448658114604e-36,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AI","LayerGroupmid:cLayerWithinGroup",0.021879650297619,0.00143542105950074,15.2426705410251,1.16978358879562e-37,1.87165374207298e-36,"***","<0.001"
"BERT","TrainOn:AAN-TestOn:AI","LayerGrouplate:cLayerWithinGroup",-0.000944010416666666,0.00143542105950074,-0.657654010590458,0.511358374503111,0.711299349538868,"","0.711"
"BERT","TrainOn:AI-TestOn:AAN","(Intercept)",0.730769230769231,0.00545537408717549,133.954009219482,6.43747035614853e-237,3.43331752327922e-236,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAN","LayerGroupearly",-0.210657258331676,0.00575046920124547,-36.633055661971,3.83103547892595e-103,1.75133050465186e-102,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAN","LayerGroupmid",-0.209887447823495,0.00578629801642676,-36.2731831695574,3.12772538515466e-102,3.33624041083163e-101,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAN","LayerGrouplate",-0.166670393559928,0.00578629801642675,-28.8043223986679,7.71351630771304e-82,4.93665043693634e-81,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAN","LayerGroupearly:cLayerWithinGroup",0.00372739018087847,0.000704285766232073,5.29244002874004,2.61752374322026e-07,2.99145570653744e-07,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAN","LayerGroupmid:cLayerWithinGroup",0.00444352159468438,0.000841782496947568,5.27870514152679,2.80047178062119e-07,6.40107835570558e-07,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAN","LayerGrouplate:cLayerWithinGroup",-0.00233019564414913,0.000841782496947568,-2.76816832447666,0.00605407374658452,0.0308015402223587,"*","0.031"
"BERT","TrainOn:AI-TestOn:AAR","(Intercept)",0.989338235294117,0.0214325970575512,46.1604458217325,3.12271122421649e-125,4.54212541704217e-125,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAR","LayerGroupearly",-0.659363110916005,0.0225919409581615,-29.1857663817861,5.95436519859614e-83,1.90539686355076e-82,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAR","LayerGroupmid",-0.255756145741879,0.02273270207675,-11.2505827454385,4.45240991597374e-24,6.78462463386475e-24,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAR","LayerGrouplate",-0.194095697980685,0.02273270207675,-8.53817101571912,1.28504311857237e-15,2.16428314706926e-15,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAR","LayerGroupearly:cLayerWithinGroup",0.0319900497512436,0.002766936382329,11.5615414779854,4.20457028552786e-25,8.96974994245944e-25,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAR","LayerGroupmid:cLayerWithinGroup",0.0356520966595593,0.00330712152436783,10.7804011424631,1.51680343512654e-22,9.70754198480986e-22,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AAR","LayerGrouplate:cLayerWithinGroup",0.00903518123667377,0.00330712152436783,2.73203786740219,0.00673783692364098,0.0308015402223587,"*","0.031"
"BERT","TrainOn:AI-TestOn:AI","(Intercept)",0.976602564102564,0.0198768655213503,49.1326242084583,2.10836335669632e-131,3.37338137071412e-131,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AI","LayerGroupearly",-0.245690883190882,0.0209520559307789,-11.7263376922337,1.19460308018445e-25,1.47028071407317e-25,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AI","LayerGroupmid",-0.140985576923077,0.0210825995983199,-6.68729566605784,1.44708972786688e-10,1.92945297048918e-10,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AI","LayerGrouplate",0.000120192307691984,0.0210825995983198,0.00570101932313714,0.995455762000158,0.995455762000158,"","0.995"
"BERT","TrainOn:AI-TestOn:AI","LayerGroupearly:cLayerWithinGroup",0.0492681623931624,0.00256609230463314,19.1996844011447,2.66317783497101e-51,1.21745272455818e-50,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AI","LayerGroupmid:cLayerWithinGroup",0.0235844017094017,0.00306706693669035,7.68956211136736,3.27812236473204e-13,1.04899915671425e-12,"***","<0.001"
"BERT","TrainOn:AI-TestOn:AI","LayerGrouplate:cLayerWithinGroup",-0.000927197802197799,0.00306706693669035,-0.302307651360988,0.762665923632064,0.871618198436645,"","0.872"
"BERT","TrainOn:normal-TestOn:AAR","(Intercept)",0.91360294117647,0.0286200368101821,31.9217947634308,1.05869100222823e-90,1.20993257397512e-90,"***","<0.001"
"BERT","TrainOn:normal-TestOn:AAR","LayerGroupearly",-0.515717369037163,0.030168167679345,-17.0947528043029,4.47987814721696e-44,8.43271180652604e-44,"***","<0.001"
"BERT","TrainOn:normal-TestOn:AAR","LayerGroupmid",-0.429274582967516,0.0303561331594327,-14.141280139764,7.5271132750259e-34,1.50542265500518e-33,"***","<0.001"
"BERT","TrainOn:normal-TestOn:AAR","LayerGrouplate",-0.46369622475856,0.0303561331594326,-15.2752072315401,9.02294172971041e-38,2.06238668107666e-37,"***","<0.001"
"BERT","TrainOn:normal-TestOn:AAR","LayerGroupearly:cLayerWithinGroup",0.0207213930348257,0.00369483086445596,5.6082115244203,5.34524176606144e-08,6.578759096691e-08,"***","<0.001"
"BERT","TrainOn:normal-TestOn:AAR","LayerGroupmid:cLayerWithinGroup",-0.00608564321250888,0.00441616755584949,-1.37803720885727,0.169409337024713,0.214428425498724,"","0.214"
"BERT","TrainOn:normal-TestOn:AAR","LayerGrouplate:cLayerWithinGroup",-0.00932835820895522,0.00441616755584949,-2.11231980919728,0.0356391712417256,0.126717053303913,"","0.127"
"GPT-J","all","(Intercept)",0.919000000000001,0.0162261287618635,56.6370459329732,7.30124339608858e-160,1.79722914365257e-159,"***","<0.001"
"GPT-J","all","LayerGroupearly",-0.193361538461539,0.0170181074169907,-11.3621058866093,4.95729845546954e-25,5.87531668796389e-25,"***","<0.001"
"GPT-J","all","LayerGroupmid",-0.0671196581196581,0.0171038414982189,-3.92424462812332,0.00010847461519546,0.000119696127112231,"***","<0.001"
"GPT-J","all","LayerGrouplate",-0.0742615384615383,0.0170181074169906,-4.36367785453021,1.77447790482723e-05,2.27133171817886e-05,"***","<0.001"
"GPT-J","all","LayerGroupearly:cLayerWithinGroup",0.0334149184149183,0.00178643798150863,18.7047738353053,6.38595125931428e-52,3.40584067163428e-51,"***","<0.001"
"GPT-J","all","LayerGroupmid:cLayerWithinGroup",0.00237435897435898,0.00209478421560382,1.13346231877853,0.257946737258502,0.294796271152574,"","0.295"
"GPT-J","all","LayerGrouplate:cLayerWithinGroup",0.00207179487179487,0.00178643798150864,1.15973512276382,0.247100843422598,0.520011332081838,"","0.52"
"GPT-J","TrainOn:AAN-TestOn:AAN","(Intercept)",0.842307692307691,0.0226121164464102,37.2502810298153,3.7638358602893e-113,4.81770990117031e-113,"***","<0.001"
"GPT-J","TrainOn:AAN-TestOn:AAN","LayerGroupearly",-0.233685897435898,0.023715787804849,-9.85360045210551,5.69756363504283e-20,6.07740121071235e-20,"***","<0.001"
"GPT-J","TrainOn:AAN-TestOn:AAN","LayerGroupmid",-0.102314814814815,0.0238352635625364,-4.29258164258903,2.40310700216983e-05,2.7464080024798e-05,"***","<0.001"
"GPT-J","TrainOn:AAN-TestOn:AAN","LayerGrouplate",-0.101794871794872,0.0237157878048488,-4.29228295650626,2.40615047391999e-05,2.96141596790152e-05,"***","<0.001"
"GPT-J","TrainOn:AAN-TestOn:AAN","LayerGroupearly:cLayerWithinGroup",0.0195823620823622,0.00248951208603155,7.86594376955921,7.09762565646531e-14,1.08154295717567e-13,"***","<0.001"
"GPT-J","TrainOn:AAN-TestOn:AAN","LayerGroupmid:cLayerWithinGroup",0.00513888888888889,0.00291921168064832,1.76036870602943,0.0793886284081306,0.110453743872182,"","0.11"
