,0,1,2,3,4,5,6,7,8,9
0,0.5512820512820513,0.6153846153846154,0.6025641025641025,0.6153846153846154,0.6730769230769231,0.6346153846153846,0.6282051282051282,0.6282051282051282,0.6153846153846154,0.6474358974358975
