,0,1,2,3,4,5,6,7,8,9
0,0.5897435897435898,0.6025641025641025,0.5705128205128205,0.5833333333333334,0.5641025641025641,0.5576923076923077,0.6089743589743589,0.5384615384615384,0.5512820512820513,0.5897435897435898
